#rpkm values of gene expression		
#data file name	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX 
#gene id/sample#	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23
orf	unstressed_noCHX	unstressed_1/64x_CHX	unstressed_1/16x_CHX	unstressed_1/4x_CHX	unstressed_1x_CHX	unstressed_8x_CHX	unstressed_100x_CHX_rep1	unstressed_100x_CHX_rep2	oxidative_noCHX	oxidative_1/64x_CHX	oxidative_1/16x_CHX	oxidative_1/4x_CHX	oxidative_1x_CHX	oxidative_8x_CHX	oxidative_100x_CHX_rep1	oxidative_100x_CHX_rep2	heatshock_noCHX	heatshock_1x_CHX	complete_SD_media	SD_no_aminoacids	SD_no_aminoacids_plus_His_Met_Leu	edeine_noCHX	aurin_noCHX
YGL127C	35.604	57.223	66.873	53.49	30.192	34.8	35.196	34.371	67.325	107.128	72.674	75.276	60.761	54.772	53.174	56.976	71.281	45.578	40.617	51.343	65.878	37.326	50.233
YGL128C	7.486	8.513	13.396	9.913	11.227	9.231	7.855	6.837	21.042	20.229	30.011	29.621	21.129	23.018	14.675	16.825	13.27	20.384	8.081	102.491	11.501	7.309	10.923
YGL129C	26.442	16.507	36.377	33.789	27.373	29.391	29.631	28.723	75.621	62.344	79.896	75.644	60.541	49.938	57.995	55.915	30.72	17.942	25.563	61.511	33.808	30.707	33.927
YGL130W	29.442	26.547	28.772	34.945	25.765	31.436	25.355	27.419	54.968	54.926	51.689	49.989	46.851	37.646	40.688	41.825	30.517	15.435	36.369	72.419	54.054	35.273	33.549
YGL131C	2.014	3.593	3.454	3.66	2.791	2.175	1.863	1.993	6.207	10.398	9.1	6.29	6.108	4.551	4.504	4.437	4.022	3.479	2.054	8.105	4.464	2.196	2.979
YGL133W	7.346	9.996	10.771	12.486	9.746	10.667	9.416	7.562	15.091	18.804	16.131	11.207	15.49	14.37	15.754	12.951	12.424	17.331	6.968	42.986	13.423	8.607	9.984
YGL134W	3.818	4.916	7.969	5.968	5.048	5.677	4.536	4.463	9.403	10.261	9.147	8.955	6.396	9.633	10.792	8.378	0.712	2.551	3.599	6.065	5.433	5.226	6.714
YGL136C	3.199	3.995	4.21	4.564	3.821	3.545	2.106	3.972	10.696	12.863	14.305	15.071	11.285	10.3	6.431	7.879	6.608	16.973	3.461	18.103	4.909	1.82	1.67
YGL137W	154.92	155.8	149.143	175.769	154.896	156.521	140.315	139.11	145.367	174.409	127.575	123.906	131.296	126.704	137.662	114.274	67.948	58.057	153.129	123.122	153.01	142.861	180.236
YGL138C	0.038	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	1.089	0	0.555	0	0	0
YGL139W	25.747	24.527	24.175	26.864	25.652	23.185	20.324	19.492	27.657	24.394	27.066	27.711	21.976	21.983	26.021	19.905	14.942	11.064	22.882	45.784	27.29	23.465	17.786
YGL140C	15.37	11.897	14.752	16.081	14.674	13.815	12.526	11.554	19.023	24.715	19.181	18.855	14.398	14.62	16.297	15.014	11.133	7.75	16.027	20.626	21.765	12.352	8.338
YGL141W	8.13	11.783	10.851	13.836	10.521	9.429	6.262	6.424	41.854	43.722	62.123	58.141	39.777	27.851	29.461	32.983	26.639	23.934	10.64	64.478	34.054	8.201	9.304
YGL142C	12.246	11.25	15.939	11.648	11.15	10.953	8.415	8.596	19.311	25.593	25.337	27.919	19.905	17.367	14.927	16.319	7.49	12.061	11.94	17.547	20.866	11.211	6.255
YGL143C	5.306	6.037	9.4	9.977	7.393	8.242	6.195	7.308	10.392	22.321	20.1	20.029	18.402	15.465	10.907	15.224	2.996	3.579	5.772	8.664	8.346	5.157	6.814
YGL144C	3.974	10.061	4.976	3.879	4.244	2.884	2.751	4.224	4.522	7.979	6.6	4.963	4.712	4.062	5.57	4.22	4.805	1.914	3.524	8.245	5.769	3.409	4.416
YGL145W	15.676	7.856	15.148	15.496	14.993	13.021	12.101	12.89	16.575	17.831	19.135	15.799	15.927	15.509	15.7	14.502	11.939	8.151	15.249	27.258	23.845	16.636	14.726
YGL146C	0.772	6.48	2.963	7.067	2.682	2.111	2.329	2.139	14.647	11.803	11.075	10.73	8.788	11.612	11.116	8.133	3.07	4.889	1.478	6.229	3.167	1.879	2.068
YGL148W	330.362	263.191	262.377	262.897	315.521	288.379	337.508	366.862	252.235	258.408	184.471	158.054	188.418	171.296	209.319	239.929	79.094	34.03	254.834	95.97	224.438	319.876	339.219
YGL150C	13.465	22.651	19.651	16.834	13.916	14.216	13.204	12.84	26.36	29.636	29.706	25.487	21.308	19.297	21.236	19.715	13.049	11.692	9.569	32.414	19.468	12.937	11.97
YGL151W	13.564	15.077	18.872	16.969	14.355	14.908	11.116	11.542	25.724	29.91	27.247	26.374	22.684	17.194	19.054	16.958	11.495	11.151	12.831	47.515	27.714	13.924	12.58
YGL153W	18.509	17.55	23.72	28.405	22.081	17.915	27.127	24.704	54.519	50.615	53.534	57.475	48.709	52.164	48.855	47.311	20.322	18.025	28.584	79.296	58.517	26.711	30.034
YGL154C	3.491	4.795	6.661	5.673	5.504	5.564	4.875	2.902	7.991	14.867	20.926	20.793	11.881	7.808	8.078	7.781	4.759	4.738	3.151	16.659	12.52	6.007	6.614
YGL155W	16.485	20.062	21.144	20.874	11.771	12.895	10.136	12.359	17.54	31.503	31.992	18.995	15.743	13.273	11.768	15.277	9.679	9.251	14.485	25.76	21.228	15.994	18.17
YGL156W	3.436	3.594	7.702	15.485	6.152	7.354	4.592	4.421	49.216	58.958	78.698	81.579	54.475	65.937	68.897	43.39	56.627	49.063	7.091	67.078	52.133	2.242	5.578
YGL157W	64.838	63.645	85.722	96.106	78.394	82.26	71.027	76.251	283.863	208.618	266.246	271.916	239.808	224.003	220.474	221.558	267.606	192.329	89.027	276.381	471.548	73.614	116.777
YGL158W	0.075	0	0.23	0.195	0.092	0.164	0.18	0.155	0.131	0.571	0.938	0.519	0.237	0.325	0.359	0.538	0.594	0.71	0.644	3.619	20.852	0	0.1
YGL159W	17.557	21.877	24.943	26.243	16.017	19.397	17.364	18.022	35.611	41.804	32.561	32.763	21.926	18.935	23.317	22.941	16.606	20.176	19.419	48.838	42.688	21.704	23.472
YGL160W	14.716	8.243	18.02	16.22	15.375	16.704	11.469	9.978	35.503	26.509	37.789	39.576	31.459	26.393	22.565	21.344	11.49	13.727	17.112	39.065	26.372	10.223	9.738
YGL161C	47.307	49.661	65.424	75.479	52.576	62.006	50.882	46.158	191.43	178.67	188.954	177.137	140.497	139.984	133.487	112.109	87.967	47.435	59.471	86.273	133.702	72.112	61.239
YGL162W	9.368	22.777	15.895	14.593	9.564	9.413	10.629	13.785	8.359	19.529	17.36	12.894	7.688	5.117	10.89	10.006	9.623	10.219	12.102	56.633	33.756	19.14	12.609
YGL163C	5.412	6.447	6.296	7.691	5.74	6.026	4.824	5.681	29.559	32.454	39.737	38.512	26.973	21.887	22.688	26.878	18.006	14.69	6.702	18.047	16.991	5.745	3.773
YGL164C	10.262	16.912	16.474	15.411	8.845	14.334	14.754	13.038	30.267	45.383	35.171	30.438	21.793	25.629	23.06	24.421	14.921	13.926	15.074	72.388	36.657	6.42	10.604
YGL166W	14.392	31.525	26.572	33.583	20.769	18.931	22.796	21.142	32.754	51.926	57.066	54.316	35.175	34.804	33.608	38.866	81.394	61.291	16.571	33.336	29.01	10.189	21.191
YGL167C	60.838	66.724	62.207	66.471	55.056	61.115	55.925	48.07	98.739	85.573	85.55	81.456	64.419	76.046	79.07	69	39.252	18.436	51.141	47.291	66.165	54.763	47.58
YGL168W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL169W	25.777	31.274	28.806	30.132	30.047	21.818	30.942	28.771	18.662	18.799	13.23	12.279	10.416	11.191	26.011	22.52	3.38	1.442	20.93	4.85	4.782	22.273	22.695
YGL170C	0.094	0	0.289	0.37	0.231	0.103	0.057	0.065	0.412	0.36	0.676	0.655	0.449	0.307	0.226	0.678	1.997	1.193	0.09	1.824	0.773	0.344	0.126
YGL171W	58.113	56.194	43.487	43.035	40.526	44.555	69.221	75.355	5.787	12.373	5.563	3.187	4.178	5.573	20.757	23.15	1.609	0.214	48.3	13.713	2.103	52.43	40.565
YGL172W	54.886	42.937	66.61	56.092	64.107	57.267	58.215	61.238	93.903	109.72	106.316	98.608	85.102	71.735	85.134	86.723	62.256	33.315	57.626	92.387	83.234	73.521	56.81
YGL173C	118.071	85.279	123.262	134.325	123.007	129.562	123.928	119.618	157.562	165.574	166.839	164.125	155.279	159.601	184.589	175.363	51.026	30.67	114.24	84.841	128.985	110.862	107.651
YGL174W	10.23	13.348	14.371	13.444	12.044	15.777	14.167	14.563	15.72	17.595	23.389	16.635	18.523	17.185	16.111	20.996	13.016	12.634	13.517	43.83	28.956	18.482	9.456
YGL175C	2.561	6.3	4.93	3.599	3.375	3.387	2.63	2.145	4.017	7.89	8.226	5.578	6.375	7.107	5.435	4.404	4.864	5.81	1.757	18.321	4.704	2.511	5.223
YGL176C	2.681	4.405	2.849	2.696	2.023	1.729	1.866	3	2.106	3.415	3.698	3.343	2.402	2.018	2.144	2.09	1.093	2.177	2.501	2.329	2.03	2.76	2.486
YGL178W	14.986	20.257	18.841	16.375	14.896	13.834	15.314	14.92	35.417	45.469	43.413	42.755	41.304	35.037	36.262	36.472	31.754	35.028	15.906	40.214	23.904	13.712	13.644
YGL179C	3.488	11.2	8.033	7.819	6.75	5.128	4.264	3.436	12.554	16.882	15.841	14.638	11.225	16.254	13.413	11.69	7.745	12.05	2.668	6.908	12.934	4.464	4.552
YGL180W	4.244	3.987	9.168	9.815	6.357	6.259	4.529	4.826	34.349	38.673	60.083	58.67	37.082	35.619	31.397	37.063	16.378	15.627	5.995	99.977	18.099	4.389	5.666
YGL181W	37.434	60.035	58.732	67.557	55.015	46.48	53.485	45.214	198.219	163.551	183.166	179.371	160.517	156.301	144.806	129.855	94.606	72.436	50.127	146.54	114.218	56.138	57.852
YGL183C	0.164	0.75	0.503	0.642	0	0.179	0.198	0.227	0.143	0	4.991	3.641	1.82	1.424	0.589	1.31	1.302	4.148	0.47	29.328	1.612	0	0.439
YGL184C	4.254	8.347	5.216	6.285	3.557	4.079	3.35	4.133	10.812	10.453	20.805	22.69	10.004	8.47	8.353	8.886	3.515	6.298	33.246	2927.198	5.439	1.21	3.997
YGL185C	10.343	15.153	18.42	15.824	12.557	14.82	10.548	13.04	31.245	32.021	46.182	42.118	31.542	31.151	25.504	31.283	20.836	21.29	14.26	49.573	14.426	15.855	19.26
YGL186C	45.018	48.646	42.596	56.006	37.161	38.454	39.776	32.895	61.51	58.161	45.988	50.045	45.005	45.927	55.603	40.936	43.464	20.147	43.583	125.428	120.001	35.909	20.297
YGL187C	75.449	23.597	111.13	91.427	90.966	94.861	61.392	77.619	118.521	89.937	169.583	182.513	171.92	148.146	110.248	131.437	90.883	117.803	206.843	490.387	525.098	122.69	97.569
YGL188C-A	2.624	0	20.14	20.584	3.217	5.739	1.583	3.635	0	0	4.705	0	12.501	5.705	1.574	6.298	0	0	7.536	0	0	0	0
YGL190C	29.247	29.927	37.913	35.9	28.77	27.011	23.228	21.635	50.624	56.077	65.773	61.172	44.991	39.96	34.207	29.988	33.884	44.621	26.774	101.973	62.45	28.365	38.239
YGL191W	131.186	45.851	119.589	119.802	112.81	127.394	144.811	174.209	273.796	171.544	273.372	328.896	242.728	349.259	277.949	338.049	323.468	354.73	254.64	547.701	754.704	171.936	138.636
YGL192W	0	0	0.097	0	0.077	0.138	0	0	0	0.966	0	0.088	0	0.481	0	0	0.167	0.4	0	0.306	0.829	0.461	0
YGL193C	0	0	0.779	0.663	0	0	0	0	0.444	0	0.91	0.705	1.612	0	0	0	0	4.82	0	0	0	0	0
YGL194C	16.12	25.034	26.497	23.015	21.375	15.42	13.25	12.725	48.254	57.801	66.799	47.023	41.39	26.754	24.143	27.756	22.647	18.669	18.324	91.827	32.805	19.334	17.855
YGL194C-A	13.039	13.775	24.252	14.754	23.062	17.278	9.078	19.28	12.515	31.626	47.211	48.09	25.09	35.987	19.406	33.104	21.933	14.292	28.089	36.417	23.451	8.237	13.1
YGL195W	95.467	93.034	85.065	84.974	81.175	88.997	69.785	68.022	46.41	52.385	36.927	33.774	37.001	35.727	42.948	32.661	50.263	36.305	80.623	45.375	73.329	87.059	46.621
YGL196W	17.702	14.521	26.435	27.61	20.115	18.932	16.897	14.941	52.371	65.117	73.939	66.374	47.931	41.58	36.046	32.992	39.154	28.123	24.295	105.294	81.932	25.799	30.229
YGL197W	7.378	9.931	12.488	14.311	11.97	11.89	8.314	7.547	24.454	29.206	31.029	27.988	26.466	22.378	20.925	16.686	10.323	8.664	8.119	18.735	23.822	6.388	11.557
YGL198W	48.772	91.528	67.906	65.471	67.476	61.151	49.428	44.978	142.987	131.186	167.193	139.663	123.643	102.53	94.893	87.486	68.936	44.26	69.113	152.461	106.541	66.511	53.09
YGL200C	270.607	155.82	257.397	267.579	246.052	274.839	226.543	219.031	244.485	229.66	213.611	221.912	203.221	191.655	189.448	163.567	131.981	97.134	311.592	110.866	279.579	250.749	242.89
YGL201C	23.233	22.173	24.04	23.856	23.936	23.579	19.688	21.34	25.03	41.893	30.233	24.292	24.407	20.628	23.857	25.757	12.644	10.609	22.732	20.45	29.636	23.525	22.83
YGL202W	305.306	192.705	214.585	258.357	287.618	259.382	241.958	255.463	398.304	248.207	193.028	205.334	266.447	203.238	242.043	206.925	125.593	81.577	317.493	416.093	380.18	292.988	296.318
YGL203C	37.59	27.569	38.403	42.399	37.05	43.235	40.094	38.042	47.635	59.015	46.7	41.988	36.868	44.601	49.652	47.112	26.057	16.461	37.205	33.389	56.751	31.183	26.683
YGL204C	21.41	7.172	28.059	34.14	32.659	26.844	17.015	14.831	44.351	33.929	47.754	63.863	50.592	42.014	42.606	48.467	24.914	38.032	25.998	37.92	45.411	26.682	32.178
YGL205W	0.167	0	0.769	0.983	0.799	0.493	0.484	0.278	2.501	0.766	4.672	3.342	2.228	3.65	2.134	2.365	7.171	8.409	0.336	12.613	28.527	0.914	0.738
YGL206C	182.367	147.477	191.777	211.16	201.481	229.869	195.538	201.459	268.056	255.292	276.164	264.159	265.485	269.493	321.524	262.867	183.202	145.936	221.533	249.457	347.017	173.21	157.172
YGL207W	99.286	97.413	105.193	107.878	102.006	112.885	97.879	95.917	137.243	158.278	145.309	132.252	128.878	126.484	148.981	154.171	83.793	56.848	110.97	81.889	107.146	117.992	95.046
YGL208W	7.434	6.435	14.961	15.438	11.261	12.401	7.916	8.503	42.582	54.437	53.599	55.736	46.88	42.076	32.886	34.038	27.569	18.693	14.085	97.984	49.2	15.048	11.423
YGL209W	23.62	17.84	38.099	30.438	21.881	23.554	31.866	31.326	50.192	59.966	80.54	61.567	41.206	53.629	73.21	64.737	42.673	15.587	39.371	49.644	37.353	25.076	29.535
YGL210W	34.092	25.965	38.021	33.372	34.312	28.742	31.028	35.751	49.163	51.302	51.189	50.709	38.434	32.682	37.315	45.229	15.033	7.783	34.21	85.116	36.604	29.67	54.45
YGL211W	21.624	35.679	18.368	16.649	18.71	13.326	17.949	27.753	8.266	13.005	5.118	4.882	5.056	3.222	10.207	12.735	3.2	0	17.235	3.72	3.962	15.224	19.557
YGL212W	14.747	36.458	25.81	22.479	13.951	16.591	17.009	15.586	28.334	35.268	34.679	25.473	26.702	26.937	26.239	18.812	21.778	16.011	19.727	102.807	38.37	19.377	19.304
YGL213C	48.443	57.17	49.212	46.029	46.423	43.342	38.268	40.935	75.506	86.813	71.056	70.103	55.285	49.071	46.839	52.555	29.711	23.975	46.13	77.115	103.74	43.424	63.621
YGL215W	32.838	43.419	52.469	52.397	35.834	27.849	42.791	50.722	97.929	152.504	199.172	151.517	71.652	62.148	90.832	90.241	41.217	31.926	33.949	29.782	26.917	29.937	41.205
YGL216W	8.168	11.685	11.114	11.529	8.878	9.339	7.224	7.683	10.036	12.771	14.146	12.576	10.466	6.307	7.823	8.206	7.995	6.025	10.752	31.902	17.056	6.944	9.014
YGL219C	11.485	11.927	20.385	20.11	17.726	15.902	12.728	12.807	38.338	35.975	51.689	53.843	39.243	30.701	25.26	26.561	30.072	31.668	13.92	124.089	34.473	12.882	18.688
YGL220W	111.524	116.095	182.101	188.257	157.997	135.999	140.675	133.163	97.77	190.719	206.825	226.806	190.991	184.553	122.691	166.25	96.487	137.29	149.985	73.264	93.285	116.439	136.431
YGL221C	86.767	94.384	106.796	91.877	81.694	74.859	68.716	72.183	121.328	142.586	137.815	127.278	128.306	86.308	96.004	103.688	80.296	29.311	89.162	81.476	102.404	91.626	102.957
YGL222C	33.511	17.259	87.975	63.427	69.656	70.924	42.463	41.784	165.49	111.43	166.751	168.011	182.429	105.754	83.836	91.902	49.963	77.2	56.79	473.312	133.615	87.145	52.86
YGL223C	16.654	21.337	25.616	17.796	21.719	18.556	16.03	17.111	33.545	31.352	40.116	38.864	29.907	24.02	23.264	25.21	17.542	12.693	20.081	97.926	26.154	21.774	20.978
YGL224C	22.73	19.884	35.563	27.261	22.903	27.079	22.102	23.768	41.453	35.414	48.288	45.272	34.032	28.964	29.532	33.015	17.269	6.877	19.961	159.103	82.194	31.176	31.419
YGL225W	333.813	249.467	286.206	237.302	289.231	285.904	249.334	262.512	144.89	131.799	86.737	83.418	104.493	78.697	114.244	100.949	114.798	57.394	333.542	145.29	245.637	335.909	224.193
YGL226C-A	186.605	178.52	265.611	266.077	264.379	210.312	206.082	211.435	222.913	171.308	166.368	221.133	239.193	184.208	212.699	188.279	92.665	70.965	217.142	345.007	232.396	240.473	229.362
YGL226W	19.115	16.295	32.786	40.853	18.914	25.954	33.408	36.435	56.79	68.019	80.135	70.352	56.532	67.939	74.501	75.944	37.737	21.29	26.127	34.462	50.615	25.982	30.198
YGL227W	4.971	7.448	8.028	9.269	6.983	7.626	4.254	3.461	43.991	49.449	49.386	45.544	33.9	34.746	23.751	22.006	16.53	20.73	7.38	56.258	32.669	3.959	5.708
YGL228W	54.729	32.851	50.231	50.444	51.184	51.268	47.787	44.508	79.605	63.659	72.127	70.632	59.809	67.211	73.857	68.319	43.798	28.56	57.295	45.894	62.975	45.172	29.544
YGL229C	1.993	1.672	4.344	4.177	3.134	3.544	1.707	1.644	12.947	16.92	16.204	18.14	11.888	10.123	9.501	6.61	1.331	2.601	2.36	8.396	4.418	0.833	3.24
YGL230C	1.772	0	2.4	1.227	1.15	0.342	0.943	1.733	1.369	3.586	2.243	3.042	1.49	2.04	1.126	2.252	1.658	1.98	2.096	4.542	3.079	1.141	1.676
YGL231C	115.682	61.428	163.052	120.734	144.744	143.278	128.306	126.186	221.831	141.682	199.823	186.794	202.639	170.614	187.331	202.529	80.775	68.415	141.315	319.285	149.263	148.577	162.99
YGL232W	67.788	58.151	80.034	68.512	55.492	73.228	71.055	72.315	78.78	78.385	72.838	73.37	61.784	74.375	65.806	78.13	36.824	37.709	70.815	92.879	95.742	69.057	85.079
YGL233W	13.251	18.33	18.879	17.843	13.327	12.825	9.885	10.754	27.688	37.632	33.186	24.358	21.478	20.655	19.706	17.979	19.167	16.689	14.238	27.888	25.071	12.376	14.886
YGL234W	460.423	234.824	185.531	189.452	219.839	212.333	238.323	239.582	66.817	72.648	45.445	46.617	51.5	48.779	87.343	66.053	77.177	26.112	246.798	141.412	618.412	230.057	183.482
YGL235W	0.164	1.127	0	0	0	0.269	0.149	0.341	0.216	2.822	0.441	1.368	0.391	1.606	0.295	1.379	0	1.559	0	0	0	0	0
YGL236C	6.064	6.188	5.534	7.806	7.252	4.435	5.743	7.217	6.312	10.548	9.493	9.862	7.693	5.634	8.751	9.373	2.388	1.248	6.956	2.454	4.805	4.317	7.846
YGL237C	12.329	20.461	24.37	19.748	16.253	15.002	15.622	15.586	37.648	41.821	67.705	59.114	37.45	35.523	26.813	33.54	24.918	30.257	18.887	86.546	48.804	17.437	17.135
YGL238W	55.286	46.362	55.781	47.964	49.344	51.874	48.582	47.07	51.849	63.673	55.24	49.528	42.974	38.201	46.402	44.35	38.317	32.068	54.105	55.95	57.904	56.006	49.449
YGL240W	5.656	9.804	8.599	9.693	8.081	5.225	5.566	5.477	18.751	38.407	37.81	41.667	24.071	23.284	19.371	23.198	20.085	6.781	5.678	15.152	13.245	7.816	7.944
YGL241W	13.15	16.725	16.996	17.516	13.938	16.71	12.737	12.5	20.55	27.503	21.44	20.104	17.349	14.966	18.398	15.738	9.39	6.544	14.91	22.689	15.985	13.469	16.659
YGL242C	98.164	97.169	91.09	111.328	90.507	91.013	114.971	114.111	248.987	212.944	180.781	197.432	162.808	232.604	269.285	216.72	138.087	90.123	124.468	101.584	225.18	95.952	132.147
YGL243W	6.567	7.144	7.636	6.759	7.295	4.693	7.179	7.364	5.721	12.301	6.995	6.912	6.506	7.635	6.026	8.037	3.36	2.471	8.59	11.331	7.041	5.339	9.145
YGL244W	59.117	59.021	62.729	62.346	54.874	61.925	83.429	79.617	95.921	104.545	82.44	76.787	69.988	89.294	99.975	98.296	66.897	40.176	69.424	152.234	129.16	79.667	64.604
YGL245W	569.392	532.556	499.677	501.08	515.034	568.143	608.442	572.551	477.959	413.371	245.038	234.757	320.211	343.314	453.023	344.282	231.25	123.852	591.483	316.261	568.956	680.045	508.657
YGL246C	24.736	29.622	30.422	29.48	20.085	24.106	27.94	27.733	23.37	35.163	30.094	25.572	15.576	14.84	25.414	23.944	17.954	11.845	23.135	33.282	27.04	23.247	23.972
YGL247W	8.71	16.947	16.381	17.938	10.147	8.574	10.906	6.486	12.203	17.478	24.599	18.46	10.03	13.258	11.888	9.757	5.195	6.206	10.216	24.246	16.436	5.563	6.417
YGL248W	9.195	9.752	14.716	15.737	10.187	10.018	5.977	6.861	30.961	41.928	45.453	43.221	24.867	19.454	18.594	18.748	25.407	34.401	13.256	51.561	35.475	10.107	15.266
YGL249W	0.142	0.244	0.246	0.349	0.393	0.117	0.322	0.444	0.374	1.632	1.436	1.558	0.678	1.799	0.833	1.111	0.142	1.352	0.051	2.068	0.35	0.195	0.215
YGL250W	7.332	7.08	13.454	11.01	9.272	10.525	7.362	5.833	32.349	34.152	45.295	45.853	35.48	29.333	23.196	23.374	14.12	13.604	10.694	147.245	43.703	11.289	13.121
YGL251C	0.665	0.983	1.225	1.204	1.355	1.007	0.629	0.935	1.451	2.228	2.806	3.113	3.46	3.069	1.381	2.406	0.813	1.652	0.47	2.525	1.309	0.784	0.658
YGL252C	27.124	28.951	29.225	35.945	26.114	26.185	23.128	25.211	93.341	90.022	83.081	75.063	61.802	54.725	49.863	53.026	40.194	24.112	29.532	79.661	63.423	28.969	34.059
YGL253W	1624.541	1268.622	1024.007	1265.609	1391.939	1287.397	1328.868	1341.916	1804.807	874.842	520.28	592.721	867.317	775.906	1108.25	774.95	674.158	599.927	1003.06	303.812	559.597	1305.332	1604.496
YGL254W	13.312	14.158	22.295	18.813	14.676	18.384	15.821	15.741	34.026	48.309	58.59	59.052	43.781	40.935	43.158	59.173	17.82	13.625	12.102	32.548	17.43	19.14	14.05
YGL255W	40.204	45.855	13.295	27.968	16.889	20.199	45.265	31.005	4.842	6.38	1.684	1.015	1.491	3.403	13.02	2.922	48.12	6.608	220.869	6.566	3.424	17.136	7.827
YGL256W	6.426	3.756	4.723	1.073	6.036	4.15	4.455	6.18	2.604	3.135	0.919	1.425	1.954	1.895	1.907	2.544	0.815	1.624	5.204	5.461	5.721	4.866	7.281
YGL257C	8.959	13.74	12.148	12.398	9.954	10.072	8.685	8.694	9.795	15.121	13.088	9.006	8.451	7.861	8.676	9.715	5.966	3.024	9.143	5.284	8.17	6.224	8.498
YGL258W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL260W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL262W	0	0	0	0	0	0	0	0	0	0	0	0.349	0	0	0	0	0	0	0	0	0	0	0
YGL263W	1.41	1.889	2.692	2.427	0.632	1.128	0.685	0.786	0.632	1.183	2.219	1.577	1.147	1.346	0.99	0.825	0	0.327	0.987	0.499	1.354	1.129	1.658
YGR001C	97.421	111.757	87.721	103.126	86.189	94.624	101.975	94.583	113.684	83.048	79.85	85.374	73.709	65.77	76.847	87.251	47.284	34.828	101.708	103.893	107.619	114.552	136.376
YGR002C	15.032	18.87	27.049	20.819	19.921	18.387	17.8	21.162	35.029	46.025	46.23	38.526	35.685	30.579	30.304	35.049	24.849	19.194	16.482	72.383	34.213	15.044	17.756
YGR003W	10.026	11.995	12.995	12.979	10.071	9.203	7.266	8.376	11.911	15.406	14.727	13.094	8.883	9.203	10.549	13.707	8.413	4.467	9.166	19.27	7.44	7.172	9.719
YGR004W	12.212	19.103	15.118	15.932	14.123	13.053	12.74	9.307	15.491	23.603	15.114	12.526	14.58	17.875	16.171	13.154	7.963	7.928	13.823	21.412	19.033	14.011	9.838
YGR005C	43.171	42.862	51.655	49.606	43.533	51.415	58.199	53.64	105.29	103.251	93.035	85.931	72.492	83.344	84.838	87.007	42.135	30.265	52.57	151.555	88.012	46.273	50.952
YGR006W	11.096	30.029	17.622	16.939	9.652	12.376	12.665	9.882	27.28	41.991	31.756	33.273	16.669	20.503	24.103	23.223	17.386	11.424	13.345	51.6	24.215	13.167	15.157
YGR007W	31.909	38.404	37.688	42.584	31.163	29.819	32.603	31.105	32.512	41.963	41.586	33.774	25.667	27.764	36.93	33.658	21.58	11.719	33.662	25.083	43.721	34.218	40.157
YGR008C	33.081	22.241	62.862	131.583	45.957	54.654	38.107	42.305	3786.377	1716.175	2777.622	3250.384	2885.749	4122.184	2565.19	2798.676	1970.115	2944.839	192.031	1434.624	2170.422	40.527	48.344
YGR009C	31.278	30.779	38.706	38.347	31.913	36.197	43.995	43.761	100.836	81.519	72.438	63.472	60.848	81.858	80.878	84.169	47.469	39.092	40.564	147.868	86.635	41.884	31.134
YGR010W	11.601	32.137	22.313	26.89	19.278	17.302	16.048	16.026	102.846	97.494	98.75	90.826	96.575	89.438	77.289	75.153	20.965	12.836	15.998	41.642	18.981	19.847	18.013
YGR012W	20.679	16.385	22.895	24.7	19.994	17.833	17.697	16.459	24.287	32.298	23.175	21.278	19.58	19.565	20.399	19.648	26.615	15.111	20.084	42.354	22.675	22.497	22.641
YGR013W	10.047	10.335	13.489	11.569	9.652	12.747	9.388	10.778	21.904	27.985	29.541	25.609	19.091	17.381	20.243	18.503	15.849	8.888	12.093	62.031	24.128	10.689	11.525
YGR014W	40.211	26.679	43.696	33.131	38.839	36.704	35.418	42.825	21.446	21.628	13.024	9.86	13.012	10.285	16.147	22.909	6.79	1.961	54.151	34.481	33.813	50.759	43.672
YGR015C	4.042	4.997	9.495	8.405	5.949	5.173	3.952	3.276	10.3	10.661	11.743	13.821	15.409	7.648	6.112	7.666	4.179	4.608	5.806	39.923	13.531	7.082	5.849
YGR016W	7.277	13.535	12.22	13.679	9.482	11.194	8.371	7.877	24.692	28.684	22.837	26.549	14.448	15.331	14.326	18.015	15.07	6.481	12.629	105.694	25.748	7.47	8.226
