orf	norm	dens	count	len	total
YDR477W	49.491	155.987	297	1904	3151832
YDR477W_3_utr	0.000	0.000	0	118	3151832
YDR477W_5_utr	140.411	442.553	104	235	3151832
YDR478W	19.068	60.100	36	599	3151832
YDR478W_3_utr	0.000	0.000	0	53	3151832
YDR479C	5.139	16.197	27	1667	3151832
YDR480W	12.378	39.014	38	974	3151832
YDR480W_5_utr	3.578	11.278	3	266	3151832
YDR481C	88.494	278.920	475	1703	3151832
YDR481C_3_utr	4.407	13.889	1	72	3151832
YDR482C	23.989	75.610	31	410	3151832
YDR482C_3_utr	0.000	0.000	0	155	3151832
YDR482C_5_utr	0.000	0.000	0	95	3151832
YDR483W	139.926	441.022	587	1331	3151832
YDR483W_3_utr	0.000	0.000	0	100	3151832
YDR483W_5_utr	6.221	19.608	1	51	3151832
YDR484W	10.532	33.195	64	1928	3151832
YDR484W_3_utr	0.000	0.000	0	82	3151832
YDR485C	10.753	33.891	81	2390	3151832
YDR485C_3_utr	0.000	0.000	0	220	3151832
YDR486C	55.477	174.855	121	692	3151832
YDR486C_3_utr	2.884	9.091	1	110	3151832
YDR486C_5_utr	0.000	0.000	0	12	3151832
YDR487C_3_utr	9.614	30.303	2	66	3151832
YDR488C	3.363	10.599	17	1604	3151832
YDR489W	13.592	42.841	38	887	3151832
YDR490C	9.506	29.961	69	2303	3151832
YDR490C_3_utr	0.000	0.000	0	517	3151832
YDR490C_5_utr	3.966	12.500	1	80	3151832
YDR492W	38.619	121.721	116	953	3151832
YDR492W_3_utr	0.000	0.000	0	64	3151832
YDR492W_5_utr	36.260	114.286	16	140	3151832
YDR493W	49.203	155.080	58	374	3151832
YDR493W_3_utr	0.000	0.000	0	89	3151832
YDR493W_5_utr	0.000	0.000	0	69	3151832
YDR494W	29.745	93.750	102	1088	3151832
YDR494W_3_utr	0.000	0.000	0	60	3151832
YDR494W_5_utr	0.000	0.000	0	40	3151832
YDR495C	6.893	21.725	66	3038	3151832
YDR496C	111.762	352.255	695	1973	3151832
YDR496C_3_utr	0.000	0.000	0	34	3151832
YDR496C_5_utr	0.000	0.000	0	22	3151832
YDR497C	67.356	212.294	373	1757	3151832
YDR497C_3_utr	4.469	14.085	1	71	3151832
YDR497C_5_utr	15.864	50.000	3	60	3151832
YDR498C	13.197	41.594	48	1154	3151832
YDR498C_3_utr	0.000	0.000	0	28	3151832
YDR498C_5_utr	0.000	0.000	0	16	3151832
YDR499W	6.498	20.481	46	2246	3151832
YDR499W_3_utr	0.000	0.000	0	102	3151832
YDR500C	2921.476	9208.000	2302	250	3151832
YDR500C_3_utr	11.973	37.736	2	53	3151832
YDR500C_intron	18.320	57.743	22	381	3151832
YDR501W	7.891	24.872	39	1568	3151832
YDR501W_3_utr	0.658	2.073	3	1447	3151832
YDR502C	208.135	656.007	759	1157	3151832
YDR502C_3_utr	6.173	19.455	5	257	3151832
YDR502C_5_utr	0.000	0.000	0	16	3151832
YDR503C	11.126	35.067	29	827	3151832
YDR503C_3_utr	2.203	6.944	1	144	3151832
YDR504C	2.466	7.772	3	386	3151832
YDR504C_3_utr	1.652	5.208	1	192	3151832
YDR505C	28.615	90.190	228	2528	3151832
YDR506C	6.071	19.136	35	1829	3151832
YDR507C	45.774	144.273	495	3431	3151832
YDR507C_3_utr	0.000	0.000	0	143	3151832
YDR507C_5_utr	10.235	32.258	3	93	3151832
YDR508C	114.563	361.083	720	1994	3151832
YDR508C_3_utr	8.053	25.381	5	197	3151832
YDR508C_5_utr	27.831	87.719	10	114	3151832
YDR510W	865.298	2727.273	840	308	3151832
YDR510W_3_utr	7.999	25.210	3	119	3151832
YDR510W_5_utr	0.000	0.000	0	53	3151832
YDR511W	41.623	131.188	53	404	3151832
YDR511W_3_utr	0.000	0.000	0	70	3151832
YDR512C	51.571	162.544	92	566	3151832
YDR512C_3_utr	0.000	0.000	0	20	3151832
YDR513W	260.985	822.581	357	434	3151832
YDR513W_3_utr	0.000	0.000	0	88	3151832
YDR514C	15.056	47.455	69	1454	3151832
YDR514C_3_utr	0.000	0.000	0	57	3151832
YDR514C_5_utr	0.000	0.000	0	46	3151832
YDR515W	22.865	72.065	97	1346	3151832
YDR515W_5_utr	13.406	42.254	3	71	3151832
YDR516C	32.465	102.326	154	1505	3151832
YDR516C_3_utr	0.000	0.000	0	79	3151832
YDR516C_5_utr	7.738	24.390	2	82	3151832
YDR517W	46.983	148.082	166	1121	3151832
YDR517W_3_utr	0.000	0.000	0	93	3151832
YDR517W_5_utr	2.460	7.752	1	129	3151832
YDR518W	56.482	178.021	277	1556	3151832
YDR518W_3_utr	0.000	0.000	0	37	3151832
YDR519W	155.543	490.244	201	410	3151832
YDR519W_3_utr	1.490	4.695	1	213	3151832
YDR519W_5_utr	0.000	0.000	0	31	3151832
YDR520C	7.928	24.989	58	2321	3151832
YDR520C_3_utr	0.000	0.000	0	142	3151832
YDR520C_5_utr	4.407	13.889	1	72	3151832
YDR522C	0.000	0.000	0	1511	3151832
YDR523C	0.000	0.000	0	1475	3151832
YDR524C	8.528	26.878	39	1451	3151832
YDR524C-B	7114.480	22423.645	4552	203	3151832
YDR524C-B_3_utr	62.415	196.721	24	122	3151832
YDR524C-B_5_utr	277.616	875.000	7	8	3151832
YDR524C_3_utr	0.000	0.000	0	257	3151832
YDR524C_5_utr	61.907	195.122	8	41	3151832
YDR524W-C	0.000	0.000	0	92	3151832
YDR524W-C_5_utr	0.000	0.000	0	110	3151832
YDR525W-A	136.350	429.752	104	242	3151832
YDR525W-A_3_utr	1.476	4.651	1	215	3151832
YDR525W-A_5_utr	0.000	0.000	0	60	3151832
YDR527W	44.639	140.696	186	1322	3151832
YDR527W_3_utr	0.000	0.000	0	108	3151832
YDR528W	17.433	54.945	70	1274	3151832
YDR528W_3_utr	0.000	0.000	0	92	3151832
YDR529C	130.691	411.917	159	386	3151832
YDR529C_3_utr	8.135	25.641	4	156	3151832
YDR529C_5_utr	0.000	0.000	0	30	3151832
YDR530C	11.655	36.735	36	980	3151832
YDR530C_3_utr	0.000	0.000	0	56	3151832
YDR530C_5_utr	0.000	0.000	0	16	3151832
YDR531W	40.735	128.391	142	1106	3151832
YDR531W_3_utr	4.598	14.493	1	69	3151832
YDR531W_5_utr	0.000	0.000	0	27	3151832
YDR532C	8.479	26.724	31	1160	3151832
YDR532C_5_utr	0.000	0.000	0	31	3151832
YDR533C	20.827	65.642	47	716	3151832
YDR533C_3_utr	9.065	28.571	1	35	3151832
YDR533C_5_utr	0.000	0.000	0	42	3151832
YDR534C	6.988	22.026	35	1589	3151832
YDR536W	0.000	0.000	0	1712	3151832
YDR538W	15.625	49.248	36	731	3151832
YDR538W_3_utr	0.000	0.000	0	197	3151832
YDR539W	34.368	108.322	164	1514	3151832
YDR539W_3_utr	0.000	0.000	0	55	3151832
YDR539W_5_utr	4.068	12.821	1	78	3151832
YDR540C	6.439	20.295	11	542	3151832
YDR540C_3_utr	0.000	0.000	0	260	3151832
YDR540C_5_utr	0.000	0.000	0	82	3151832
YDR541C	2.448	7.715	8	1037	3151832
YDR541C_3_utr	0.000	0.000	0	58	3151832
YDR541C_5_utr	2.858	9.009	2	222	3151832
YEL001C	200.630	632.353	430	680	3151832
YEL001C_3_utr	0.000	0.000	0	66	3151832
YEL001C_5_utr	0.000	0.000	0	9	3151832
YEL002C	196.980	620.849	804	1295	3151832
YEL002C_3_utr	0.000	0.000	0	107	3151832
YEL002C_5_utr	17.150	54.054	2	37	3151832
YEL003W	271.524	855.799	273	319	3151832
YEL003W_3_utr	0.000	0.000	0	111	3151832
YEL003W_intron	15.864	50.000	4	80	3151832
YEL004W	8.924	28.128	29	1031	3151832
YEL004W_3_utr	0.000	0.000	0	46	3151832
YEL004W_5_utr	2.144	6.757	1	148	3151832
YEL005C	5.220	16.451	14	851	3151832
YEL005C_3_utr	5.470	17.241	1	58	3151832
YEL006W	12.880	40.594	41	1010	3151832
YEL006W_3_utr	0.000	0.000	0	169	3151832
YEL007W_3_utr	2.422	7.634	1	131	3151832
YEL007W_5_utr	16.009	50.459	11	218	3151832
YEL009C	38.163	120.283	102	848	3151832
YEL009C_3_utr	0.000	0.000	0	58	3151832
YEL009C_5_utr	352.148	1109.910	616	555	3151832
YEL011W	4.946	15.588	33	2117	3151832
YEL012W	32.223	101.563	65	640	3151832
YEL012W_5_utr	4.068	12.821	1	78	3151832
YEL012W_intron	0.000	0.000	0	115	3151832
YEL013W	52.362	165.037	287	1739	3151832
YEL015W	37.124	117.008	194	1658	3151832
YEL015W_3_utr	0.000	0.000	0	42	3151832
YEL015W_5_utr	0.000	0.000	0	7	3151832
YEL016C	5.345	16.846	25	1484	3151832
YEL016C_3_utr	0.000	0.000	0	61	3151832
YEL016C_5_utr	10.647	33.557	5	149	3151832
YEL017C-A	3651.039	11507.463	1542	134	3151832
YEL017C-A_3_utr	14.655	46.189	20	433	3151832
YEL017C-A_5_utr	90.650	285.714	4	14	3151832
YEL017W	43.719	137.795	140	1016	3151832
YEL017W_3_utr	0.000	0.000	0	77	3151832
YEL017W_5_utr	0.000	0.000	0	112	3151832
YEL018W	27.507	86.698	73	842	3151832
YEL018W_3_utr	0.000	0.000	0	70	3151832
YEL019C	6.692	21.092	17	806	3151832
YEL020C	4.519	14.243	24	1685	3151832
YEL020W-A	168.180	530.075	141	266	3151832
YEL020W-A_3_utr	3.080	9.709	1	103	3151832
YEL022W	22.301	70.288	308	4382	3151832
YEL022W_3_utr	0.000	0.000	0	65	3151832
YEL022W_5_utr	32.048	101.010	10	99	3151832
YEL023C	0.000	0.000	0	2051	3151832
YEL024W	48.324	152.308	99	650	3151832
YEL024W_3_utr	1.615	5.089	2	393	3151832
YEL024W_5_utr	13.795	43.478	7	161	3151832
YEL025C	2.756	8.686	31	3569	3151832
YEL025C_3_utr	1.398	4.405	1	227	3151832
YEL026W	928.632	2926.893	1121	383	3151832
YEL026W_3_utr	5.470	17.241	1	58	3151832
YEL026W_5_utr	117.642	370.787	33	89	3151832
YEL027W	1364.613	4301.031	2086	485	3151832
YEL027W_3_utr	2.712	8.547	2	234	3151832
YEL027W_5_utr	38.692	121.951	5	41	3151832
YEL029C	16.858	53.135	50	941	3151832
YEL029C_3_utr	0.000	0.000	0	75	3151832
YEL029C_5_utr	0.000	0.000	0	50	3151832
YEL030W	6.716	21.167	41	1937	3151832
YEL030W_3_utr	0.000	0.000	0	150	3151832
YEL031W	106.918	336.986	1230	3650	3151832
YEL031W_3_utr	0.000	0.000	0	76	3151832
YEL032W	27.944	88.074	257	2918	3151832
YEL032W_3_utr	0.000	0.000	0	126	3151832
YEL032W_5_utr	0.000	0.000	0	37	3151832
YEL034W	5506.335	17355.042	8261	476	3151832
YEL034W_3_utr	21.668	68.293	14	205	3151832
YEL035C	0.000	0.000	0	503	3151832
YEL036C	35.206	110.963	167	1505	3151832
YEL036C_3_utr	0.000	0.000	0	43	3151832
YEL036C_5_utr	2.993	9.434	1	106	3151832
YEL037C	178.352	562.135	674	1199	3151832
YEL037C_3_utr	2.441	7.692	1	130	3151832
YEL037C_5_utr	2.350	7.407	1	135	3151832
YEL038W	39.313	123.907	85	686	3151832
YEL038W_3_utr	0.000	0.000	0	41	3151832
YEL039C_3_utr	0.000	0.000	0	68	3151832
YEL039C_5_utr	0.000	0.000	0	75	3151832
YEL040W	262.441	827.169	1163	1406	3151832
YEL040W_3_utr	0.000	0.000	0	82	3151832
YEL040W_5_utr	14.422	45.455	1	22	3151832
YEL041W	2.768	8.725	13	1490	3151832
YEL042W	92.802	292.495	456	1559	3151832
YEL042W_3_utr	5.076	16.000	2	125	3151832
YEL042W_5_utr	9.471	29.851	4	134	3151832
YEL043W	10.602	33.415	96	2873	3151832
YEL043W_3_utr	0.000	0.000	0	55	3151832
YEL044W	44.154	139.165	70	503	3151832
YEL044W_3_utr	0.000	0.000	0	38	3151832
YEL044W_5_utr	3.689	11.628	1	86	3151832
YEL046C	261.766	825.043	962	1166	3151832
YEL046C_3_utr	1.154	3.636	2	550	3151832
YEL047C	122.650	386.572	547	1415	3151832
YEL047C_3_utr	0.000	0.000	0	78	3151832
YEL048C	50.241	158.351	73	461	3151832
YEL048C_3_utr	1.171	3.690	2	542	3151832
YEL050C	30.013	94.595	112	1184	3151832
YEL050C_3_utr	0.000	0.000	0	116	3151832
YEL051W	386.231	1217.335	941	773	3151832
YEL051W_3_utr	3.340	10.526	1	95	3151832
YEL051W_5_utr	36.609	115.385	3	26	3151832
YEL052W	19.882	62.663	96	1532	3151832
YEL052W_3_utr	6.751	21.277	1	47	3151832
YEL052W_5_utr	0.000	0.000	0	72	3151832
YEL053C	7.054	22.232	49	2204	3151832
YEL053C_3_utr	0.000	0.000	0	52	3151832
YEL053C_5_utr	0.000	0.000	0	32	3151832
YEL054C_3_utr	10.995	34.653	7	202	3151832
YEL055C	51.967	163.790	503	3071	3151832
YEL055C_3_utr	0.000	0.000	0	35	3151832
YEL055C_5_utr	0.000	0.000	0	12	3151832
YEL056W	22.588	71.192	86	1208	3151832
YEL056W_3_utr	0.000	0.000	0	228	3151832
YEL056W_5_utr	0.000	0.000	0	36	3151832
YEL057C	1.352	4.261	3	704	3151832
YEL057C_3_utr	0.000	0.000	0	66	3151832
YEL058W	51.491	162.291	272	1676	3151832
YEL058W_3_utr	0.000	0.000	0	62	3151832
YEL058W_5_utr	19.830	62.500	1	16	3151832
YEL059C-A	1.398	4.405	1	227	3151832
YEL059C-A_3_utr	0.000	0.000	0	40	3151832
YEL059C-A_5_utr	0.000	0.000	0	110	3151832
YEL060C	56.811	179.058	342	1910	3151832
YEL060C_3_utr	0.000	0.000	0	192	3151832
YEL060C_5_utr	0.000	0.000	0	240	3151832
YEL061C	10.030	31.614	95	3005	3151832
YEL061C_3_utr	1.356	4.274	1	234	3151832
YEL062W	4.802	15.135	28	1850	3151832
YEL062W_3_utr	0.000	0.000	0	111	3151832
YEL062W_5_utr	0.000	0.000	0	314	3151832
YEL063C	51.658	162.817	289	1775	3151832
YEL063C_3_utr	0.000	0.000	0	140	3151832
YEL064C	8.344	26.298	38	1445	3151832
YEL064C_3_utr	0.000	0.000	0	97	3151832
YEL064C_5_utr	0.000	0.000	0	5	3151832
YEL065W	29.057	91.583	173	1889	3151832
YEL065W_3_utr	9.762	30.769	2	65	3151832
YEL065W_5_utr	0.000	0.000	0	116	3151832
YEL066W	46.830	147.601	80	542	3151832
YEL066W_3_utr	0.000	0.000	0	43	3151832
YEL067C	0.000	0.000	0	590	3151832
YEL071W	355.315	1119.893	1672	1493	3151832
YEL071W_3_utr	29.514	93.023	8	86	3151832
YEL071W_5_utr	0.000	0.000	0	34	3151832
YEL072W	1.818	5.731	4	698	3151832
YEL072W_3_utr	4.042	12.739	2	157	3151832
YEL072W_5_utr	11.537	36.364	4	110	3151832
YEL073C	1.946	6.135	2	326	3151832
YER001W	36.976	116.543	267	2291	3151832
YER001W_3_utr	1.145	3.610	1	277	3151832
YER001W_5_utr	0.000	0.000	0	155	3151832
YER002W	251.366	792.264	553	698	3151832
YER002W_3_utr	4.175	13.158	1	76	3151832
YER002W_5_utr	21.881	68.966	2	29	3151832
YER003C	277.149	873.527	1112	1273	3151832
YER003C_3_utr	0.000	0.000	0	42	3151832
YER003C_5_utr	24.406	76.923	1	13	3151832
YER004W	104.092	328.080	229	698	3151832
YER004W_3_utr	2.795	8.811	2	227	3151832
YER004W_5_utr	0.000	0.000	0	139	3151832
YER005W	7.534	23.747	45	1895	3151832
YER005W_3_utr	0.000	0.000	0	77	3151832
YER006W	209.422	660.064	1033	1565	3151832
YER006W_3_utr	0.000	0.000	0	49	3151832
YER006W_5_utr	0.000	0.000	0	6	3151832
YER007C-A	206.919	652.174	345	529	3151832
YER007C-A_3_utr	0.000	0.000	0	151	3151832
YER007C-A_5_utr	0.000	0.000	0	14	3151832
YER007C-A_intron	0.000	0.000	0	95	3151832
YER007W	4.274	13.470	21	1559	3151832
YER007W_3_utr	0.000	0.000	0	210	3151832
YER007W_5_utr	0.000	0.000	0	179	3151832
YER008C	19.370	61.052	245	4013	3151832
YER008C_3_utr	0.000	0.000	0	78	3151832
YER008C_5_utr	0.000	0.000	0	48	3151832
YER009W	1315.025	4144.737	1575	380	3151832
YER009W_3_utr	4.202	13.245	2	151	3151832
YER010C	30.516	96.181	68	707	3151832
YER010C_3_utr	0.000	0.000	0	62	3151832
YER010C_5_utr	0.000	0.000	0	79	3151832
YER011W_3_utr	0.000	0.000	0	142	3151832
YER011W_5_utr	0.000	0.000	0	48	3151832
YER012W	158.373	499.165	299	599	3151832
YER012W_3_utr	2.689	8.475	1	118	3151832
YER012W_5_utr	0.000	0.000	0	31	3151832
YER013W	9.592	30.233	104	3440	3151832
YER013W_3_utr	0.000	0.000	0	63	3151832
YER014C-A_intron	0.000	0.000	0	500	3151832
YER014W	29.146	91.862	149	1622	3151832
YER014W_3_utr	0.000	0.000	0	93	3151832
YER014W_5_utr	0.000	0.000	0	18	3151832
YER015W	1.418	4.470	10	2237	3151832
YER015W_3_utr	0.000	0.000	0	239	3151832
YER016W	31.513	99.325	103	1037	3151832
YER016W_3_utr	0.000	0.000	0	108	3151832
YER016W_5_utr	0.000	0.000	0	27	3151832
YER017C	13.451	42.395	97	2288	3151832
YER017C_3_utr	0.000	0.000	0	123	3151832
YER018C	12.824	40.419	27	668	3151832
YER018C_3_utr	0.000	0.000	0	90	3151832
YER018C_5_utr	4.016	12.658	1	79	3151832
YER019C-A	418.710	1319.703	355	269	3151832
YER019C-A_3_utr	126.910	400.000	2	5	3151832
YER019C-A_5_utr	0.000	0.000	0	45	3151832
YER019W	11.489	36.212	52	1436	3151832
YER019W_3_utr	0.000	0.000	0	74	3151832
YER019W_5_utr	0.000	0.000	0	96	3151832
YER020W	11.264	35.503	48	1352	3151832
YER020W_3_utr	0.000	0.000	0	162	3151832
YER020W_5_utr	3.525	11.111	1	90	3151832
YER021W	123.564	389.454	613	1574	3151832
YER021W_3_utr	0.000	0.000	0	64	3151832
YER021W_5_utr	27.995	88.235	3	34	3151832
YER022W	22.882	72.120	149	2066	3151832
YER022W_3_utr	0.000	0.000	0	78	3151832
YER023W	291.173	917.729	792	863	3151832
YER023W_3_utr	11.331	35.714	2	56	3151832
YER023W_5_utr	0.000	0.000	0	11	3151832
YER024W	0.457	1.442	4	2774	3151832
YER024W_3_utr	0.000	0.000	0	100	3151832
YER025W	314.075	989.912	1570	1586	3151832
YER025W_3_utr	2.559	8.065	2	248	3151832
YER025W_5_utr	0.000	0.000	0	29	3151832
YER026C	144.355	454.982	379	833	3151832
YER026C_3_utr	3.487	10.989	1	91	3151832
YER026C_5_utr	0.000	0.000	0	51	3151832
YER027C	69.972	220.541	277	1256	3151832
YER027C_3_utr	0.000	0.000	0	6	3151832
YER027C_5_utr	6.897	21.739	2	92	3151832
YER028C	4.009	12.637	15	1187	3151832
YER028C_5_utr	0.000	0.000	0	183	3151832
YER029C	62.064	195.616	116	593	3151832
YER029C_3_utr	8.349	26.316	2	76	3151832
YER029C_5_utr	0.000	0.000	0	37	3151832
YER030W	181.887	573.276	266	464	3151832
YER030W_3_utr	2.833	8.929	1	112	3151832
YER030W_5_utr	39.659	125.000	3	24	3151832
YER031C	144.987	456.973	308	674	3151832
YER031C_3_utr	0.000	0.000	0	102	3151832
YER031C_5_utr	0.000	0.000	0	8	3151832
YER032W	12.291	38.739	102	2633	3151832
YER032W_5_utr	0.000	0.000	0	26	3151832
YER033C	2.061	6.496	21	3233	3151832
YER033C_3_utr	0.000	0.000	0	130	3151832
YER034W	42.492	133.929	75	560	3151832
YER035W	55.523	175.000	77	440	3151832
YER035W_3_utr	0.000	0.000	0	124	3151832
YER036C	372.086	1172.752	2152	1835	3151832
YER036C_3_utr	0.000	0.000	0	70	3151832
YER036C_5_utr	45.325	142.857	1	7	3151832
YER037W	5.900	18.595	18	968	3151832
YER037W_3_utr	0.000	0.000	0	207	3151832
YER038C	7.495	23.622	33	1397	3151832
YER038C_3_utr	0.000	0.000	0	563	3151832
YER039C	0.000	0.000	0	752	3151832
YER039C-A	4.307	13.575	3	221	3151832
YER040W	12.431	39.180	86	2195	3151832
YER040W_3_utr	0.000	0.000	0	242	3151832
YER040W_5_utr	0.000	0.000	0	55	3151832
YER041W	1.807	5.697	13	2282	3151832
YER041W_5_utr	55.990	176.471	6	34	3151832
YER042W	136.708	430.880	240	557	3151832
YER042W_3_utr	4.230	13.333	2	150	3151832
YER043C	1040.064	3278.107	4432	1352	3151832
YER043C_3_utr	5.317	16.760	3	179	3151832
YER044C	60.770	191.537	86	449	3151832
YER044C-A	1.049	3.306	4	1210	3151832
YER044C_3_utr	0.000	0.000	0	87	3151832
YER044C_5_utr	23.075	72.727	4	55	3151832
YER045C	6.035	19.022	28	1472	3151832
YER045C_3_utr	0.000	0.000	0	102	3151832
YER045C_5_utr	0.000	0.000	0	76	3151832
YER046W	5.117	16.129	7	434	3151832
YER046W_3_utr	0.000	0.000	0	60	3151832
YER046W_5_utr	0.000	0.000	0	86	3151832
YER047C	10.003	31.528	85	2696	3151832
YER048C	167.526	528.014	622	1178	3151832
YER048C_3_utr	0.000	0.000	0	88	3151832
YER048C_5_utr	6.346	20.000	1	50	3151832
YER048W-A	236.575	745.645	214	287	3151832
YER048W-A_3_utr	1.995	6.289	2	318	3151832
YER048W-A_5_utr	5.986	18.868	1	53	3151832
YER049W	85.175	268.456	520	1937	3151832
YER049W_3_utr	0.000	0.000	0	72	3151832
YER049W_5_utr	7.738	24.390	2	82	3151832
YER050C	66.635	210.024	88	419	3151832
YER050C_3_utr	0.000	0.000	0	71	3151832
YER050C_5_utr	138.808	437.500	7	16	3151832
YER051W	5.998	18.906	28	1481	3151832
YER051W_3_utr	0.000	0.000	0	202	3151832
YER051W_5_utr	67.988	214.286	3	14	3151832
YER052C	91.822	289.407	459	1586	3151832
YER052C_5_utr	0.000	0.000	0	64	3151832
YER053C	7.362	23.204	21	905	3151832
YER053C-A	16.411	51.724	6	116	3151832
YER053C-A_5_utr	0.000	0.000	0	64	3151832
YER053C_3_utr	0.000	0.000	0	106	3151832
YER053C_5_utr	3.823	12.048	1	83	3151832
YER054C	0.192	0.606	1	1649	3151832
YER054C_3_utr	0.000	0.000	0	42	3151832
YER054C_5_utr	0.000	0.000	0	213	3151832
YER055C	400.490	1262.277	1131	896	3151832
YER055C_3_utr	16.525	52.083	5	96	3151832
YER055C_5_utr	99.964	315.068	23	73	3151832
YER056C	205.913	649.002	1041	1604	3151832
YER056C-A_3_utr	21.632	68.182	3	44	3151832
YER056C-A_5_utr	0.000	0.000	0	3	3151832
YER056C-A_intron	16.312	51.414	20	389	3151832
YER056C_3_utr	0.000	0.000	0	74	3151832
YER056C_5_utr	35.253	111.111	8	72	3151832
YER057C	319.704	1007.653	395	392	3151832
YER057C_3_utr	0.000	0.000	0	46	3151832
YER057C_5_utr	0.000	0.000	0	13	3151832
YER058W	30.170	95.092	31	326	3151832
YER058W_3_utr	0.000	0.000	0	73	3151832
YER058W_5_utr	0.000	0.000	0	2	3151832
YER059W	16.303	51.383	65	1265	3151832
YER059W_3_utr	0.000	0.000	0	58	3151832
YER059W_5_utr	16.133	50.847	6	118	3151832
YER060W	5.990	18.880	30	1589	3151832
YER060W_3_utr	0.000	0.000	0	107	3151832
YER060W_5_utr	0.000	0.000	0	130	3151832
YER061C	11.442	36.063	48	1331	3151832
YER061C_3_utr	0.000	0.000	0	15	3151832
YER061C_5_utr	0.000	0.000	0	26	3151832
YER062C	71.860	226.490	171	755	3151832
YER062C_3_utr	9.542	30.075	4	133	3151832
YER062C_5_utr	3.487	10.989	2	182	3151832
YER063W	146.361	461.305	304	659	3151832
YER063W_3_utr	0.000	0.000	0	134	3151832
YER063W_5_utr	0.000	0.000	0	50	3151832
YER064C	73.892	232.895	354	1520	3151832
YER064C_3_utr	1.455	4.587	1	218	3151832
YER064C_5_utr	0.000	0.000	0	77	3151832
YER065C	0.568	1.790	3	1676	3151832
YER065C_3_utr	0.000	0.000	0	79	3151832
YER065C_5_utr	0.000	0.000	0	306	3151832
YER066W_3_utr	0.000	0.000	0	120	3151832
YER067W	27.307	86.066	42	488	3151832
YER067W_3_utr	0.000	0.000	0	78	3151832
YER068W	37.010	116.648	206	1766	3151832
YER068W_3_utr	0.000	0.000	0	93	3151832
YER068W_5_utr	0.000	0.000	0	43	3151832
YER069W	7.461	23.516	61	2594	3151832
YER069W_3_utr	0.000	0.000	0	114	3151832
YER070W	137.657	433.870	1158	2669	3151832
YER070W_3_utr	6.645	20.942	4	191	3151832
YER070W_5_utr	13.795	43.478	1	23	3151832
YER071C	54.674	172.324	66	383	3151832
YER071C_3_utr	0.000	0.000	0	186	3151832
YER072W	1316.856	4150.510	1627	392	3151832
YER072W_3_utr	9.762	30.769	4	130	3151832
YER072W_5_utr	12.203	38.462	1	26	3151832
YER073W	162.591	512.460	802	1565	3151832
YER073W_3_utr	2.644	8.333	1	120	3151832
YER073W_5_utr	9.977	31.447	5	159	3151832
YER074W-A	208.659	657.658	146	222	3151832
YER074W-A_3_utr	6.897	21.739	1	46	3151832
YER074W-A_5_utr	0.000	0.000	0	13	3151832
YER074W-A_intron	0.000	0.000	0	103	3151832
YER074W_3_utr	28.202	88.889	8	90	3151832
YER074W_5_utr	0.000	0.000	0	12	3151832
YER074W_intron	6.235	19.651	9	458	3151832
YER075C	10.466	32.987	92	2789	3151832
YER075C_3_utr	0.000	0.000	0	275	3151832
YER076C	3.483	10.977	10	911	3151832
YER077C	6.134	19.333	40	2069	3151832
YER077C_3_utr	0.000	0.000	0	80	3151832
YER077C_5_utr	0.000	0.000	0	58	3151832
YER078C	16.503	52.016	80	1538	3151832
YER078C_3_utr	0.000	0.000	0	55	3151832
YER078C_5_utr	41.747	131.579	5	38	3151832
YER079W_3_utr	2.689	8.475	2	236	3151832
YER080W	74.861	235.949	445	1886	3151832
YER080W_3_utr	4.666	14.706	1	68	3151832
YER081W	31.907	100.567	142	1412	3151832
YER081W_3_utr	7.692	24.242	4	165	3151832
YER082C	61.856	194.961	325	1667	3151832
YER082C_3_utr	5.769	18.182	1	55	3151832
YER082C_5_utr	0.000	0.000	0	58	3151832
YER083C	79.319	250.000	215	860	3151832
YER085C	0.605	1.908	1	524	3151832
YER086W	109.847	346.220	600	1733	3151832
YER086W_3_utr	0.000	0.000	0	127	3151832
YER086W_5_utr	0.000	0.000	0	47	3151832
YER087C-B	487.922	1537.849	386	251	3151832
YER087C-B_3_utr	16.506	52.023	9	173	3151832
YER087C-B_5_utr	0.000	0.000	0	18	3151832
YER087W	7.323	23.081	40	1733	3151832
YER087W_3_utr	0.000	0.000	0	56	3151832
YER087W_5_utr	0.000	0.000	0	36	3151832
YER088C	39.049	123.077	248	2015	3151832
YER088C_3_utr	0.000	0.000	0	105	3151832
YER088C_5_utr	0.713	2.247	1	445	3151832
YER089C	44.287	139.585	195	1397	3151832
YER089C_3_utr	0.000	0.000	0	41	3151832
YER089C_5_utr	59.489	187.500	54	288	3151832
YER090W	158.014	498.034	760	1526	3151832
YER090W_3_utr	0.000	0.000	0	91	3151832
YER090W_5_utr	9.065	28.571	1	35	3151832
YER091C	495.726	1562.446	3603	2306	3151832
YER091C_3_utr	10.235	32.258	6	186	3151832
YER091C_5_utr	66.795	210.526	8	38	3151832
YER092W	99.357	313.158	119	380	3151832
YER093C	4.285	13.504	58	4295	3151832
YER093C-A	18.381	57.935	23	397	3151832
YER093C-A_3_utr	0.000	0.000	0	107	3151832
YER093C-A_5_utr	0.000	0.000	0	68	3151832
YER093C_5_utr	0.000	0.000	0	16	3151832
YER094C	194.971	614.516	381	620	3151832
YER094C_3_utr	2.735	8.621	1	116	3151832
YER094C_5_utr	9.614	30.303	6	198	3151832
YER095W	30.279	95.436	115	1205	3151832
