orf	norm	dens	count	len	total
YAR027W_3_utr	0.000	0.000	0	164	3151832
YAR028W	20.643	65.064	46	707	3151832
YAR028W_3_utr	0.000	0.000	0	183	3151832
YAR028W_5_utr	0.000	0.000	0	32	3151832
YAR029W	1.398	4.405	1	227	3151832
YAR035W	0.614	1.936	4	2066	3151832
YAR042W	11.734	36.985	132	3569	3151832
YAR042W_3_utr	0.000	0.000	0	151	3151832
YAR071W_3_utr	8.575	27.027	1	37	3151832
YBL001C	278.242	876.972	278	317	3151832
YBL001C_3_utr	36.609	115.385	3	26	3151832
YBL001C_5_utr	6.101	19.231	1	52	3151832
YBL002W	1630.224	5138.191	2045	398	3151832
YBL002W_3_utr	1.803	5.682	1	176	3151832
YBL002W_5_utr	9.614	30.303	1	33	3151832
YBL003C_3_utr	23.855	75.188	10	133	3151832
YBL003C_5_utr	38.850	122.449	6	49	3151832
YBL004W	28.319	89.257	668	7484	3151832
YBL004W_3_utr	0.000	0.000	0	46	3151832
YBL004W_5_utr	0.000	0.000	0	75	3151832
YBL005W	5.301	16.706	49	2933	3151832
YBL005W_3_utr	0.000	0.000	0	291	3151832
YBL005W_5_utr	0.000	0.000	0	24	3151832
YBL006C	51.230	161.468	88	545	3151832
YBL006C_3_utr	6.703	21.127	3	142	3151832
YBL006C_5_utr	0.000	0.000	0	1	3151832
YBL007C	90.590	285.523	1067	3737	3151832
YBL007C_3_utr	0.000	0.000	0	45	3151832
YBL008W	9.675	30.495	77	2525	3151832
YBL008W-A	3.933	12.397	3	242	3151832
YBL009W	21.537	67.880	138	2033	3151832
YBL009W_3_utr	0.000	0.000	0	108	3151832
YBL009W_5_utr	123.385	388.889	7	18	3151832
YBL010C	16.521	52.071	44	845	3151832
YBL010C_3_utr	0.000	0.000	0	243	3151832
YBL011W	18.770	59.159	135	2282	3151832
YBL011W_3_utr	0.000	0.000	0	192	3151832
YBL013W	5.778	18.212	22	1208	3151832
YBL014C	1.653	5.210	14	2687	3151832
YBL014C_3_utr	0.000	0.000	0	78	3151832
YBL015W	22.247	70.120	111	1583	3151832
YBL015W_3_utr	0.000	0.000	0	228	3151832
YBL015W_5_utr	10.235	32.258	2	62	3151832
YBL016W	30.117	94.925	101	1064	3151832
YBL016W_3_utr	2.735	8.621	1	116	3151832
YBL016W_5_utr	0.000	0.000	0	210	3151832
YBL017C	48.776	153.733	729	4742	3151832
YBL017C_3_utr	0.000	0.000	0	33	3151832
YBL017C_5_utr	18.885	59.524	10	168	3151832
YBL018C	61.807	194.805	75	385	3151832
YBL018C_3_utr	0.000	0.000	0	22	3151832
YBL018C_5_utr	0.000	0.000	0	14	3151832
YBL018C_intron	0.000	0.000	0	67	3151832
YBL019W	4.460	14.058	22	1565	3151832
YBL020W	14.881	46.902	81	1727	3151832
YBL020W_3_utr	0.000	0.000	0	64	3151832
YBL020W_5_utr	8.937	28.169	4	142	3151832
YBL021C	25.411	80.092	35	437	3151832
YBL021C_3_utr	2.188	6.897	1	145	3151832
YBL022C	60.305	190.071	647	3404	3151832
YBL022C_3_utr	0.000	0.000	0	43	3151832
YBL022C_5_utr	9.813	30.928	3	97	3151832
YBL023C	19.457	61.326	160	2609	3151832
YBL023C_3_utr	1.763	5.556	1	180	3151832
YBL023C_5_utr	0.000	0.000	0	42	3151832
YBL024W	159.024	501.215	1031	2057	3151832
YBL024W_3_utr	0.000	0.000	0	74	3151832
YBL024W_5_utr	0.000	0.000	0	96	3151832
YBL025W	30.285	95.455	42	440	3151832
YBL025W_3_utr	0.000	0.000	0	60	3151832
YBL025W_5_utr	2.911	9.174	1	109	3151832
YBL026W	317.276	1000.000	271	271	3151832
YBL026W_3_utr	2.783	8.772	1	114	3151832
YBL026W_5_utr	12.950	40.816	2	49	3151832
YBL026W_intron	0.000	0.000	0	120	3151832
YBL027W_3_utr	45.325	142.857	11	77	3151832
YBL027W_5_utr	45.325	142.857	1	7	3151832
YBL027W_intron	16.033	50.532	19	376	3151832
YBL028C	335.939	1058.824	342	323	3151832
YBL028C_3_utr	5.259	16.575	3	181	3151832
YBL028C_5_utr	0.000	0.000	0	17	3151832
YBL029C-A	27.637	87.108	25	287	3151832
YBL029C-A_3_utr	0.000	0.000	0	107	3151832
YBL029C-A_5_utr	44.178	139.241	11	79	3151832
YBL029W	8.961	28.244	32	1133	3151832
YBL029W_5_utr	0.000	0.000	0	95	3151832
YBL030C	472.440	1489.051	1428	959	3151832
YBL030C_3_utr	1.216	3.831	1	261	3151832
YBL030C_5_utr	63.455	200.000	15	75	3151832
YBL031W	12.454	39.254	40	1019	3151832
YBL031W_3_utr	1.497	4.717	1	212	3151832
YBL032W	137.910	434.669	499	1148	3151832
YBL032W_3_utr	0.000	0.000	0	160	3151832
YBL032W_5_utr	0.000	0.000	0	59	3151832
YBL033C	26.236	82.692	86	1040	3151832
YBL033C_3_utr	0.000	0.000	0	49	3151832
YBL033C_5_utr	0.000	0.000	0	13	3151832
YBL034C	9.007	28.389	129	4544	3151832
YBL035C	22.898	72.170	153	2120	3151832
YBL035C_3_utr	0.000	0.000	0	45	3151832
YBL035C_5_utr	1.855	5.848	1	171	3151832
YBL036C	95.265	300.258	233	776	3151832
YBL036C_3_utr	2.858	9.009	1	111	3151832
YBL036C_5_utr	0.000	0.000	0	9	3151832
YBL037W	12.052	37.987	117	3080	3151832
YBL037W_5_utr	0.000	0.000	0	66	3151832
YBL038W	61.102	192.582	135	701	3151832
YBL038W_3_utr	6.346	20.000	1	50	3151832
YBL038W_5_utr	0.000	0.000	0	33	3151832
YBL039C	262.089	826.062	1439	1742	3151832
YBL039C_3_utr	0.000	0.000	0	66	3151832
YBL039C_5_utr	8.135	25.641	1	39	3151832
YBL039W-B	22.663	71.429	13	182	3151832
YBL039W-B_3_utr	3.080	9.709	1	103	3151832
YBL039W-B_5_utr	14.206	44.776	12	268	3151832
YBL040C	97.699	307.932	198	643	3151832
YBL040C_3_utr	4.957	15.625	1	64	3151832
YBL040C_5_utr	0.000	0.000	0	7	3151832
YBL040C_intron	0.000	0.000	0	89	3151832
YBL041W	197.426	622.253	453	728	3151832
YBL041W_3_utr	0.000	0.000	0	34	3151832
YBL041W_5_utr	12.203	38.462	1	26	3151832
YBL042C	29.384	92.612	178	1922	3151832
YBL042C_3_utr	2.034	6.410	1	156	3151832
YBL042C_5_utr	0.000	0.000	0	32	3151832
YBL043W	0.409	1.289	1	776	3151832
YBL043W_3_utr	0.000	0.000	0	209	3151832
YBL043W_5_utr	0.000	0.000	0	118	3151832
YBL044W	0.000	0.000	0	371	3151832
YBL045C	99.379	313.227	431	1376	3151832
YBL045C_3_utr	0.000	0.000	0	149	3151832
YBL045C_5_utr	22.914	72.222	13	180	3151832
YBL046W	16.724	52.711	70	1328	3151832
YBL046W_3_utr	2.115	6.667	2	300	3151832
YBL046W_5_utr	0.000	0.000	0	22	3151832
YBL047C	79.701	251.205	1042	4148	3151832
YBL047C_3_utr	3.173	10.000	2	200	3151832
YBL047C_5_utr	37.054	116.788	16	137	3151832
YBL049W	0.000	0.000	0	419	3151832
YBL049W_3_utr	0.000	0.000	0	252	3151832
YBL049W_5_utr	0.000	0.000	0	208	3151832
YBL050W	118.886	374.710	323	862	3151832
YBL050W_3_utr	0.000	0.000	0	49	3151832
YBL050W_5_utr	5.378	16.949	1	59	3151832
YBL050W_intron	0.000	0.000	0	108	3151832
YBL051C	53.064	167.247	336	2009	3151832
YBL051C_3_utr	2.368	7.463	3	402	3151832
YBL051C_5_utr	0.000	0.000	0	44	3151832
YBL052C	6.732	21.217	53	2498	3151832
YBL052C_3_utr	0.000	0.000	0	34	3151832
YBL052C_5_utr	0.000	0.000	0	24	3151832
YBL054W	25.703	81.013	128	1580	3151832
YBL054W_3_utr	0.000	0.000	0	181	3151832
YBL054W_5_utr	7.465	23.529	2	85	3151832
YBL055C	14.112	44.480	56	1259	3151832
YBL055C_3_utr	5.566	17.544	1	57	3151832
YBL055C_5_utr	0.000	0.000	0	77	3151832
YBL056W	80.163	252.661	356	1409	3151832
YBL056W_3_utr	3.340	10.526	4	380	3151832
YBL056W_5_utr	24.406	76.923	5	65	3151832
YBL057C	61.297	193.199	125	647	3151832
YBL057C_3_utr	0.000	0.000	0	37	3151832
YBL058W	168.350	530.612	676	1274	3151832
YBL058W_3_utr	0.000	0.000	0	104	3151832
YBL058W_5_utr	0.000	0.000	0	13	3151832
YBL059C-A	106.434	335.463	105	313	3151832
YBL059C-A_3_utr	0.000	0.000	0	205	3151832
YBL059C-A_intron	0.000	0.000	0	77	3151832
YBL059W	20.216	63.717	36	565	3151832
YBL059W_3_utr	0.000	0.000	0	19	3151832
YBL059W_intron	0.000	0.000	0	61	3151832
YBL060W	5.068	15.973	33	2066	3151832
YBL060W_3_utr	9.915	31.250	1	32	3151832
YBL060W_5_utr	7.211	22.727	1	44	3151832
YBL061C	22.890	72.145	151	2093	3151832
YBL061C_3_utr	0.000	0.000	0	65	3151832
YBL061C_5_utr	7.465	23.529	2	85	3151832
YBL063W	5.323	16.777	56	3338	3151832
YBL064C	49.121	154.822	122	788	3151832
YBL064C_3_utr	0.000	0.000	0	35	3151832
YBL064C_5_utr	0.000	0.000	0	17	3151832
YBL066C	2.300	7.248	25	3449	3151832
YBL067C	16.104	50.757	114	2246	3151832
YBL067C_3_utr	0.000	0.000	0	91	3151832
YBL067C_5_utr	11.376	35.857	9	251	3151832
YBL068W	85.594	269.777	266	986	3151832
YBL068W_3_utr	4.533	14.286	1	70	3151832
YBL068W_5_utr	8.349	26.316	1	38	3151832
YBL069W	34.380	108.359	140	1292	3151832
YBL069W_3_utr	0.000	0.000	0	68	3151832
YBL069W_5_utr	0.000	0.000	0	41	3151832
YBL071C-B	0.000	0.000	0	101	3151832
YBL071W-A	166.854	525.896	132	251	3151832
YBL071W-A_3_utr	0.000	0.000	0	234	3151832
YBL071W-A_5_utr	0.000	0.000	0	20	3151832
YBL072C_3_utr	17.875	56.338	4	71	3151832
YBL072C_5_utr	15.917	50.167	15	299	3151832
YBL074C	8.303	26.168	28	1070	3151832
YBL075C	6.502	20.492	40	1952	3151832
YBL075C_3_utr	0.000	0.000	0	53	3151832
YBL075C_5_utr	0.000	0.000	0	117	3151832
YBL076C	376.673	1187.209	3824	3221	3151832
YBL076C_3_utr	5.986	18.868	1	53	3151832
YBL078C	48.126	151.685	54	356	3151832
YBL078C_3_utr	1.426	4.494	2	445	3151832
YBL078C_5_utr	0.000	0.000	0	11	3151832
YBL079W	19.623	61.849	279	4511	3151832
YBL079W_3_utr	0.000	0.000	0	266	3151832
YBL080C	4.482	14.128	23	1628	3151832
YBL080C_3_utr	0.521	1.643	2	1217	3151832
YBL081W_3_utr	0.000	0.000	0	45	3151832
YBL081W_5_utr	153.350	483.333	29	60	3151832
YBL082C	15.875	50.036	69	1379	3151832
YBL084C_3_utr	0.000	0.000	0	125	3151832
YBL084C_5_utr	2.965	9.346	1	107	3151832
YBL085W	16.591	52.292	154	2945	3151832
YBL085W_3_utr	0.000	0.000	0	76	3151832
YBL086C	16.056	50.606	71	1403	3151832
YBL086C_3_utr	0.000	0.000	0	7	3151832
YBL087C_3_utr	22.663	71.429	4	56	3151832
YBL087C_5_utr	79.319	250.000	1	4	3151832
YBL087C_intron	0.640	2.016	1	496	3151832
YBL088C	1.024	3.227	27	8366	3151832
YBL088C_3_utr	0.000	0.000	0	53	3151832
YBL089W	8.494	26.773	37	1382	3151832
YBL089W_3_utr	0.000	0.000	0	35	3151832
YBL089W_5_utr	0.000	0.000	0	30	3151832
YBL090W	82.871	261.194	140	536	3151832
YBL090W_3_utr	0.000	0.000	0	106	3151832
YBL091C	133.116	419.558	532	1268	3151832
YBL091C-A	34.770	109.589	56	511	3151832
YBL091C-A_3_utr	0.000	0.000	0	30	3151832
YBL091C-A_intron	0.000	0.000	0	80	3151832
YBL091C_3_utr	0.000	0.000	0	54	3151832
YBL091C_5_utr	0.000	0.000	0	17	3151832
YBL092W	8949.587	28207.595	11142	395	3151832
YBL092W_3_utr	28.328	89.286	5	56	3151832
YBL092W_5_utr	9.977	31.447	10	318	3151832
YBL093C	55.344	174.436	116	665	3151832
YBL093C_3_utr	0.000	0.000	0	121	3151832
YBL093C_5_utr	3.487	10.989	1	91	3151832
YBL095W	7.397	23.313	19	815	3151832
YBL095W_3_utr	0.000	0.000	0	106	3151832
YBL097W	9.657	30.437	69	2267	3151832
YBL098W	25.199	79.422	110	1385	3151832
YBL099W	283.033	892.073	1463	1640	3151832
YBL099W_3_utr	7.524	23.715	6	253	3151832
YBL099W_5_utr	33.753	106.383	30	282	3151832
YBL101C	8.320	26.222	88	3356	3151832
YBL101C_3_utr	0.000	0.000	0	104	3151832
YBL101C_5_utr	12.950	40.816	2	49	3151832
YBL102W	57.598	181.538	118	650	3151832
YBL102W_3_utr	2.350	7.407	1	135	3151832
YBL102W_5_utr	12.863	40.541	3	74	3151832
YBL103C	14.964	47.163	69	1463	3151832
YBL103C_3_utr	0.000	0.000	0	172	3151832
YBL103C_5_utr	22.663	71.429	9	126	3151832
YBL104C	6.103	19.237	60	3119	3151832
YBL104C_3_utr	0.000	0.000	0	61	3151832
YBL105C	21.378	67.380	233	3458	3151832
YBL105C_3_utr	0.000	0.000	0	119	3151832
YBL105C_5_utr	2.054	6.472	2	309	3151832
YBL106C	3.659	11.532	35	3035	3151832
YBL107C	47.618	150.084	89	593	3151832
YBL107C_3_utr	0.000	0.000	0	95	3151832
YBL107C_5_utr	0.000	0.000	0	25	3151832
YBR001C	14.612	46.055	108	2345	3151832
YBR001C_3_utr	0.000	0.000	0	54	3151832
YBR002C	27.573	86.906	75	863	3151832
YBR002C_3_utr	0.000	0.000	0	77	3151832
YBR002C_5_utr	0.000	0.000	0	32	3151832
YBR003W	17.379	54.775	78	1424	3151832
YBR003W_3_utr	0.000	0.000	0	116	3151832
YBR004C	18.735	59.049	77	1304	3151832
YBR004C_3_utr	0.000	0.000	0	77	3151832
YBR004C_5_utr	0.000	0.000	0	38	3151832
YBR005W	29.067	91.615	59	644	3151832
YBR005W_3_utr	2.404	7.576	1	132	3151832
YBR005W_5_utr	0.000	0.000	0	19	3151832
YBR006W	8.483	26.738	40	1496	3151832
YBR006W_3_utr	0.000	0.000	0	104	3151832
YBR006W_5_utr	11.198	35.294	3	85	3151832
YBR007C	9.319	29.372	65	2213	3151832
YBR007C_3_utr	0.000	0.000	0	113	3151832
YBR008C	0.000	0.000	0	1649	3151832
YBR008C_5_utr	0.000	0.000	0	118	3151832
YBR009C_3_utr	19.084	60.150	8	133	3151832
YBR009C_5_utr	35.253	111.111	1	9	3151832
YBR010W_3_utr	21.438	67.568	10	148	3151832
YBR011C	1942.124	6121.247	5301	866	3151832
YBR011C_3_utr	20.873	65.789	5	76	3151832
YBR013C	21.044	66.327	26	392	3151832
YBR014C	91.462	288.274	177	614	3151832
YBR014C_3_utr	0.000	0.000	0	72	3151832
YBR014C_5_utr	6.897	21.739	1	46	3151832
YBR015C	52.467	165.367	297	1796	3151832
YBR015C_3_utr	0.000	0.000	0	116	3151832
YBR015C_5_utr	3.487	10.989	1	91	3151832
YBR016W	109.293	344.473	134	389	3151832
YBR016W_3_utr	4.906	15.464	3	194	3151832
YBR016W_5_utr	0.000	0.000	0	22	3151832
YBR017C	47.839	150.779	416	2759	3151832
YBR017C_3_utr	0.000	0.000	0	63	3151832
YBR017C_5_utr	9.614	30.303	1	33	3151832
YBR018C	0.000	0.000	0	1103	3151832
YBR019C	0.302	0.951	2	2102	3151832
YBR020W	0.000	0.000	0	1589	3151832
YBR021W	4.666	14.706	28	1904	3151832
YBR021W_3_utr	0.000	0.000	0	126	3151832
YBR021W_5_utr	6.542	20.619	2	97	3151832
YBR022W	31.964	100.746	54	536	3151832
YBR022W_3_utr	0.000	0.000	0	136	3151832
YBR022W_5_utr	0.000	0.000	0	69	3151832
YBR023C	23.206	73.143	256	3500	3151832
YBR023C_3_utr	0.000	0.000	0	106	3151832
YBR023C_5_utr	27.995	88.235	3	34	3151832
YBR024W	20.965	66.079	60	908	3151832
YBR024W_3_utr	1.563	4.926	1	203	3151832
YBR024W_5_utr	13.997	44.118	3	68	3151832
YBR025C	993.792	3132.266	3718	1187	3151832
YBR025C_3_utr	29.861	94.118	16	170	3151832
YBR025C_5_utr	13.795	43.478	1	23	3151832
YBR026C	51.817	163.319	187	1145	3151832
YBR026C_3_utr	4.068	12.821	1	78	3151832
YBR028C	13.052	41.139	65	1580	3151832
YBR029C	49.805	156.977	216	1376	3151832
YBR029C_3_utr	2.965	9.346	1	107	3151832
YBR029C_5_utr	0.000	0.000	0	669	3151832
YBR030W	11.270	35.521	59	1661	3151832
YBR030W_5_utr	6.610	20.833	1	48	3151832
YBR031W_3_utr	23.502	74.074	6	81	3151832
YBR031W_5_utr	2.074	6.536	1	153	3151832
YBR033W	0.345	1.086	3	2762	3151832
YBR034C	120.680	380.362	399	1049	3151832
YBR034C_3_utr	2.219	6.993	1	143	3151832
YBR035C	180.051	567.489	391	689	3151832
YBR035C_3_utr	0.000	0.000	0	85	3151832
YBR035C_5_utr	0.000	0.000	0	1	3151832
YBR036C	72.447	228.340	282	1235	3151832
YBR036C_3_utr	14.757	46.512	2	43	3151832
YBR036C_5_utr	0.000	0.000	0	33	3151832
YBR037C	21.389	67.416	60	890	3151832
YBR037C_3_utr	0.000	0.000	0	44	3151832
YBR038W	32.232	101.589	294	2894	3151832
YBR038W_3_utr	0.000	0.000	0	159	3151832
YBR038W_5_utr	0.000	0.000	0	77	3151832
YBR039W	195.845	617.271	579	938	3151832
YBR039W_3_utr	0.000	0.000	0	166	3151832
YBR039W_5_utr	16.699	52.632	4	76	3151832
YBR040W	0.353	1.112	1	899	3151832
YBR041W	24.442	77.038	155	2012	3151832
YBR041W_3_utr	0.000	0.000	0	168	3151832
YBR041W_5_utr	0.000	0.000	0	32	3151832
YBR042C	32.630	102.843	123	1196	3151832
YBR042C_3_utr	4.120	12.987	1	77	3151832
YBR043C	1.684	5.309	11	2072	3151832
YBR043C_3_utr	0.000	0.000	0	110	3151832
YBR043C_5_utr	16.451	51.852	7	135	3151832
