orf	norm	dens	count	len	total
15S_rRNA	1294.977	2199.044	3679	1673	1698134
21S_rRNA	3177.296	5395.474	24080	4463	1698134
HRA1	0.000	0.000	0	588	1698134
LSR1	14.243	24.187	29	1199	1698134
NME1	2431.564	4129.121	1503	364	1698134
Q0045_3_utr	0.000	0.000	0	95	1698134
Q0080	0.000	0.000	0	149	1698134
Q0085	0.000	0.000	0	782	1698134
Q0085_3_utr	0.000	0.000	0	214	1698134
Q0130	2.527	4.292	1	233	1698134
Q0130_3_utr	0.000	0.000	0	47	1698134
Q0130_5_utr	0.000	0.000	0	32	1698134
Q0250	0.000	0.000	0	758	1698134
Q0275	0.000	0.000	0	812	1698134
Q0275_3_utr	11.547	19.608	1	51	1698134
Q0275_5_utr	0.000	0.000	0	50	1698134
R0020C	92.209	156.584	176	1124	1698134
R0030W	31.163	52.920	29	548	1698134
R0040C	147.056	249.720	223	893	1698134
RNA170	0.000	0.000	0	193	1698134
RPR1	1318.615	2239.186	880	393	1698134
SCR1	238.357	404.762	221	546	1698134
TLC1	4.000	6.792	9	1325	1698134
YAL001C	7.306	12.406	43	3466	1698134
YAL001C_3_utr	0.000	0.000	0	50	1698134
YAL001C_intron	0.000	0.000	0	82	1698134
YAL002W	5.232	8.884	34	3827	1698134
YAL003W	4703.254	7986.755	4824	604	1698134
YAL003W_3_utr	3.004	5.102	1	196	1698134
YAL005C_3_utr	15.634	26.549	3	113	1698134
YAL005C_5_utr	134.952	229.167	11	48	1698134
YAL007C	116.870	198.462	129	650	1698134
YAL007C_3_utr	0.000	0.000	0	112	1698134
YAL007C_5_utr	33.974	57.692	3	52	1698134
YAL008W	44.240	75.125	45	599	1698134
YAL008W_3_utr	0.000	0.000	0	120	1698134
YAL008W_5_utr	0.000	0.000	0	55	1698134
YAL009W	5.271	8.951	7	782	1698134
YAL009W_3_utr	0.000	0.000	0	101	1698134
YAL009W_5_utr	0.000	0.000	0	10	1698134
YAL010C	11.508	19.542	29	1484	1698134
YAL010C_3_utr	0.000	0.000	0	85	1698134
YAL011W	6.265	10.638	20	1880	1698134
YAL011W_3_utr	0.000	0.000	0	85	1698134
YAL012W	673.220	1143.218	1357	1187	1698134
YAL012W_3_utr	0.000	0.000	0	87	1698134
YAL012W_5_utr	23.555	40.000	2	50	1698134
YAL013W	18.155	30.830	39	1265	1698134
YAL013W_3_utr	0.000	0.000	0	28	1698134
YAL013W_5_utr	0.000	0.000	0	17	1698134
YAL014C	25.238	42.857	33	770	1698134
YAL014C_3_utr	0.000	0.000	0	124	1698134
YAL014C_5_utr	63.094	107.143	3	28	1698134
YAL015C	7.839	13.311	16	1202	1698134
YAL015C_3_utr	0.000	0.000	0	101	1698134
YAL016W	119.318	202.618	387	1910	1698134
YAL016W_3_utr	0.000	0.000	0	56	1698134
YAL017W	9.109	15.468	63	4073	1698134
YAL017W_3_utr	0.000	0.000	0	175	1698134
YAL017W_5_utr	8.365	14.205	5	352	1698134
YAL018C	0.000	0.000	0	980	1698134
YAL019W	29.115	49.441	168	3398	1698134
YAL019W_3_utr	0.000	0.000	0	48	1698134
YAL019W_5_utr	0.000	0.000	0	88	1698134
YAL020C	6.452	10.956	11	1004	1698134
YAL020C_3_utr	0.000	0.000	0	37	1698134
YAL021C	51.258	87.043	219	2516	1698134
YAL021C_3_utr	2.739	4.651	1	215	1698134
YAL022C	23.843	40.488	63	1556	1698134
YAL022C_3_utr	0.000	0.000	0	25	1698134
YAL022C_5_utr	0.000	0.000	0	18	1698134
YAL023C	139.866	237.511	542	2282	1698134
YAL023C_3_utr	0.000	0.000	0	96	1698134
YAL023C_5_utr	8.535	14.493	1	69	1698134
YAL024C	4.236	7.193	31	4310	1698134
YAL024C_3_utr	0.000	0.000	0	113	1698134
YAL025C	128.878	218.852	202	923	1698134
YAL025C_3_utr	0.000	0.000	0	151	1698134
YAL025C_5_utr	0.000	0.000	0	8	1698134
YAL026C	14.614	24.816	101	4070	1698134
YAL026C_3_utr	0.000	0.000	0	113	1698134
YAL026C_5_utr	0.000	0.000	0	71	1698134
YAL027W	16.441	27.919	22	788	1698134
YAL027W_3_utr	0.000	0.000	0	93	1698134
YAL028W	1.482	2.517	4	1589	1698134
YAL028W_3_utr	0.000	0.000	0	44	1698134
YAL029C	13.596	23.087	102	4418	1698134
YAL029C_3_utr	0.000	0.000	0	21	1698134
YAL030W	97.856	166.172	56	337	1698134
YAL030W_3_utr	0.000	0.000	0	91	1698134
YAL030W_5_utr	0.000	0.000	0	7	1698134
YAL031C	6.443	10.941	25	2285	1698134
YAL032C	22.173	37.653	43	1142	1698134
YAL032C_3_utr	0.000	0.000	0	20	1698134
YAL032C_5_utr	0.000	0.000	0	19	1698134
YAL033W	58.439	99.237	52	524	1698134
YAL033W_3_utr	0.000	0.000	0	60	1698134
YAL034C	3.314	5.627	7	1244	1698134
YAL034C_3_utr	0.000	0.000	0	110	1698134
YAL034W-A	12.156	20.642	18	872	1698134
YAL034W-A_3_utr	0.000	0.000	0	76	1698134
YAL035W	320.550	544.337	1639	3011	1698134
YAL035W_3_utr	0.000	0.000	0	90	1698134
YAL035W_5_utr	0.000	0.000	0	5	1698134
YAL036C	150.927	256.295	285	1112	1698134
YAL036C_3_utr	3.849	6.536	1	153	1698134
YAL036C_5_utr	0.000	0.000	0	4	1698134
YAL037C-A	0.000	0.000	0	95	1698134
YAL037C-A_3_utr	0.000	0.000	0	27	1698134
YAL037W	0.731	1.241	1	806	1698134
YAL038W	9643.182	16375.415	24645	1505	1698134
YAL038W_3_utr	11.623	19.737	3	152	1698134
YAL038W_5_utr	135.896	230.769	3	13	1698134
YAL039C	22.482	38.177	31	812	1698134
YAL039C_3_utr	0.000	0.000	0	23	1698134
YAL039C_5_utr	0.000	0.000	0	34	1698134
YAL040C	7.087	12.034	21	1745	1698134
YAL040C_5_utr	3.887	6.601	2	303	1698134
YAL041W	21.105	35.840	92	2567	1698134
YAL041W_3_utr	0.000	0.000	0	44	1698134
YAL041W_5_utr	0.000	0.000	0	72	1698134
YAL042W	99.874	169.600	212	1250	1698134
YAL042W_3_utr	0.000	0.000	0	70	1698134
YAL043C	25.202	42.797	101	2360	1698134
YAL043C_3_utr	0.000	0.000	0	43	1698134
YAL043C_5_utr	0.000	0.000	0	35	1698134
YAL044C	369.337	627.184	323	515	1698134
YAL044C_3_utr	0.000	0.000	0	47	1698134
YAL044W-A	72.072	122.388	41	335	1698134
YAL044W-A_3_utr	0.000	0.000	0	99	1698134
YAL046C	72.175	122.563	44	359	1698134
YAL046C_3_utr	0.000	0.000	0	106	1698134
YAL046C_5_utr	0.000	0.000	0	31	1698134
YAL047C	11.960	20.310	38	1871	1698134
YAL047C_3_utr	0.000	0.000	0	40	1698134
YAL048C	6.211	10.547	21	1991	1698134
YAL048C_3_utr	0.000	0.000	0	65	1698134
YAL049C	80.842	137.281	102	743	1698134
YAL049C_3_utr	0.000	0.000	0	86	1698134
YAL049C_5_utr	0.000	0.000	0	33	1698134
YAL051W	7.675	13.032	41	3146	1698134
YAL051W_3_utr	0.000	0.000	0	137	1698134
YAL053W	35.273	59.898	141	2354	1698134
YAL053W_3_utr	0.000	0.000	0	39	1698134
YAL053W_5_utr	31.660	53.763	5	93	1698134
YAL054C	1.099	1.866	4	2144	1698134
YAL055W	18.369	31.193	17	545	1698134
YAL055W_3_utr	0.000	0.000	0	140	1698134
YAL056W	4.008	6.805	18	2645	1698134
YAL056W_3_utr	0.000	0.000	0	79	1698134
YAL056W_5_utr	0.000	0.000	0	30	1698134
YAL058W	10.912	18.531	28	1511	1698134
YAL058W_3_utr	0.000	0.000	0	41	1698134
YAL058W_5_utr	0.000	0.000	0	34	1698134
YAL059W	80.845	137.285	88	641	1698134
YAL059W_3_utr	6.769	11.494	1	87	1698134
YAL060W	47.070	79.930	92	1151	1698134
YAL060W_3_utr	5.662	9.615	1	104	1698134
YAL060W_5_utr	8.413	14.286	1	70	1698134
YAL061W	11.253	19.108	24	1256	1698134
YAL061W_3_utr	0.000	0.000	0	137	1698134
YAL061W_5_utr	5.582	9.479	2	211	1698134
YAL062W_3_utr	0.000	0.000	0	80	1698134
YAL067C	0.330	0.561	1	1784	1698134
YAR002C-A	165.456	280.967	186	662	1698134
YAR002C-A_3_utr	25.059	42.553	2	47	1698134
YAR002C-A_5_utr	0.000	0.000	0	26	1698134
YAR002W	56.637	96.178	156	1622	1698134
YAR002W_3_utr	0.000	0.000	0	86	1698134
YAR002W_5_utr	0.000	0.000	0	10	1698134
YAR003W	14.688	24.942	32	1283	1698134
YAR003W_3_utr	0.000	0.000	0	482	1698134
YAR003W_5_utr	0.000	0.000	0	13	1698134
YAR007C	73.137	124.197	232	1868	1698134
YAR007C_3_utr	0.000	0.000	0	38	1698134
YAR007C_5_utr	0.000	0.000	0	49	1698134
YAR008W	10.642	18.072	15	830	1698134
YAR008W_3_utr	0.000	0.000	0	86	1698134
YAR008W_5_utr	18.794	31.915	3	94	1698134
YAR014C	29.361	49.859	106	2126	1698134
YAR014C_3_utr	0.000	0.000	0	154	1698134
YAR014C_5_utr	0.000	0.000	0	135	1698134
YAR015W	270.516	459.372	424	923	1698134
YAR015W_3_utr	0.000	0.000	0	83	1698134
YAR015W_5_utr	32.716	55.556	1	18	1698134
YAR018C	17.532	29.771	39	1310	1698134
YAR018C_3_utr	0.000	0.000	0	30	1698134
YAR019C	1.811	3.075	9	2927	1698134
YAR019C_3_utr	0.000	0.000	0	60	1698134
YAR023C	2.173	3.690	2	542	1698134
YAR023C_3_utr	0.000	0.000	0	26	1698134
YAR023C_5_utr	7.038	11.952	3	251	1698134
YAR027W	54.741	92.958	66	710	1698134
YAR027W_3_utr	0.000	0.000	0	164	1698134
YAR028W	24.988	42.433	30	707	1698134
YAR028W_3_utr	0.000	0.000	0	183	1698134
YAR028W_5_utr	0.000	0.000	0	32	1698134
YAR029W	0.000	0.000	0	227	1698134
YAR035W	0.285	0.484	1	2066	1698134
YAR042W	10.395	17.652	63	3569	1698134
YAR042W_3_utr	0.000	0.000	0	151	1698134
YAR071W_3_utr	0.000	0.000	0	37	1698134
YBL001C	200.628	340.694	108	317	1698134
YBL001C_3_utr	0.000	0.000	0	26	1698134
YBL001C_5_utr	0.000	0.000	0	52	1698134
YBL002W	1624.603	2758.794	1098	398	1698134
YBL002W_3_utr	10.038	17.045	3	176	1698134
YBL002W_5_utr	53.535	90.909	3	33	1698134
YBL003C_3_utr	4.428	7.519	1	133	1698134
YBL003C_5_utr	0.000	0.000	0	49	1698134
YBL004W	28.563	48.503	363	7484	1698134
YBL004W_3_utr	0.000	0.000	0	46	1698134
YBL004W_5_utr	0.000	0.000	0	75	1698134
YBL005W	5.622	9.547	28	2933	1698134
YBL005W_3_utr	2.024	3.436	1	291	1698134
YBL005W_5_utr	0.000	0.000	0	24	1698134
YBL006C	68.073	115.596	63	545	1698134
YBL006C_3_utr	0.000	0.000	0	142	1698134
YBL006C_5_utr	0.000	0.000	0	1	1698134
YBL007C	128.902	218.892	818	3737	1698134
YBL007C_3_utr	0.000	0.000	0	45	1698134
YBL008W	10.262	17.426	44	2525	1698134
YBL008W-A	0.000	0.000	0	242	1698134
YBL009W	21.435	36.399	74	2033	1698134
YBL009W_3_utr	0.000	0.000	0	108	1698134
YBL009W_5_utr	32.716	55.556	1	18	1698134
YBL010C	16.726	28.402	24	845	1698134
YBL010C_3_utr	0.000	0.000	0	243	1698134
YBL011W	15.225	25.855	59	2282	1698134
YBL011W_3_utr	0.000	0.000	0	192	1698134
YBL013W	8.775	14.901	18	1208	1698134
YBL014C	2.411	4.094	11	2687	1698134
YBL014C_3_utr	0.000	0.000	0	78	1698134
YBL015W	24.924	42.325	67	1583	1698134
YBL015W_3_utr	0.000	0.000	0	228	1698134
YBL015W_5_utr	0.000	0.000	0	62	1698134
YBL016W	33.761	57.331	61	1064	1698134
YBL016W_3_utr	5.077	8.621	1	116	1698134
YBL016W_5_utr	2.804	4.762	1	210	1698134
YBL017C	44.706	75.917	360	4742	1698134
YBL017C_3_utr	0.000	0.000	0	33	1698134
YBL017C_5_utr	17.526	29.762	5	168	1698134
YBL018C	65.771	111.688	43	385	1698134
YBL018C_3_utr	0.000	0.000	0	22	1698134
YBL018C_5_utr	42.063	71.429	1	14	1698134
YBL018C_intron	8.789	14.925	1	67	1698134
YBL019W	3.763	6.390	10	1565	1698134
YBL020W	15.003	25.478	44	1727	1698134
YBL020W_3_utr	0.000	0.000	0	64	1698134
YBL020W_5_utr	0.000	0.000	0	142	1698134
YBL021C	32.341	54.920	24	437	1698134
YBL021C_3_utr	0.000	0.000	0	145	1698134
YBL022C	65.566	111.340	379	3404	1698134
YBL022C_3_utr	0.000	0.000	0	43	1698134
YBL022C_5_utr	12.142	20.619	2	97	1698134
YBL023C	23.474	39.862	104	2609	1698134
YBL023C_3_utr	0.000	0.000	0	180	1698134
YBL023C_5_utr	0.000	0.000	0	42	1698134
YBL024W	132.835	225.571	464	2057	1698134
YBL024W_3_utr	0.000	0.000	0	74	1698134
YBL024W_5_utr	0.000	0.000	0	96	1698134
YBL025W	28.106	47.727	21	440	1698134
YBL025W_3_utr	0.000	0.000	0	60	1698134
YBL025W_5_utr	10.805	18.349	2	109	1698134
YBL026W	219.473	372.694	101	271	1698134
YBL026W_3_utr	0.000	0.000	0	114	1698134
YBL026W_5_utr	0.000	0.000	0	49	1698134
YBL026W_intron	0.000	0.000	0	120	1698134
YBL027W_3_utr	30.591	51.948	4	77	1698134
YBL027W_5_utr	0.000	0.000	0	7	1698134
YBL027W_intron	14.096	23.936	9	376	1698134
YBL028C	359.163	609.907	197	323	1698134
YBL028C_3_utr	3.253	5.525	1	181	1698134
YBL028C_5_utr	0.000	0.000	0	17	1698134
YBL029C-A	51.296	87.108	25	287	1698134
YBL029C-A_3_utr	0.000	0.000	0	107	1698134
YBL029C-A_5_utr	44.725	75.949	6	79	1698134
YBL029W	6.757	11.474	13	1133	1698134
YBL029W_5_utr	0.000	0.000	0	95	1698134
YBL030C	400.980	680.918	653	959	1698134
YBL030C_3_utr	0.000	0.000	0	261	1698134
YBL030C_5_utr	62.814	106.667	8	75	1698134
YBL031W	19.071	32.385	33	1019	1698134
YBL031W_3_utr	0.000	0.000	0	212	1698134
YBL032W	127.215	216.028	248	1148	1698134
YBL032W_3_utr	0.000	0.000	0	160	1698134
YBL032W_5_utr	0.000	0.000	0	59	1698134
YBL033C	31.709	53.846	56	1040	1698134
YBL033C_3_utr	0.000	0.000	0	49	1698134
YBL033C_5_utr	0.000	0.000	0	13	1698134
YBL034C	9.331	15.845	72	4544	1698134
YBL035C	19.722	33.491	71	2120	1698134
YBL035C_3_utr	0.000	0.000	0	45	1698134
YBL035C_5_utr	0.000	0.000	0	171	1698134
YBL036C	125.972	213.918	166	776	1698134
YBL036C_3_utr	0.000	0.000	0	111	1698134
YBL036C_5_utr	0.000	0.000	0	9	1698134
YBL037W	17.399	29.545	91	3080	1698134
YBL037W_5_utr	0.000	0.000	0	66	1698134
YBL038W	68.045	115.549	81	701	1698134
YBL038W_3_utr	0.000	0.000	0	50	1698134
YBL038W_5_utr	0.000	0.000	0	33	1698134
YBL039C	274.834	466.705	813	1742	1698134
YBL039C_3_utr	0.000	0.000	0	66	1698134
YBL039C_5_utr	0.000	0.000	0	39	1698134
YBL039W-B	9.707	16.484	3	182	1698134
YBL039W-B_3_utr	0.000	0.000	0	103	1698134
YBL039W-B_5_utr	6.592	11.194	3	268	1698134
YBL040C	116.311	197.512	127	643	1698134
YBL040C_3_utr	9.201	15.625	1	64	1698134
YBL040C_5_utr	84.126	142.857	1	7	1698134
YBL040C_intron	0.000	0.000	0	89	1698134
YBL041W	253.187	429.945	313	728	1698134
YBL041W_3_utr	0.000	0.000	0	34	1698134
YBL041W_5_utr	0.000	0.000	0	26	1698134
YBL042C	25.737	43.704	84	1922	1698134
YBL042C_3_utr	0.000	0.000	0	156	1698134
YBL042C_5_utr	0.000	0.000	0	32	1698134
YBL043W	1.518	2.577	2	776	1698134
YBL043W_3_utr	0.000	0.000	0	209	1698134
YBL043W_5_utr	0.000	0.000	0	118	1698134
YBL044W	0.000	0.000	0	371	1698134
YBL045C	132.670	225.291	310	1376	1698134
YBL045C_3_utr	0.000	0.000	0	149	1698134
YBL045C_5_utr	39.259	66.667	12	180	1698134
YBL046W	19.511	33.133	44	1328	1698134
YBL046W_3_utr	0.000	0.000	0	300	1698134
YBL046W_5_utr	0.000	0.000	0	22	1698134
YBL047C	105.198	178.640	741	4148	1698134
YBL047C_3_utr	0.000	0.000	0	200	1698134
YBL047C_5_utr	8.597	14.599	2	137	1698134
YBL049W	2.811	4.773	2	419	1698134
YBL049W_3_utr	0.000	0.000	0	252	1698134
YBL049W_5_utr	0.000	0.000	0	208	1698134
YBL050W	101.790	172.854	149	862	1698134
YBL050W_3_utr	0.000	0.000	0	49	1698134
YBL050W_5_utr	19.962	33.898	2	59	1698134
YBL050W_intron	0.000	0.000	0	108	1698134
YBL051C	75.332	127.924	257	2009	1698134
YBL051C_3_utr	0.000	0.000	0	402	1698134
YBL051C_5_utr	0.000	0.000	0	44	1698134
YBL052C	4.715	8.006	20	2498	1698134
YBL052C_3_utr	0.000	0.000	0	34	1698134
YBL052C_5_utr	0.000	0.000	0	24	1698134
YBL054W	24.972	42.405	67	1580	1698134
YBL054W_3_utr	0.000	0.000	0	181	1698134
YBL054W_5_utr	0.000	0.000	0	85	1698134
YBL055C	18.242	30.977	39	1259	1698134
YBL055C_3_utr	0.000	0.000	0	57	1698134
YBL055C_5_utr	0.000	0.000	0	77	1698134
YBL056W	73.140	124.202	175	1409	1698134
YBL056W_3_utr	1.550	2.632	1	380	1698134
YBL056W_5_utr	9.060	15.385	1	65	1698134
YBL057C	45.509	77.280	50	647	1698134
YBL057C_3_utr	0.000	0.000	0	37	1698134
YBL058W	183.506	311.617	397	1274	1698134
YBL058W_3_utr	0.000	0.000	0	104	1698134
YBL058W_5_utr	0.000	0.000	0	13	1698134
YBL059C-A	84.664	143.770	45	313	1698134
YBL059C-A_3_utr	0.000	0.000	0	205	1698134
YBL059C-A_intron	0.000	0.000	0	77	1698134
YBL059W	14.592	24.779	14	565	1698134
YBL059W_3_utr	0.000	0.000	0	19	1698134
YBL059W_intron	0.000	0.000	0	61	1698134
YBL060W	6.841	11.617	24	2066	1698134
YBL060W_3_utr	0.000	0.000	0	32	1698134
YBL060W_5_utr	40.151	68.182	3	44	1698134
YBL061C	30.949	52.556	110	2093	1698134
YBL061C_3_utr	0.000	0.000	0	65	1698134
YBL061C_5_utr	0.000	0.000	0	85	1698134
YBL063W	7.057	11.983	40	3338	1698134
YBL064C	60.532	102.792	81	788	1698134
YBL064C_3_utr	16.825	28.571	1	35	1698134
YBL064C_5_utr	0.000	0.000	0	17	1698134
YBL066C	2.390	4.059	14	3449	1698134
YBL067C	14.158	24.043	54	2246	1698134
YBL067C_3_utr	0.000	0.000	0	91	1698134
YBL067C_5_utr	2.346	3.984	1	251	1698134
YBL068W	86.600	147.059	145	986	1698134
YBL068W_3_utr	0.000	0.000	0	70	1698134
YBL068W_5_utr	61.988	105.263	4	38	1698134
YBL069W	36.007	61.146	79	1292	1698134
YBL069W_3_utr	0.000	0.000	0	68	1698134
YBL069W_5_utr	28.726	48.780	2	41	1698134
YBL071C-B	0.000	0.000	0	101	1698134
YBL071W-A	190.038	322.709	81	251	1698134
YBL071W-A_3_utr	0.000	0.000	0	234	1698134
YBL071W-A_5_utr	0.000	0.000	0	20	1698134
YBL072C_3_utr	0.000	0.000	0	71	1698134
YBL072C_5_utr	17.726	30.100	9	299	1698134
YBL074C	6.054	10.280	11	1070	1698134
YBL075C	3.017	5.123	10	1952	1698134
YBL075C_3_utr	0.000	0.000	0	53	1698134
YBL075C_5_utr	0.000	0.000	0	117	1698134
YBL076C	383.751	651.661	2099	3221	1698134
YBL076C_3_utr	0.000	0.000	0	53	1698134
YBL078C	54.587	92.697	33	356	1698134
YBL078C_3_utr	0.000	0.000	0	445	1698134
YBL078C_5_utr	0.000	0.000	0	11	1698134
YBL079W	17.884	30.370	137	4511	1698134
YBL079W_3_utr	0.000	0.000	0	266	1698134
YBL080C	2.532	4.300	7	1628	1698134
YBL080C_3_utr	0.000	0.000	0	1217	1698134
YBL081W_3_utr	0.000	0.000	0	45	1698134
YBL081W_5_utr	49.073	83.333	5	60	1698134
YBL082C	16.227	27.556	38	1379	1698134
YBL084C_3_utr	0.000	0.000	0	125	1698134
YBL084C_5_utr	5.504	9.346	1	107	1698134
YBL085W	28.794	48.896	144	2945	1698134
YBL085W_3_utr	0.000	0.000	0	76	1698134
YBL086C	15.110	25.659	36	1403	1698134
YBL086C_3_utr	0.000	0.000	0	7	1698134
YBL087C_3_utr	0.000	0.000	0	56	1698134
YBL087C_5_utr	0.000	0.000	0	4	1698134
YBL087C_intron	1.187	2.016	1	496	1698134
YBL088C	0.845	1.434	12	8366	1698134
YBL088C_3_utr	0.000	0.000	0	53	1698134
YBL089W	14.062	23.878	33	1382	1698134
YBL089W_3_utr	0.000	0.000	0	35	1698134
YBL089W_5_utr	0.000	0.000	0	30	1698134
YBL090W	65.920	111.940	60	536	1698134
YBL090W_3_utr	0.000	0.000	0	106	1698134
YBL091C	132.823	225.552	286	1268	1698134
YBL091C-A	18.439	31.311	16	511	1698134
YBL091C-A_3_utr	0.000	0.000	0	30	1698134
YBL091C-A_intron	0.000	0.000	0	80	1698134
YBL091C_3_utr	0.000	0.000	0	54	1698134
YBL091C_5_utr	69.280	117.647	2	17	1698134
YBL092W	9350.547	15878.481	6272	395	1698134
YBL092W_3_utr	10.516	17.857	1	56	1698134
YBL092W_5_utr	11.111	18.868	6	318	1698134
YBL093C	67.301	114.286	76	665	1698134
YBL093C_3_utr	0.000	0.000	0	121	1698134
YBL093C_5_utr	0.000	0.000	0	91	1698134
YBL095W	7.948	13.497	11	815	1698134
YBL095W_3_utr	0.000	0.000	0	106	1698134
YBL097W	12.728	21.614	49	2267	1698134
YBL098W	24.661	41.877	58	1385	1698134
YBL099W	280.078	475.610	780	1640	1698134
YBL099W_3_utr	4.655	7.905	2	253	1698134
YBL099W_5_utr	58.471	99.291	28	282	1698134
YBL101C	11.406	19.368	65	3356	1698134
YBL101C_3_utr	5.662	9.615	1	104	1698134
YBL101C_5_utr	12.018	20.408	1	49	1698134
YBL102W	67.948	115.385	75	650	1698134
YBL102W_3_utr	0.000	0.000	0	135	1698134
YBL102W_5_utr	0.000	0.000	0	74	1698134
YBL103C	20.931	35.543	52	1463	1698134
YBL103C_3_utr	0.000	0.000	0	172	1698134
YBL103C_5_utr	4.674	7.937	1	126	1698134
YBL104C	8.307	14.107	44	3119	1698134
YBL104C_3_utr	0.000	0.000	0	61	1698134
YBL105C	20.095	34.124	118	3458	1698134
YBL105C_3_utr	0.000	0.000	0	119	1698134
YBL105C_5_utr	5.717	9.709	3	309	1698134
YBL106C	4.851	8.237	25	3035	1698134
YBL107C	41.708	70.826	42	593	1698134
YBL107C_3_utr	0.000	0.000	0	95	1698134
YBL107C_5_utr	0.000	0.000	0	25	1698134
YBR001C	13.812	23.454	55	2345	1698134
YBR001C_3_utr	0.000	0.000	0	54	1698134
YBR002C	19.789	33.604	29	863	1698134
YBR002C_3_utr	0.000	0.000	0	77	1698134
YBR002C_5_utr	0.000	0.000	0	32	1698134
YBR003W	16.128	27.388	39	1424	1698134
YBR003W_3_utr	0.000	0.000	0	116	1698134
YBR004C	17.612	29.908	39	1304	1698134
YBR004C_3_utr	0.000	0.000	0	77	1698134
YBR004C_5_utr	0.000	0.000	0	38	1698134
YBR005W	24.689	41.925	27	644	1698134
YBR005W_3_utr	0.000	0.000	0	132	1698134
YBR005W_5_utr	0.000	0.000	0	19	1698134
YBR006W	7.479	12.701	19	1496	1698134
YBR006W_3_utr	0.000	0.000	0	104	1698134
YBR006W_5_utr	0.000	0.000	0	85	1698134
YBR007C	9.314	15.816	35	2213	1698134
YBR007C_3_utr	0.000	0.000	0	113	1698134
YBR008C	0.357	0.606	1	1649	1698134
YBR008C_5_utr	0.000	0.000	0	118	1698134
YBR009C_3_utr	13.283	22.556	3	133	1698134
YBR009C_5_utr	196.294	333.333	3	9	1698134
YBR010W_3_utr	0.000	0.000	0	148	1698134
YBR011C	1966.566	3339.492	2892	866	1698134
YBR011C_3_utr	15.497	26.316	2	76	1698134
YBR013C	27.040	45.918	18	392	1698134
YBR014C	59.464	100.977	62	614	1698134
YBR014C_3_utr	0.000	0.000	0	72	1698134
YBR014C_5_utr	25.604	43.478	2	46	1698134
YBR015C	69.512	118.040	212	1796	1698134
YBR015C_3_utr	0.000	0.000	0	116	1698134
YBR015C_5_utr	6.471	10.989	1	91	1698134
YBR016W	172.577	293.059	114	389	1698134
YBR016W_3_utr	3.035	5.155	1	194	1698134
YBR016W_5_utr	0.000	0.000	0	22	1698134
YBR017C	51.653	87.713	242	2759	1698134
YBR017C_3_utr	0.000	0.000	0	63	1698134
YBR017C_5_utr	0.000	0.000	0	33	1698134
YBR018C	0.000	0.000	0	1103	1698134
YBR019C	0.560	0.951	2	2102	1698134
YBR020W	0.000	0.000	0	1589	1698134
YBR021W	1.237	2.101	4	1904	1698134
YBR021W_3_utr	0.000	0.000	0	126	1698134
YBR021W_5_utr	0.000	0.000	0	97	1698134
YBR022W	42.848	72.761	39	536	1698134
YBR022W_3_utr	0.000	0.000	0	136	1698134
YBR022W_5_utr	0.000	0.000	0	69	1698134
YBR023C	23.387	39.714	139	3500	1698134
YBR023C_3_utr	0.000	0.000	0	106	1698134
YBR023C_5_utr	17.320	29.412	1	34	1698134
YBR024W	14.268	24.229	22	908	1698134
YBR024W_3_utr	0.000	0.000	0	203	1698134
YBR024W_5_utr	0.000	0.000	0	68	1698134
YBR025C	826.022	1402.696	1665	1187	1698134
YBR025C_3_utr	10.392	17.647	3	170	1698134
YBR025C_5_utr	25.604	43.478	1	23	1698134
YBR026C	70.974	120.524	138	1145	1698134
YBR026C_3_utr	0.000	0.000	0	78	1698134
YBR028C	21.617	36.709	58	1580	1698134
YBR029C	49.644	84.302	116	1376	1698134
YBR029C_3_utr	0.000	0.000	0	107	1698134
YBR029C_5_utr	0.000	0.000	0	669	1698134
YBR030W	9.927	16.857	28	1661	1698134
YBR030W_5_utr	0.000	0.000	0	48	1698134
YBR031W_3_utr	36.351	61.728	5	81	1698134
YBR031W_5_utr	0.000	0.000	0	153	1698134
YBR033W	0.213	0.362	1	2762	1698134
YBR034C	102.732	174.452	183	1049	1698134
YBR034C_3_utr	0.000	0.000	0	143	1698134
YBR035C	162.391	275.762	190	689	1698134
YBR035C_3_utr	6.928	11.765	1	85	1698134
YBR035C_5_utr	0.000	0.000	0	1	1698134
YBR036C	98.703	167.611	207	1235	1698134
YBR036C_3_utr	0.000	0.000	0	43	1698134
YBR036C_5_utr	0.000	0.000	0	33	1698134
YBR037C	19.850	33.708	30	890	1698134
YBR037C_3_utr	0.000	0.000	0	44	1698134
YBR038W	32.761	55.632	161	2894	1698134
YBR038W_3_utr	0.000	0.000	0	159	1698134
YBR038W_5_utr	7.648	12.987	1	77	1698134
YBR039W	247.983	421.109	395	938	1698134
YBR039W_3_utr	3.547	6.024	1	166	1698134
YBR039W_5_utr	7.748	13.158	1	76	1698134
YBR040W	0.655	1.112	1	899	1698134
YBR041W	31.903	54.175	109	2012	1698134
YBR041W_3_utr	0.000	0.000	0	168	1698134
YBR041W_5_utr	0.000	0.000	0	32	1698134
YBR042C	25.604	43.478	52	1196	1698134
YBR042C_3_utr	0.000	0.000	0	77	1698134
YBR043C	3.126	5.309	11	2072	1698134
YBR043C_3_utr	0.000	0.000	0	110	1698134
YBR043C_5_utr	21.810	37.037	5	135	1698134
YBR044C	6.832	11.601	20	1724	1698134
