# Downloaded from http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM346117, 2/14/2009
orf	norm	dens	count	len	total
YDL225W_3primeutr	75.050	265.823	21	79	3541965
YDL225W_5primeutr	33.879	120.000	3	25	3541965
YDL226C	116.018	410.933	436	1061	3541965
YDL226C_3primeutr	176.982	626.866	42	67	3541965
YDL227C	81.192	287.578	507	1763	3541965
YDL229W_3primeutr	1793.091	6351.064	597	94	3541965
YDL229W_5primeutr	1411.646	5000.000	80	16	3541965
YDL230W	51.155	181.188	183	1010	3541965
YDL230W_3primeutr	67.513	239.130	11	46	3541965
YDL230W_5primeutr	44.578	157.895	6	38	3541965
YDL231C	37.421	132.544	448	3380	3541965
YDL231C_3primeutr	70.582	250.000	13	52	3541965
YDL232W	237.356	840.708	95	113	3541965
YDL232W_3primeutr	145.256	514.493	142	276	3541965
YDL232W_5primeutr	141.165	500.000	1	2	3541965
YDL233W	16.174	57.288	79	1379	3541965
YDL233W_3primeutr	32.430	114.865	17	148	3541965
YDL234C	37.887	134.195	301	2243	3541965
YDL234C_3primeutr	41.173	145.833	7	48	3541965
YDL234C_5primeutr	18.513	65.574	8	122	3541965
YDL235C	201.425	713.439	361	506	3541965
YDL235C_3primeutr	123.519	437.500	49	112	3541965
YDL235C_5primeutr	198.303	702.381	59	84	3541965
YDL236W	251.426	890.542	838	941	3541965
YDL236W_3primeutr	242.235	857.988	145	169	3541965
YDL236W_5primeutr	112.932	400.000	4	10	3541965
YDL237W	63.434	224.681	264	1175	3541965
YDL237W_3primeutr	46.353	164.179	11	67	3541965
YDL238C	12.467	44.158	65	1472	3541965
YDL238C_3primeutr	13.444	47.619	6	126	3541965
YDL239C	10.580	37.474	89	2375	3541965
YDL239C_3primeutr	29.719	105.263	2	19	3541965
YDL240W	15.428	54.647	167	3056	3541965
YDL240W_5primeutr	8.934	31.646	5	158	3541965
YDL241W	37.745	133.690	50	374	3541965
YDL241W_3primeutr	29.106	103.093	10	97	3541965
YDL241W_5primeutr	50.091	177.419	11	62	3541965
YDR001C	28.633	101.417	229	2258	3541965
YDR001C_5primeutr	16.041	56.818	10	176	3541965
YDR002W	1534.236	5434.211	3304	608	3541965
YDR002W_3primeutr	1987.794	7040.698	1211	172	3541965
YDR002W_5primeutr	583.908	2068.182	91	44	3541965
YDR003W	98.259	348.031	221	635	3541965
YDR003W-A	103.897	368.000	46	125	3541965
YDR003W-A_3primeutr	98.815	350.000	63	180	3541965
YDR003W_3primeutr	70.582	250.000	13	52	3541965
YDR003W_5primeutr	88.228	312.500	10	32	3541965
YDR004W	118.436	419.495	581	1385	3541965
YDR004W_3primeutr	15.040	53.271	57	1070	3541965
YDR005C	79.563	281.810	330	1171	3541965
YDR005C_3primeutr	78.745	278.912	41	147	3541965
YDR005C_5primeutr	62.740	222.222	22	99	3541965
YDR005C_intron	3.921	13.889	1	72	3541965
YDR006C	28.462	100.812	273	2708	3541965
YDR006C_3primeutr	47.943	169.811	9	53	3541965
YDR006C_5primeutr	10.654	37.736	4	106	3541965
YDR007W	199.757	707.533	479	677	3541965
YDR007W_3primeutr	176.456	625.000	65	104	3541965
YDR007W_5primeutr	109.289	387.097	36	93	3541965
YDR009W	3.067	10.863	17	1565	3541965
YDR009W_3primeutr	7.352	26.042	5	192	3541965
YDR011W	39.957	141.526	638	4508	3541965
YDR011W_3primeutr	47.055	166.667	25	150	3541965
YDR011W_5primeutr	21.573	76.412	23	301	3541965
YDR012W_3primeutr	765.711	2712.121	179	66	3541965
YDR012W_5primeutr	490.361	1736.842	33	19	3541965
YDR013W	112.662	399.046	251	629	3541965
YDR013W_3primeutr	99.901	353.846	23	65	3541965
YDR013W_5primeutr	23.527	83.333	2	24	3541965
YDR014W	25.534	90.442	176	1946	3541965
YDR014W-A	2.300	8.147	4	491	3541965
YDR014W_3primeutr	30.492	108.000	27	250	3541965
YDR016C	227.241	804.878	231	287	3541965
YDR016C_3primeutr	190.870	676.056	48	71	3541965
YDR017C	70.157	248.494	784	3155	3541965
YDR017C_3primeutr	112.522	398.551	55	138	3541965
YDR017C_5primeutr	45.878	162.500	13	80	3541965
YDR018C	1.183	4.191	5	1193	3541965
YDR018C_3primeutr	2.521	8.929	1	112	3541965
YDR018C_5primeutr	19.471	68.966	4	58	3541965
YDR019C	490.152	1736.100	2092	1205	3541965
YDR019C_3primeutr	542.788	1922.535	273	142	3541965
YDR020C	95.855	339.515	238	701	3541965
YDR020C_3primeutr	103.976	368.280	137	372	3541965
YDR020C_5primeutr	125.480	444.444	32	72	3541965
YDR021W	113.683	402.662	484	1202	3541965
YDR021W_3primeutr	94.110	333.333	5	15	3541965
YDR021W_5primeutr	32.398	114.754	7	61	3541965
YDR022C	35.232	124.789	74	593	3541965
YDR022C_3primeutr	54.780	194.030	13	67	3541965
YDR022C_5primeutr	17.646	62.500	5	80	3541965
YDR023W	695.979	2465.133	3429	1391	3541965
YDR023W_3primeutr	517.603	1833.333	264	144	3541965
YDR023W_5primeutr	112.932	400.000	2	5	3541965
YDR025W_3primeutr	1107.027	3921.053	298	76	3541965
YDR025W_intron	98.943	350.453	116	331	3541965
YDR026C	59.100	209.329	359	1715	3541965
YDR026C_3primeutr	48.056	170.213	8	47	3541965
YDR026C_5primeutr	33.711	119.403	8	67	3541965
YDR027C	39.201	138.847	371	2672	3541965
YDR027C_3primeutr	50.091	177.419	11	62	3541965
YDR027C_5primeutr	43.214	153.061	15	98	3541965
YDR028C	47.070	166.721	508	3047	3541965
YDR028C_3primeutr	79.006	279.835	68	243	3541965
YDR028C_5primeutr	41.134	145.695	44	302	3541965
YDR030C	24.099	85.358	130	1523	3541965
YDR031W	56.773	201.087	74	368	3541965
YDR031W_3primeutr	102.475	362.963	49	135	3541965
YDR031W_5primeutr	56.466	200.000	2	10	3541965
YDR032C	291.756	1033.389	619	599	3541965
YDR032C_3primeutr	376.439	1333.333	156	117	3541965
YDR032C_5primeutr	303.504	1075.000	43	40	3541965
YDR033W	514.044	1820.725	1757	965	3541965
YDR033W_3primeutr	590.445	2091.335	893	427	3541965
YDR033W_5primeutr	410.200	1452.915	324	223	3541965
YDR034C	53.969	191.158	454	2375	3541965
YDR034C_3primeutr	30.250	107.143	6	56	3541965
YDR034C_5primeutr	43.772	155.039	20	129	3541965
YDR034W-B	5.361	18.987	3	158	3541965
YDR034W-B_3primeutr	7.302	25.862	3	116	3541965
YDR034W-B_5primeutr	4.214	14.925	1	67	3541965
YDR035W	178.260	631.390	704	1115	3541965
YDR035W_3primeutr	255.007	903.226	196	217	3541965
YDR035W_5primeutr	149.987	531.250	34	64	3541965
YDR036C	39.958	141.528	213	1505	3541965
YDR036C_3primeutr	47.055	166.667	18	108	3541965
YDR036C_5primeutr	14.116	50.000	2	40	3541965
YDR037W	453.823	1607.424	2858	1778	3541965
YDR037W_3primeutr	439.179	1555.556	84	54	3541965
YDR037W_5primeutr	297.729	1054.545	58	55	3541965
YDR038C_3primeutr	20.694	73.298	14	191	3541965
YDR041W	228.990	811.075	498	614	3541965
YDR041W_3primeutr	220.694	781.690	111	142	3541965
YDR042C	49.466	175.207	106	605	3541965
YDR042C_3primeutr	12.100	42.857	3	70	3541965
YDR043C	73.616	260.745	182	698	3541965
YDR043C_3primeutr	84.949	300.885	34	113	3541965
YDR043C_5primeutr	58.666	207.792	32	154	3541965
YDR044W	140.736	498.483	493	989	3541965
YDR044W_3primeutr	175.317	620.968	77	124	3541965
YDR044W_5primeutr	47.495	168.224	18	107	3541965
YDR045C	329.524	1167.164	391	335	3541965
YDR045C_3primeutr	329.931	1168.605	201	172	3541965
YDR045C_5primeutr	313.992	1112.150	119	107	3541965
YDR046C	128.035	453.495	824	1817	3541965
YDR046C_3primeutr	182.338	645.833	31	48	3541965
YDR046C_5primeutr	141.165	500.000	31	62	3541965
YDR047W	136.636	483.960	528	1091	3541965
YDR047W_3primeutr	132.609	469.697	31	66	3541965
YDR047W_5primeutr	95.705	338.983	60	177	3541965
YDR049W	43.961	155.708	296	1901	3541965
YDR049W_3primeutr	53.928	191.011	17	89	3541965
YDR050C	5975.653	21165.554	15853	749	3541965
YDR050C_3primeutr	9168.976	32476.190	1364	42	3541965
YDR050C_5primeutr	3613.813	12800.000	192	15	3541965
YDR051C	147.753	523.337	527	1007	3541965
YDR051C_3primeutr	100.832	357.143	10	28	3541965
YDR051C_5primeutr	131.754	466.667	7	15	3541965
YDR052C	41.876	148.323	314	2117	3541965
YDR052C_3primeutr	70.217	248.705	48	193	3541965
YDR054C	100.243	355.056	316	890	3541965
YDR054C_3primeutr	74.479	263.804	86	326	3541965
YDR054C_5primeutr	68.772	243.590	38	156	3541965
YDR055W	151.195	535.527	716	1337	3541965
YDR055W_3primeutr	152.767	541.096	79	146	3541965
YDR055W_5primeutr	33.215	117.647	4	34	3541965
YDR056C	153.915	545.161	338	620	3541965
YDR056C_3primeutr	192.141	680.556	49	72	3541965
YDR056C_5primeutr	166.831	590.909	26	44	3541965
YDR057W	53.488	189.454	309	1631	3541965
YDR057W_3primeutr	88.574	313.725	16	51	3541965
YDR057W_5primeutr	21.718	76.923	1	13	3541965
YDR058C	35.614	126.144	124	983	3541965
YDR058C_3primeutr	37.452	132.653	13	98	3541965
YDR059C	24.950	88.372	38	430	3541965
YDR059C_3primeutr	38.341	135.802	11	81	3541965
YDR059C_intron	3.443	12.195	1	82	3541965
YDR060W	90.565	320.779	988	3080	3541965
YDR060W_3primeutr	66.867	236.842	18	76	3541965
YDR060W_5primeutr	107.949	382.353	13	34	3541965
YDR061W	108.963	385.943	626	1622	3541965
YDR061W_3primeutr	132.522	469.388	46	98	3541965
YDR061W_5primeutr	91.757	325.000	13	40	3541965
YDR062W	183.815	651.066	1099	1688	3541965
YDR062W_3primeutr	162.646	576.087	159	276	3541965
YDR062W_5primeutr	143.641	508.772	29	57	3541965
YDR063W	96.192	340.708	154	452	3541965
YDR063W_3primeutr	47.779	169.231	11	65	3541965
YDR063W_5primeutr	80.207	284.091	25	88	3541965
YDR064W	5022.758	17790.433	7810	439	3541965
YDR064W_3primeutr	6203.175	21971.429	1538	70	3541965
YDR064W_5primeutr	7453.490	26400.000	132	5	3541965
YDR064W_intron	636.437	2254.237	1197	531	3541965
YDR065W	54.926	194.545	214	1100	3541965
YDR065W_3primeutr	68.879	243.968	91	373	3541965
YDR065W_5primeutr	13.132	46.512	4	86	3541965
YDR066C	39.993	141.653	84	593	3541965
YDR066C_3primeutr	18.333	64.935	5	77	3541965
YDR066C_5primeutr	37.644	133.333	10	75	3541965
YDR067C	158.471	561.300	380	677	3541965
YDR067C_3primeutr	90.105	319.149	15	47	3541965
YDR067C_5primeutr	115.498	409.091	9	22	3541965
YDR068W	114.743	406.417	380	935	3541965
YDR068W_3primeutr	120.998	428.571	69	161	3541965
YDR068W_5primeutr	103.159	365.385	19	52	3541965
YDR069C	10.043	35.573	99	2783	3541965
YDR069C_3primeutr	10.574	37.453	10	267	3541965
YDR069C_5primeutr	20.166	71.429	2	28	3541965
YDR070C	5.965	21.127	6	284	3541965
YDR070C_3primeutr	2.172	7.692	1	130	3541965
YDR070C_5primeutr	8.067	28.571	1	35	3541965
YDR071C	498.716	1766.436	1021	578	3541965
YDR071C_3primeutr	484.870	1717.391	79	46	3541965
YDR071C_5primeutr	227.685	806.452	50	62	3541965
YDR072C	90.075	319.042	506	1586	3541965
YDR072C_3primeutr	73.651	260.870	12	46	3541965
YDR072C_5primeutr	19.076	67.568	45	666	3541965
YDR073W	31.431	111.328	57	512	3541965
YDR073W_3primeutr	21.808	77.244	37	479	3541965
YDR073W_5primeutr	26.596	94.203	13	138	3541965
YDR074W	42.564	150.761	406	2693	3541965
YDR074W_3primeutr	75.288	266.667	60	225	3541965
YDR074W_5primeutr	23.527	83.333	5	60	3541965
YDR075W	80.231	284.177	264	929	3541965
YDR075W_3primeutr	115.405	408.759	56	137	3541965
YDR075W_5primeutr	67.395	238.710	37	155	3541965
YDR076W	14.544	51.513	63	1223	3541965
YDR077W_3primeutr	460.927	1632.588	511	313	3541965
YDR077W_5primeutr	217.938	771.930	44	57	3541965
YDR078C	77.494	274.481	185	674	3541965
YDR078C_3primeutr	30.835	109.215	32	293	3541965
YDR078C_5primeutr	11.863	42.017	5	119	3541965
YDR079C-A	107.311	380.090	84	221	3541965
YDR079C-A_3primeutr	135.665	480.519	74	154	3541965
YDR079C-A_5primeutr	103.291	365.854	15	41	3541965
YDR079W	44.271	156.805	53	338	3541965
YDR079W_3primeutr	67.028	237.410	66	278	3541965
YDR079W_5primeutr	84.699	300.000	6	20	3541965
YDR080W	28.034	99.296	296	2981	3541965
YDR080W_3primeutr	29.719	105.263	8	76	3541965
YDR081C	35.850	126.978	353	2780	3541965
YDR082W	101.578	359.785	535	1487	3541965
YDR082W_5primeutr	84.332	298.701	23	77	3541965
YDR083W_3primeutr	263.142	932.039	96	103	3541965
YDR084C	92.859	328.904	198	602	3541965
YDR084C_3primeutr	89.157	315.789	30	95	3541965
YDR084C_5primeutr	57.914	205.128	8	39	3541965
YDR085C	12.111	42.895	80	1865	3541965
YDR085C_3primeutr	23.047	81.633	4	49	3541965
YDR085C_5primeutr	1.632	5.780	1	173	3541965
YDR086C	553.135	1959.184	480	245	3541965
YDR086C_3primeutr	543.216	1924.051	304	158	3541965
YDR086C_5primeutr	394.020	1395.604	127	91	3541965
YDR087C	361.745	1281.287	1075	839	3541965
YDR087C_3primeutr	250.959	888.889	48	54	3541965
YDR088C	73.342	259.774	299	1151	3541965
YDR088C_3primeutr	55.321	195.946	29	148	3541965
YDR088C_5primeutr	54.485	192.982	33	171	3541965
YDR089W	40.642	143.951	376	2612	3541965
YDR089W_3primeutr	60.754	215.190	17	79	3541965
YDR089W_5primeutr	24.286	86.022	8	93	3541965
YDR090C	73.375	259.893	243	935	3541965
YDR090C_3primeutr	89.671	317.610	101	318	3541965
YDR090C_5primeutr	34.222	121.212	12	99	3541965
YDR091C	194.342	688.354	1259	1829	3541965
YDR091C_3primeutr	217.176	769.231	230	299	3541965
YDR091C_5primeutr	102.223	362.069	21	58	3541965
YDR092W	117.373	415.730	185	445	3541965
YDR092W_3primeutr	164.692	583.333	42	72	3541965
YDR092W_5primeutr	54.485	192.982	11	57	3541965
YDR092W_intron	7.601	26.923	7	260	3541965
YDR093W	11.547	40.901	198	4841	3541965
YDR096W	6.199	21.958	59	2687	3541965
YDR096W_3primeutr	14.859	52.632	12	228	3541965
YDR096W_5primeutr	3.036	10.753	1	93	3541965
YDR097C	14.151	50.121	187	3731	3541965
YDR097C_3primeutr	17.536	62.112	10	161	3541965
YDR097C_5primeutr	26.004	92.105	7	76	3541965
YDR098C	224.878	796.512	685	860	3541965
YDR098C_3primeutr	305.857	1083.333	13	12	3541965
YDR099W_3primeutr	139.138	492.823	103	209	3541965
YDR099W_5primeutr	10.792	38.224	31	811	3541965
YDR100W	162.632	576.037	250	434	3541965
YDR100W_3primeutr	136.211	482.456	55	114	3541965
YDR100W_5primeutr	94.110	333.333	4	12	3541965
YDR101C	173.132	613.229	1094	1784	3541965
YDR101C_3primeutr	127.048	450.000	27	60	3541965
YDR101C_5primeutr	188.219	666.667	8	12	3541965
YDR103W	34.113	120.827	333	2756	3541965
YDR103W_3primeutr	13.444	47.619	1	21	3541965
YDR103W_5primeutr	11.159	39.526	10	253	3541965
YDR104C	14.418	51.070	191	3740	3541965
YDR105C	64.436	228.230	325	1424	3541965
YDR105C_3primeutr	72.084	255.319	12	47	3541965
YDR105C_5primeutr	12.994	46.025	11	239	3541965
YDR106W	7.577	26.838	23	857	3541965
YDR107C	18.719	66.304	134	2021	3541965
YDR107C_3primeutr	35.851	126.984	8	63	3541965
YDR108W	39.948	141.496	297	2099	3541965
YDR109C	27.839	98.605	212	2150	3541965
YDR110W	73.442	260.129	443	1703	3541965
YDR111C	56.799	201.180	307	1526	3541965
YDR111C_3primeutr	34.463	122.066	26	213	3541965
YDR113C	40.189	142.349	160	1124	3541965
YDR113C_3primeutr	16.133	57.143	2	35	3541965
YDR113C_5primeutr	28.550	101.124	9	89	3541965
YDR114C	7.405	26.230	8	305	3541965
YDR115W	225.863	800.000	256	320	3541965
YDR115W_3primeutr	211.087	747.664	80	107	3541965
YDR116C	52.526	186.047	160	860	3541965
YDR116C_3primeutr	125.858	445.783	37	83	3541965
YDR117C	39.526	140.000	238	1700	3541965
YDR117C_5primeutr	11.764	41.667	1	24	3541965
YDR118W	37.433	132.585	260	1961	3541965
YDR119W	133.767	473.798	1094	2309	3541965
YDR119W-A	19.471	68.966	14	203	3541965
YDR119W-A_5primeutr	12.833	45.455	1	22	3541965
YDR119W_3primeutr	107.949	382.353	13	34	3541965
YDR119W_5primeutr	163.669	579.710	40	69	3541965
YDR120C	182.732	647.230	1110	1715	3541965
YDR120C_3primeutr	199.777	707.602	121	171	3541965
YDR121W	107.123	379.427	225	593	3541965
YDR121W_3primeutr	183.049	648.352	59	91	3541965
YDR121W_5primeutr	141.165	500.000	41	82	3541965
YDR122W	12.805	45.355	145	3197	3541965
YDR122W_3primeutr	22.177	78.550	26	331	3541965
YDR122W_5primeutr	37.644	133.333	2	15	3541965
YDR123C	40.949	145.038	133	917	3541965
YDR123C_3primeutr	25.456	90.164	11	122	3541965
YDR123C_5primeutr	25.666	90.909	7	77	3541965
YDR124W	10.692	37.871	37	977	3541965
YDR125C	14.075	49.853	68	1364	3541965
YDR126W	21.182	75.025	76	1013	3541965
YDR127W	30.429	107.779	514	4769	3541965
YDR127W_3primeutr	49.408	175.000	7	40	3541965
YDR127W_5primeutr	36.196	128.205	20	156	3541965
YDR128W	17.845	63.207	218	3449	3541965
YDR128W_3primeutr	31.915	113.043	13	115	3541965
YDR128W_5primeutr	14.116	50.000	1	20	3541965
YDR129C	249.696	884.414	1691	1912	3541965
YDR129C_3primeutr	321.908	1140.187	122	107	3541965
YDR129C_5primeutr	168.053	595.238	25	42	3541965
YDR129C_intron	8.223	29.126	3	103	3541965
YDR130C	74.602	264.237	232	878	3541965
YDR130C_3primeutr	98.961	350.515	34	97	3541965
YDR130C_5primeutr	47.055	166.667	1	6	3541965
YDR131C	38.983	138.075	231	1673	3541965
YDR131C_3primeutr	26.468	93.750	6	64	3541965
YDR132C	26.717	94.631	141	1490	3541965
YDR132C_3primeutr	25.666	90.909	7	77	3541965
YDR132C_5primeutr	22.289	78.947	3	38	3541965
YDR135C	45.111	159.780	727	4550	3541965
YDR135C_3primeutr	42.349	150.000	9	60	3541965
YDR135C_5primeutr	42.349	150.000	3	20	3541965
YDR137W	81.272	287.864	574	1994	3541965
YDR137W_3primeutr	94.110	333.333	39	117	3541965
YDR138W	35.088	124.281	281	2261	3541965
YDR138W_3primeutr	40.819	144.578	60	415	3541965
YDR138W_5primeutr	56.466	200.000	2	10	3541965
YDR139C	421.542	1493.088	324	217	3541965
YDR139C_3primeutr	308.734	1093.525	152	139	3541965
YDR139C_5primeutr	1214.015	4300.000	43	10	3541965
YDR139C_intron	30.405	107.692	7	65	3541965
YDR140W	60.861	215.569	144	668	3541965
YDR140W_3primeutr	31.370	111.111	4	36	3541965
YDR140W_5primeutr	8.067	28.571	2	70	3541965
YDR141C	10.686	37.851	193	5099	3541965
YDR141C_3primeutr	24.028	85.106	12	141	3541965
YDR142C	45.472	161.062	182	1130	3541965
YDR142C_3primeutr	55.410	196.262	21	107	3541965
YDR142C_5primeutr	65.153	230.769	24	104	3541965
YDR143C	20.925	74.114	136	1835	3541965
YDR143C_3primeutr	3.921	13.889	1	72	3541965
YDR144C	55.584	196.877	353	1793	3541965
YDR144C_3primeutr	43.694	154.762	13	84	3541965
YDR144C_5primeutr	43.810	155.172	18	116	3541965
YDR145W	73.454	260.173	422	1622	3541965
YDR145W_3primeutr	74.834	265.060	44	166	3541965
YDR145W_5primeutr	13.132	46.512	2	43	3541965
YDR146C	30.855	109.287	233	2132	3541965
YDR146C_3primeutr	41.284	146.226	31	212	3541965
YDR147W	80.465	285.003	458	1607	3541965
YDR147W_3primeutr	225.863	800.000	4	5	3541965
YDR147W_5primeutr	57.284	202.899	28	138	3541965
YDR148C	42.127	149.211	208	1394	3541965
YDR148C_3primeutr	47.055	166.667	19	114	3541965
YDR148C_5primeutr	10.512	37.234	7	188	3541965
YDR150W_3primeutr	15.685	55.556	2	36	3541965
YDR151C	79.513	281.633	276	980	3541965
YDR151C_5primeutr	58.049	205.607	22	107	3541965
YDR152W	158.457	561.250	449	800	3541965
YDR152W_3primeutr	245.504	869.565	20	23	3541965
YDR152W_5primeutr	94.110	333.333	5	15	3541965
YDR153C	51.996	184.168	228	1238	3541965
YDR153C_3primeutr	44.578	157.895	15	95	3541965
YDR153C_5primeutr	27.073	95.890	7	73	3541965
YDR155C	1684.200	5965.377	2929	491	3541965
YDR155C_3primeutr	1996.186	7070.423	502	71	3541965
YDR155C_5primeutr	1552.810	5500.000	110	20	3541965
YDR156W	46.829	165.865	69	416	3541965
YDR156W_3primeutr	34.855	123.457	10	81	3541965
YDR156W_5primeutr	89.157	315.789	6	19	3541965
YDR158W	647.817	2294.545	2524	1100	3541965
YDR158W_3primeutr	538.992	1909.091	210	110	3541965
YDR158W_5primeutr	470.549	1666.667	10	6	3541965
YDR159W	24.129	85.466	334	3908	3541965
YDR159W_3primeutr	15.981	56.604	3	53	3541965
YDR159W_5primeutr	17.926	63.492	4	63	3541965
YDR160W	22.159	78.485	201	2561	3541965
YDR160W_3primeutr	25.096	88.889	4	45	3541965
YDR160W_5primeutr	32.576	115.385	6	52	3541965
YDR161W	160.535	568.611	663	1166	3541965
YDR161W_3primeutr	223.335	791.045	53	67	3541965
YDR161W_5primeutr	134.442	476.190	10	21	3541965
YDR162C	107.705	381.487	272	713	3541965
YDR162C_3primeutr	126.107	446.667	67	150	3541965
YDR162C_5primeutr	99.487	352.381	37	105	3541965
YDR163W	59.129	209.434	111	530	3541965
YDR164C	25.808	91.410	199	2177	3541965
YDR164C_3primeutr	33.434	118.421	9	76	3541965
YDR164C_5primeutr	18.822	66.667	3	45	3541965
YDR165W	213.700	756.918	1012	1337	3541965
YDR165W_3primeutr	175.997	623.377	48	77	3541965
YDR165W_5primeutr	26.417	93.567	16	171	3541965
YDR166C	20.899	74.023	216	2918	3541965
YDR166C_3primeutr	44.366	157.143	11	70	3541965
YDR166C_5primeutr	22.289	78.947	3	38	3541965
YDR167W	144.110	510.433	318	623	3541965
YDR167W_3primeutr	141.165	500.000	35	70	3541965
YDR167W_5primeutr	70.582	250.000	1	4	3541965
YDR168W	149.043	527.905	804	1523	3541965
YDR168W_3primeutr	148.921	527.473	48	91	3541965
YDR168W_5primeutr	161.331	571.429	4	7	3541965
YDR169C	17.371	61.528	95	1544	3541965
YDR169C-A	1.857	6.579	1	152	3541965
YDR169C_3primeutr	32.576	115.385	3	26	3541965
YDR169C_5primeutr	8.848	31.339	11	351	3541965
YDR170C_3primeutr	56.821	201.258	32	159	3541965
YDR170C_5primeutr	12.084	42.802	11	257	3541965
YDR171W	19.738	69.912	79	1130	3541965
YDR171W_3primeutr	15.685	55.556	4	72	3541965
YDR172W	246.832	874.272	1801	2060	3541965
YDR172W_3primeutr	290.937	1030.488	169	164	3541965
YDR172W_5primeutr	241.996	857.143	18	21	3541965
YDR173C	48.814	172.897	185	1070	3541965
YDR173C_3primeutr	52.638	186.441	11	59	3541965
YDR174W	505.761	1791.386	1331	743	3541965
YDR174W_3primeutr	374.663	1327.044	211	159	3541965
YDR175C	113.577	402.287	387	962	3541965
YDR175C_3primeutr	81.689	289.340	57	197	3541965
YDR175C_5primeutr	270.565	958.333	23	24	3541965
YDR176W	45.205	160.114	338	2111	3541965
YDR176W_3primeutr	21.482	76.087	7	92	3541965
YDR176W_5primeutr	14.859	52.632	1	19	3541965
YDR177W	335.755	1189.231	773	650	3541965
YDR177W_3primeutr	79.052	280.000	14	50	3541965
YDR177W_5primeutr	88.491	313.433	21	67	3541965
YDR178W	26.790	94.891	52	548	3541965
YDR178W_3primeutr	46.755	165.605	26	157	3541965
YDR178W_5primeutr	28.068	99.415	17	171	3541965
YDR179C	59.801	211.813	104	491	3541965
YDR179C_3primeutr	52.743	186.813	17	91	3541965
YDR179C_5primeutr	36.042	127.660	6	47	3541965
YDR179W-A	71.089	251.793	351	1394	3541965
YDR179W-A_3primeutr	46.755	165.605	26	157	3541965
YDR179W-A_5primeutr	19.882	70.423	5	71	3541965
YDR180W	11.774	41.704	187	4484	3541965
YDR181C	46.405	164.365	238	1448	3541965
YDR181C_3primeutr	57.036	202.020	20	99	3541965
YDR181C_5primeutr	47.055	166.667	2	12	3541965
YDR182W	47.373	167.794	248	1478	3541965
YDR182W-A	6.853	24.272	5	206	3541965
YDR182W_3primeutr	69.559	246.377	17	69	3541965
YDR183W	47.935	169.784	118	695	3541965
YDR183W_3primeutr	40.333	142.857	3	21	3541965
YDR183W_5primeutr	31.370	111.111	2	18	3541965
YDR184C	101.855	360.767	320	887	3541965
YDR184C_3primeutr	118.660	420.290	87	207	3541965
YDR184C_5primeutr	18.822	66.667	1	15	3541965
YDR185C	37.505	132.841	72	542	3541965
YDR185C_5primeutr	44.411	157.303	14	89	3541965
YDR186C	42.735	151.366	399	2636	3541965
YDR186C_3primeutr	48.203	170.732	14	82	3541965
YDR186C_5primeutr	35.291	125.000	4	32	3541965
YDR188W	221.155	783.323	1287	1643	3541965
YDR188W_3primeutr	224.749	796.053	121	152	3541965
YDR188W_5primeutr	88.228	312.500	10	32	3541965
YDR189W	67.517	239.141	479	2003	3541965
YDR189W_5primeutr	100.832	357.143	10	28	3541965
YDR190C	272.608	965.567	1346	1394	3541965
YDR190C_3primeutr	317.620	1125.000	27	24	3541965
YDR190C_5primeutr	102.665	363.636	12	33	3541965
YDR191W	40.767	144.395	161	1115	3541965
YDR191W_3primeutr	29.719	105.263	10	95	3541965
YDR192C	21.583	76.448	99	1295	3541965
YDR192C_3primeutr	8.304	29.412	2	68	3541965
YDR194C	131.622	466.199	931	1997	3541965
YDR194C_3primeutr	122.024	432.203	51	118	3541965
YDR194C_5primeutr	176.456	625.000	5	8	3541965
YDR195W	72.166	255.611	410	1604	3541965
YDR195W_3primeutr	113.842	403.226	25	62	3541965
YDR195W_5primeutr	60.895	215.686	44	204	3541965
YDR196C	134.572	476.648	347	728	3541965
YDR196C_3primeutr	220.121	779.661	46	59	3541965
YDR196C_5primeutr	60.499	214.286	3	14	3541965
YDR197W	60.224	213.311	250	1172	3541965
YDR197W_3primeutr	20.658	73.171	3	41	3541965
YDR197W_5primeutr	31.370	111.111	2	18	3541965
YDR198C	89.280	316.227	456	1442	3541965
YDR198C_3primeutr	51.333	181.818	2	11	3541965
YDR200C	22.220	78.701	143	1817	3541965
YDR200C_3primeutr	12.014	42.553	4	94	3541965
YDR200C_5primeutr	5.647	20.000	1	50	3541965
YDR201W	106.156	376.000	188	500	3541965
YDR201W_3primeutr	141.165	500.000	32	64	3541965
YDR202C	44.031	155.955	165	1058	3541965
YDR202C_3primeutr	26.888	95.238	4	42	3541965
YDR204W	74.356	263.366	266	1010	3541965
YDR204W_3primeutr	69.081	244.681	23	94	3541965
YDR204W_5primeutr	3.620	12.821	1	78	3541965
YDR205W	16.859	59.715	130	2177	3541965
YDR205W_3primeutr	26.263	93.023	8	86	3541965
YDR206W	100.733	356.793	948	2657	3541965
YDR206W_5primeutr	62.278	220.588	30	136	3541965
YDR207C	13.032	46.160	116	2513	3541965
YDR207C_5primeutr	13.885	49.180	3	61	3541965
YDR208W	31.946	113.151	265	2342	3541965
YDR208W_3primeutr	72.679	257.426	26	101	3541965
YDR208W_5primeutr	67.221	238.095	5	21	3541965
YDR210W	390.351	1382.609	318	230	3541965
YDR210W_3primeutr	508.192	1800.000	306	170	3541965
YDR210W_5primeutr	188.219	666.667	12	18	3541965
