# Downloaded from http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM346118, 2/14/2009
orf	norm	dens	count	len	total
YDR347W	56.948	82.645	80	968	1451219
YDR347W_3_utr	42.623	61.856	6	97	1451219
YDR347W_5_utr	55.871	81.081	6	74	1451219
YDR348C	117.904	171.105	257	1502	1451219
YDR348C_3_utr	131.021	190.141	27	142	1451219
YDR348C_5_utr	72.883	105.769	22	208	1451219
YDR349C	49.192	71.389	128	1793	1451219
YDR349C_3_utr	117.647	170.732	14	82	1451219
YDR349C_5_utr	46.559	67.568	5	74	1451219
YDR350C	59.235	85.963	158	1838	1451219
YDR350C_3_utr	95.565	138.686	38	274	1451219
YDR350C_5_utr	76.564	111.111	2	18	1451219
YDR351W	37.412	54.293	141	2597	1451219
YDR351W_3_utr	68.908	100.000	14	140	1451219
YDR351W_5_utr	20.987	30.457	12	394	1451219
YDR352W	117.489	170.502	163	956	1451219
YDR352W_3_utr	124.416	180.556	39	216	1451219
YDR352W_5_utr	96.150	139.535	12	86	1451219
YDR353W	287.234	416.840	401	962	1451219
YDR353W_3_utr	408.341	592.593	32	54	1451219
YDR353W_5_utr	449.397	652.174	15	23	1451219
YDR354W	86.661	125.764	144	1145	1451219
YDR354W_3_utr	110.252	160.000	8	50	1451219
YDR354W_5_utr	59.550	86.420	7	81	1451219
YDR356W	29.875	43.356	123	2837	1451219
YDR356W_3_utr	120.588	175.000	7	40	1451219
YDR357C	198.736	288.410	107	371	1451219
YDR357C_3_utr	200.980	291.667	7	24	1451219
YDR357C_5_utr	233.585	338.983	20	59	1451219
YDR358W	29.191	42.363	71	1676	1451219
YDR358W_3_utr	55.496	80.537	12	149	1451219
YDR358W_5_utr	0.000	0.000	0	34	1451219
YDR359C	9.807	14.232	42	2951	1451219
YDR361C	373.586	542.155	463	854	1451219
YDR361C_3_utr	225.458	327.189	71	217	1451219
YDR361C_5_utr	162.135	235.294	4	17	1451219
YDR362C	43.302	62.840	127	2021	1451219
YDR362C_3_utr	34.454	50.000	2	40	1451219
YDR362C_5_utr	35.889	52.083	5	96	1451219
YDR363W	44.165	64.093	88	1373	1451219
YDR363W-A	716.943	1040.441	283	272	1451219
YDR363W-A_3_utr	866.902	1258.065	78	62	1451219
YDR363W-A_5_utr	787.515	1142.857	8	7	1451219
YDR363W_3_utr	36.307	52.689	48	911	1451219
YDR363W_5_utr	62.208	90.278	13	144	1451219
YDR364C	89.530	129.927	178	1370	1451219
YDR364C_3_utr	75.798	110.000	11	100	1451219
YDR364C_5_utr	76.564	111.111	3	27	1451219
YDR365C	262.279	380.625	719	1889	1451219
YDR365C_3_utr	265.029	384.615	20	52	1451219
YDR365C_5_utr	181.028	262.712	31	118	1451219
YDR367W	101.928	147.920	96	649	1451219
YDR367W_3_utr	45.938	66.667	1	15	1451219
YDR367W_5_utr	55.871	81.081	6	74	1451219
YDR367W_intron	7.409	10.753	1	93	1451219
YDR368W	153.779	223.167	210	941	1451219
YDR368W_3_utr	261.849	380.000	57	150	1451219
YDR368W_5_utr	100.229	145.455	8	55	1451219
YDR369C	19.059	27.659	71	2567	1451219
YDR369C_3_utr	25.210	36.585	3	82	1451219
YDR369C_5_utr	0.000	0.000	0	14	1451219
YDR370C	132.017	191.585	255	1331	1451219
YDR370C_3_utr	128.200	186.047	8	43	1451219
YDR371W	69.445	100.780	155	1538	1451219
YDR371W_3_utr	105.388	152.941	13	85	1451219
YDR371W_5_utr	165.378	240.000	6	25	1451219
YDR372C	356.464	517.308	538	1040	1451219
YDR372C_3_utr	389.200	564.815	61	108	1451219
YDR372C_5_utr	306.256	444.444	104	234	1451219
YDR373W	383.486	556.522	320	575	1451219
YDR373W_3_utr	628.782	912.500	73	80	1451219
YDR373W_5_utr	229.692	333.333	15	45	1451219
YDR374C	2.986	4.334	4	923	1451219
YDR374C_3_utr	0.000	0.000	0	48	1451219
YDR374W-A	149.469	216.912	59	272	1451219
YDR374W-A_3_utr	104.268	151.316	23	152	1451219
YDR374W-A_5_utr	55.126	80.000	2	25	1451219
YDR375C	57.716	83.758	115	1373	1451219
YDR375C_3_utr	0.000	0.000	0	19	1451219
YDR376W	67.793	98.383	146	1484	1451219
YDR376W_3_utr	29.960	43.478	1	23	1451219
YDR376W_5_utr	82.689	120.000	3	25	1451219
YDR377W	449.689	652.597	201	308	1451219
YDR377W_3_utr	359.518	521.739	204	391	1451219
YDR377W_5_utr	298.600	433.333	26	60	1451219
YDR378C	634.055	920.152	242	263	1451219
YDR378C_3_utr	697.183	1011.765	172	170	1451219
YDR379C-A	91.117	132.231	32	242	1451219
YDR379C-A_3_utr	166.886	242.188	31	128	1451219
YDR379C-A_5_utr	133.596	193.878	19	98	1451219
YDR379W	25.454	36.939	112	3032	1451219
YDR379W_3_utr	32.050	46.512	2	43	1451219
YDR379W_5_utr	0.000	0.000	0	79	1451219
YDR380W	169.924	246.597	471	1910	1451219
YDR380W_3_utr	259.194	376.147	41	109	1451219
YDR380W_5_utr	74.208	107.692	14	130	1451219
YDR381C-A	170.168	246.951	81	328	1451219
YDR381C-A_3_utr	37.047	53.763	5	93	1451219
YDR381C-A_5_utr	13.251	19.231	1	52	1451219
YDR381C-A_intron	122.255	177.419	33	186	1451219
YDR381W	871.722	1265.060	840	664	1451219
YDR381W_3_utr	1578.330	2290.503	410	179	1451219
YDR381W_5_utr	749.877	1088.235	74	68	1451219
YDR381W_intron	129.997	188.654	143	758	1451219
YDR382W	5930.166	8605.970	2883	335	1451219
YDR382W_3_utr	8533.143	12383.459	1647	133	1451219
YDR382W_5_utr	7455.801	10820.000	541	50	1451219
YDR383C	119.798	173.853	125	719	1451219
YDR383C_3_utr	114.846	166.667	6	36	1451219
YDR383C_5_utr	34.454	50.000	2	40	1451219
YDR384C	59.775	86.747	72	830	1451219
YDR384C_3_utr	117.398	170.370	23	135	1451219
YDR384C_5_utr	53.006	76.923	5	65	1451219
YDR385W_3_utr	1308.748	1899.281	264	139	1451219
YDR385W_5_utr	861.345	1250.000	15	12	1451219
YDR386W	37.698	54.708	104	1901	1451219
YDR386W_3_utr	81.068	117.647	10	85	1451219
YDR387C	49.927	72.455	121	1670	1451219
YDR387C_3_utr	70.076	101.695	12	118	1451219
YDR387C_5_utr	51.254	74.380	9	121	1451219
YDR388W	113.500	164.714	239	1451	1451219
YDR388W_3_utr	120.114	174.312	19	109	1451219
YDR388W_5_utr	51.043	74.074	2	27	1451219
YDR389W	28.376	41.179	81	1967	1451219
YDR389W_3_utr	80.541	116.883	18	154	1451219
YDR389W_5_utr	11.581	16.807	4	238	1451219
YDR390C	66.998	97.229	186	1913	1451219
YDR390C_3_utr	86.134	125.000	5	40	1451219
YDR390C_5_utr	0.000	0.000	0	4	1451219
YDR391C	60.945	88.445	62	701	1451219
YDR391C_3_utr	34.454	50.000	3	60	1451219
YDR392W	61.718	89.567	91	1016	1451219
YDR392W_3_utr	94.233	136.752	16	117	1451219
YDR392W_5_utr	51.043	74.074	8	108	1451219
YDR393W	64.240	93.227	128	1373	1451219
YDR393W_3_utr	112.349	163.043	15	92	1451219
YDR394W	214.902	311.870	402	1289	1451219
YDR394W_3_utr	288.667	418.919	31	74	1451219
YDR394W_5_utr	235.736	342.105	26	76	1451219
YDR395W	80.153	116.320	330	2837	1451219
YDR395W_3_utr	130.837	189.873	15	79	1451219
YDR395W_5_utr	76.564	111.111	10	90	1451219
YDR397C	177.145	257.075	109	424	1451219
YDR397C_3_utr	257.118	373.134	25	67	1451219
YDR397C_5_utr	137.815	200.000	7	35	1451219
YDR397C_intron	24.610	35.714	3	84	1451219
YDR398W	162.471	235.781	456	1934	1451219
YDR398W_3_utr	176.686	256.410	20	78	1451219
YDR398W_5_utr	94.394	136.986	20	146	1451219
YDR399W	1294.596	1878.743	1255	668	1451219
YDR399W_3_utr	1316.135	1910.000	191	100	1451219
YDR399W_5_utr	844.118	1225.000	49	40	1451219
YDR400W	38.319	55.610	57	1025	1451219
YDR400W_3_utr	45.268	65.693	9	137	1451219
YDR400W_5_utr	7.253	10.526	2	190	1451219
YDR402C	3.277	4.755	7	1472	1451219
YDR403W	6.835	9.919	16	1613	1451219
YDR404C	122.384	177.606	92	518	1451219
YDR404C_3_utr	93.118	135.135	15	111	1451219
YDR404C_5_utr	123.879	179.775	32	178	1451219
YDR405W	29.507	42.821	34	794	1451219
YDR405W_3_utr	27.785	40.323	5	124	1451219
YDR405W_5_utr	19.688	28.571	1	35	1451219
YDR406W	7.353	10.671	49	4592	1451219
YDR407C	28.118	40.806	158	3872	1451219
YDR407C_3_utr	76.564	111.111	3	27	1451219
YDR408C	226.852	329.212	213	647	1451219
YDR408C_3_utr	249.127	361.538	47	130	1451219
YDR408C_5_utr	180.472	261.905	11	42	1451219
YDR410C	179.427	260.388	188	722	1451219
YDR410C_5_utr	76.564	111.111	2	18	1451219
YDR411C	70.382	102.140	105	1028	1451219
YDR411C_3_utr	86.134	125.000	3	24	1451219
YDR411C_5_utr	39.376	57.143	2	35	1451219
YDR412W	207.693	301.408	214	710	1451219
YDR412W_3_utr	229.692	333.333	43	129	1451219
YDR412W_5_utr	241.177	350.000	7	20	1451219
YDR414C	54.318	78.827	86	1091	1451219
YDR414C_3_utr	72.242	104.839	13	124	1451219
YDR414C_5_utr	61.779	89.655	13	145	1451219
YDR415C	116.782	169.476	191	1127	1451219
YDR415C_3_utr	72.242	104.839	13	124	1451219
YDR415C_5_utr	114.846	166.667	5	30	1451219
YDR416W	78.996	114.640	296	2582	1451219
YDR416W_3_utr	229.692	333.333	2	6	1451219
YDR416W_5_utr	15.313	22.222	1	45	1451219
YDR418W_3_utr	1934.111	2806.818	247	88	1451219
YDR419W	57.997	84.166	160	1901	1451219
YDR419W_3_utr	63.025	91.463	30	328	1451219
YDR420W_3_utr	21.534	31.250	4	128	1451219
YDR421W	33.549	48.687	139	2855	1451219
YDR421W_3_utr	17.014	24.691	2	81	1451219
YDR422C	26.719	38.776	95	2450	1451219
YDR422C_5_utr	12.761	18.519	3	162	1451219
YDR423C	26.847	38.961	48	1232	1451219
YDR423C_3_utr	0.000	0.000	0	38	1451219
YDR424C	272.228	395.062	96	243	1451219
YDR424C_3_utr	149.799	217.391	5	23	1451219
YDR424C_intron	15.661	22.727	2	88	1451219
YDR425W	12.095	17.553	33	1880	1451219
YDR427W	357.342	518.581	614	1184	1451219
YDR427W_3_utr	462.086	670.588	57	85	1451219
YDR427W_5_utr	301.471	437.500	7	16	1451219
YDR428C	82.199	119.289	94	788	1451219
YDR428C_3_utr	16.048	23.290	16	687	1451219
YDR429C	904.048	1311.971	1085	827	1451219
YDR429C_3_utr	1130.515	1640.625	105	64	1451219
YDR429C_5_utr	4478.993	6500.000	13	2	1451219
YDR430C	24.345	35.330	105	2972	1451219
YDR430C_3_utr	0.000	0.000	0	13	1451219
YDR432W	134.279	194.868	243	1247	1451219
YDR434W	133.784	194.151	312	1607	1451219
YDR434W_3_utr	113.731	165.049	17	103	1451219
YDR434W_5_utr	102.085	148.148	12	81	1451219
YDR435C	53.649	77.856	77	989	1451219
YDR435C_3_utr	49.220	71.429	9	126	1451219
YDR436W	12.910	18.735	40	2135	1451219
YDR436W_3_utr	32.555	47.244	6	127	1451219
YDR436W_5_utr	0.000	0.000	0	215	1451219
YDR437W	22.699	32.941	14	425	1451219
YDR437W_3_utr	24.464	35.503	6	169	1451219
YDR438W	27.810	40.359	45	1115	1451219
YDR438W_3_utr	39.376	57.143	4	70	1451219
YDR438W_5_utr	32.050	46.512	12	258	1451219
YDR439W	25.033	36.329	38	1046	1451219
YDR439W_3_utr	17.751	25.761	11	427	1451219
YDR439W_5_utr	12.196	17.699	4	226	1451219
YDR440W	33.844	49.115	86	1751	1451219
YDR440W_3_utr	60.801	88.235	6	68	1451219
YDR440W_5_utr	22.969	33.333	2	60	1451219
YDR441C	37.723	54.745	30	548	1451219
YDR441C_3_utr	89.175	129.412	11	85	1451219
YDR441C_5_utr	51.681	75.000	15	200	1451219
YDR443C	9.532	13.834	59	4265	1451219
YDR444W	37.356	54.211	112	2066	1451219
YDR446W	0.000	0.000	0	911	1451219
YDR446W_3_utr	5.742	8.333	1	120	1451219
YDR447C_3_utr	7837.200	11373.494	944	83	1451219
YDR447C_5_utr	5857.145	8500.000	17	2	1451219
YDR447C_intron	716.098	1039.216	318	306	1451219
YDR448W	102.808	149.197	195	1307	1451219
YDR448W_3_utr	63.121	91.603	12	131	1451219
YDR448W_5_utr	67.227	97.561	4	41	1451219
YDR449C	180.460	261.887	347	1325	1451219
YDR449C_3_utr	290.137	421.053	40	95	1451219
YDR449C_5_utr	202.669	294.118	10	34	1451219
YDR450W_3_utr	9581.436	13904.762	1460	105	1451219
YDR450W_5_utr	7087.638	10285.714	72	7	1451219
YDR450W_intron	272.726	395.785	169	427	1451219
YDR451C	92.611	134.398	143	1064	1451219
YDR451C_3_utr	138.844	201.493	27	134	1451219
YDR451C_5_utr	95.947	139.241	11	79	1451219
YDR452W	135.979	197.336	400	2027	1451219
YDR452W_3_utr	330.756	480.000	12	25	1451219
YDR452W_5_utr	107.190	155.556	21	135	1451219
YDR453C	27.888	40.472	24	593	1451219
YDR453C_3_utr	39.754	57.692	3	52	1451219
YDR454C	720.730	1045.936	592	566	1451219
YDR454C_3_utr	699.843	1015.625	65	64	1451219
YDR454C_5_utr	501.146	727.273	16	22	1451219
YDR456W	35.105	50.945	97	1904	1451219
YDR456W_3_utr	23.359	33.898	2	59	1451219
YDR457W	14.471	21.001	206	9809	1451219
YDR457W_3_utr	23.359	33.898	2	59	1451219
YDR457W_5_utr	5.791	8.403	1	119	1451219
YDR458C	69.806	101.304	202	1994	1451219
YDR458C_3_utr	83.524	121.212	20	165	1451219
YDR458C_5_utr	45.938	66.667	1	15	1451219
YDR459C	83.154	120.674	136	1127	1451219
YDR459C_3_utr	105.336	152.866	24	157	1451219
YDR459C_5_utr	22.969	33.333	2	60	1451219
YDR460W	89.694	130.165	126	968	1451219
YDR460W_3_utr	105.202	152.672	20	131	1451219
YDR460W_5_utr	54.045	78.431	8	102	1451219
YDR461C-A	123.752	179.592	44	245	1451219
YDR461C-A_5_utr	172.269	250.000	1	4	1451219
YDR461W	695.174	1008.850	114	113	1451219
YDR461W_3_utr	808.239	1172.932	156	133	1451219
YDR462W	92.701	134.529	60	446	1451219
YDR462W_3_utr	144.080	209.091	23	110	1451219
YDR462W_5_utr	62.643	90.909	2	22	1451219
YDR463W	67.496	97.951	153	1562	1451219
YDR463W_3_utr	122.065	177.143	31	175	1451219
YDR464W	18.066	26.218	113	4310	1451219
YDR464W_3_utr	16.214	23.529	8	340	1451219
YDR464W_5_utr	15.661	22.727	1	44	1451219
YDR465C	184.901	268.332	333	1241	1451219
YDR465C_3_utr	186.389	270.492	33	122	1451219
YDR465C_5_utr	71.284	103.448	3	29	1451219
YDR466W	23.233	33.716	91	2699	1451219
YDR466W_5_utr	25.521	37.037	3	81	1451219
YDR468C	220.871	320.532	217	677	1451219
YDR468C_3_utr	459.384	666.667	26	39	1451219
YDR468C_5_utr	126.243	183.206	24	131	1451219
YDR469W	187.221	271.698	144	530	1451219
YDR469W_3_utr	363.331	527.273	29	55	1451219
YDR469W_5_utr	98.439	142.857	1	7	1451219
YDR470C	28.730	41.694	63	1511	1451219
YDR471W	2640.875	3832.487	1510	394	1451219
YDR471W_3_utr	3064.747	4447.619	467	105	1451219
YDR471W_5_utr	3617.648	5250.000	21	4	1451219
YDR471W_intron	492.982	715.426	269	376	1451219
YDR472W	124.260	180.328	154	854	1451219
YDR472W_3_utr	198.653	288.288	32	111	1451219
YDR473C	43.921	63.739	90	1412	1451219
YDR473C_3_utr	45.601	66.176	9	136	1451219
YDR473C_5_utr	59.920	86.957	2	23	1451219
YDR475C	20.413	29.624	78	2633	1451219
YDR475C_3_utr	27.936	40.541	3	74	1451219
YDR475C_5_utr	24.178	35.088	2	57	1451219
YDR476C	22.392	32.496	22	677	1451219
YDR476C_3_utr	24.757	35.928	6	167	1451219
YDR477W	36.553	53.046	101	1904	1451219
YDR477W_3_utr	52.557	76.271	9	118	1451219
YDR477W_5_utr	38.119	55.319	13	235	1451219
YDR478W	72.474	105.175	63	599	1451219
YDR478W_3_utr	195.021	283.019	15	53	1451219
YDR479C	28.109	40.792	68	1667	1451219
YDR480W	29.714	43.121	42	974	1451219
YDR480W_5_utr	23.315	33.835	9	266	1451219
YDR481C	252.081	365.825	623	1703	1451219
YDR481C_3_utr	373.249	541.667	39	72	1451219
YDR482C	95.798	139.024	57	410	1451219
YDR482C_3_utr	151.152	219.355	34	155	1451219
YDR482C_5_utr	29.014	42.105	4	95	1451219
YDR483W	241.254	350.113	466	1331	1451219
YDR483W_3_utr	516.807	750.000	75	100	1451219
YDR483W_5_utr	54.045	78.431	4	51	1451219
YDR484W	37.527	54.461	105	1928	1451219
YDR484W_3_utr	75.630	109.756	9	82	1451219
YDR485C	45.842	66.527	159	2390	1451219
YDR485C_3_utr	25.057	36.364	8	220	1451219
YDR486C	96.590	140.173	97	692	1451219
YDR486C_3_utr	212.987	309.091	34	110	1451219
YDR486C_5_utr	114.846	166.667	2	12	1451219
YDR487C_3_utr	323.657	469.697	31	66	1451219
YDR488C	15.466	22.444	36	1604	1451219
YDR489W	27.190	39.459	35	887	1451219
YDR490C	15.260	22.145	51	2303	1451219
YDR490C_3_utr	3.999	5.803	3	517	1451219
YDR490C_5_utr	25.840	37.500	3	80	1451219
YDR492W	93.998	136.411	130	953	1451219
YDR492W_3_utr	107.668	156.250	10	64	1451219
YDR492W_5_utr	88.595	128.571	18	140	1451219
YDR493W	73.698	106.952	40	374	1451219
YDR493W_3_utr	77.424	112.360	10	89	1451219
YDR493W_5_utr	99.866	144.928	10	69	1451219
YDR494W	165.936	240.809	262	1088	1451219
YDR494W_3_utr	183.754	266.667	16	60	1451219
YDR494W_5_utr	68.908	100.000	4	40	1451219
YDR495C	21.321	30.941	94	3038	1451219
YDR496C	238.889	346.680	684	1973	1451219
YDR496C_3_utr	263.470	382.353	13	34	1451219
YDR496C_5_utr	156.608	227.273	5	22	1451219
YDR497C	247.079	358.566	630	1757	1451219
YDR497C_3_utr	329.980	478.873	34	71	1451219
YDR497C_5_utr	275.630	400.000	24	60	1451219
YDR498C	56.129	81.456	94	1154	1451219
YDR498C_3_utr	0.000	0.000	0	28	1451219
YDR498C_5_utr	43.067	62.500	1	16	1451219
YDR499W	33.441	48.531	109	2246	1451219
YDR499W_3_utr	81.068	117.647	12	102	1451219
YDR500C	2739.766	3976.000	994	250	1451219
YDR500C_3_utr	3640.401	5283.019	280	53	1451219
YDR500C_intron	253.204	367.454	140	381	1451219
YDR501W	18.018	26.148	41	1568	1451219
YDR501W_3_utr	21.429	31.099	45	1447	1451219
YDR502C	111.372	161.625	187	1157	1451219
YDR502C_3_utr	160.874	233.463	60	257	1451219
YDR502C_5_utr	172.269	250.000	4	16	1451219
YDR503C	43.328	62.878	52	827	1451219
YDR503C_3_utr	28.711	41.667	6	144	1451219
YDR504C	83.903	121.762	47	386	1451219
YDR504C_3_utr	32.300	46.875	9	192	1451219
YDR505C	37.071	53.797	136	2528	1451219
YDR506C	9.042	13.122	24	1829	1451219
YDR507C	33.942	49.257	169	3431	1451219
YDR507C_3_utr	57.825	83.916	12	143	1451219
YDR507C_5_utr	22.228	32.258	3	93	1451219
YDR508C	179.699	260.782	520	1994	1451219
YDR508C_3_utr	202.875	294.416	58	197	1451219
YDR508C_5_utr	126.935	184.211	21	114	1451219
YDR510W	201.353	292.208	90	308	1451219
YDR510W_3_utr	162.135	235.294	28	119	1451219
YDR510W_5_utr	169.019	245.283	13	53	1451219
YDR511W	27.290	39.604	16	404	1451219
YDR511W_3_utr	29.532	42.857	3	70	1451219
YDR512C	57.220	83.039	47	566	1451219
YDR512C_3_utr	241.177	350.000	7	20	1451219
YDR513W	220.695	320.276	139	434	1451219
YDR513W_3_utr	180.099	261.364	23	88	1451219
YDR514C	71.562	103.851	151	1454	1451219
YDR514C_3_utr	24.178	35.088	2	57	1451219
YDR514C_5_utr	74.900	108.696	5	46	1451219
YDR515W	45.563	66.122	89	1346	1451219
YDR515W_5_utr	58.232	84.507	6	71	1451219
YDR516C	43.039	62.458	94	1505	1451219
YDR516C_3_utr	113.392	164.557	13	79	1451219
YDR516C_5_utr	50.420	73.171	6	82	1451219
YDR517W	77.452	112.400	126	1121	1451219
YDR517W_3_utr	88.913	129.032	12	93	1451219
YDR517W_5_utr	64.100	93.023	12	129	1451219
YDR518W	42.071	61.054	95	1556	1451219
YDR518W_3_utr	74.495	108.108	4	37	1451219
YDR519W	275.630	400.000	164	410	1451219
YDR519W_3_utr	323.510	469.484	100	213	1451219
YDR519W_5_utr	244.511	354.839	11	31	1451219
YDR520C	43.939	63.766	148	2321	1451219
YDR520C_3_utr	38.821	56.338	8	142	1451219
YDR520C_5_utr	57.423	83.333	6	72	1451219
YDR522C	0.456	0.662	1	1511	1451219
YDR523C	5.139	7.458	11	1475	1451219
YDR524C	20.421	29.635	43	1451	1451219
YDR524C-B	3903.632	5665.025	1150	203	1451219
YDR524C-B_3_utr	7393.445	10729.508	1309	122	1451219
YDR524C-B_5_utr	6201.683	9000.000	72	8	1451219
YDR524C_3_utr	37.537	54.475	14	257	1451219
YDR524C_5_utr	33.613	48.780	2	41	1451219
YDR524W-C	0.000	0.000	0	92	1451219
YDR524W-C_5_utr	6.264	9.091	1	110	1451219
YDR525W-A	65.491	95.041	23	242	1451219
YDR525W-A_3_utr	128.200	186.047	40	215	1451219
YDR525W-A_5_utr	45.938	66.667	4	60	1451219
YDR527W	75.058	108.926	144	1322	1451219
YDR527W_3_utr	102.085	148.148	16	108	1451219
YDR528W	26.503	38.462	49	1274	1451219
YDR528W_3_utr	22.470	32.609	3	92	1451219
YDR529C	399.878	580.311	224	386	1451219
YDR529C_3_utr	406.378	589.744	92	156	1451219
YDR529C_5_utr	252.661	366.667	11	30	1451219
YDR530C	38.673	56.122	55	980	1451219
YDR530C_3_utr	36.915	53.571	3	56	1451219
YDR530C_5_utr	0.000	0.000	0	16	1451219
YDR531W	191.895	278.481	308	1106	1451219
YDR531W_3_utr	179.759	260.870	18	69	1451219
YDR531W_5_utr	204.171	296.296	8	27	1451219
YDR532C	75.442	109.483	127	1160	1451219
YDR532C_5_utr	44.457	64.516	2	31	1451219
YDR533C	59.669	86.592	62	716	1451219
YDR533C_3_utr	59.064	85.714	3	35	1451219
YDR533C_5_utr	0.000	0.000	0	42	1451219
YDR534C	3.903	5.664	9	1589	1451219
YDR536W	2.012	2.921	5	1712	1451219
YDR538W	31.107	45.144	33	731	1451219
YDR538W_3_utr	62.961	91.371	18	197	1451219
YDR539W	57.347	83.223	126	1514	1451219
YDR539W_3_utr	125.287	181.818	10	55	1451219
YDR539W_5_utr	70.674	102.564	8	78	1451219
YDR540C	17.799	25.830	14	542	1451219
YDR540C_3_utr	26.503	38.462	10	260	1451219
YDR540C_5_utr	33.613	48.780	4	82	1451219
YDR541C	25.251	36.644	38	1037	1451219
YDR541C_3_utr	0.000	0.000	0	58	1451219
YDR541C_5_utr	12.416	18.018	4	222	1451219
YEL001C	370.885	538.235	366	680	1451219
YEL001C_3_utr	302.776	439.394	29	66	1451219
YEL001C_5_utr	382.820	555.556	5	9	1451219
YEL002C	177.191	257.143	333	1295	1451219
YEL002C_3_utr	154.559	224.299	24	107	1451219
YEL002C_5_utr	242.108	351.351	13	37	1451219
YEL003W	611.312	887.147	283	319	1451219
YEL003W_3_utr	577.334	837.838	93	111	1451219
YEL003W_intron	77.521	112.500	9	80	1451219
YEL004W	34.086	49.467	51	1031	1451219
YEL004W_3_utr	14.980	21.739	1	46	1451219
YEL004W_5_utr	4.656	6.757	1	148	1451219
YEL005C	21.863	31.727	27	851	1451219
YEL005C_3_utr	11.881	17.241	1	58	1451219
YEL006W	146.684	212.871	215	1010	1451219
YEL006W_3_utr	167.172	242.604	41	169	1451219
YEL007W_3_utr	57.861	83.969	11	131	1451219
YEL007W_5_utr	34.770	50.459	11	218	1451219
YEL009C	549.310	797.170	676	848	1451219
YEL009C_3_utr	2174.153	3155.172	183	58	1451219
YEL009C_5_utr	451.934	655.856	364	555	1451219
YEL011W	10.090	14.643	31	2117	1451219
YEL012W	59.217	85.938	55	640	1451219
YEL012W_5_utr	88.343	128.205	10	78	1451219
YEL012W_intron	11.984	17.391	2	115	1451219
YEL013W	88.760	128.810	224	1739	1451219
YEL015W	167.074	242.461	402	1658	1451219
YEL015W_3_utr	213.285	309.524	13	42	1451219
YEL015W_5_utr	98.439	142.857	1	7	1451219
YEL016C	69.651	101.078	150	1484	1451219
YEL016C_3_utr	22.593	32.787	2	61	1451219
YEL016C_5_utr	78.619	114.094	17	149	1451219
YEL017C-A	1768.971	2567.164	344	134	1451219
YEL017C-A_3_utr	1667.786	2420.323	1048	433	1451219
YEL017C-A_5_utr	3642.258	5285.714	74	14	1451219
YEL017W	38.659	56.102	57	1016	1451219
YEL017W_3_utr	26.847	38.961	3	77	1451219
YEL017W_5_utr	18.457	26.786	3	112	1451219
YEL018W	124.394	180.523	152	842	1451219
YEL018W_3_utr	196.879	285.714	20	70	1451219
YEL019C	18.809	27.295	22	806	1451219
YEL020C	35.578	51.632	87	1685	1451219
YEL020W-A	282.366	409.774	109	266	1451219
YEL020W-A_3_utr	207.392	300.971	31	103	1451219
YEL022W	30.350	44.044	193	4382	1451219
YEL022W_3_utr	53.006	76.923	5	65	1451219
YEL022W_5_utr	6.960	10.101	1	99	1451219
YEL023C	23.182	33.642	69	2051	1451219
YEL024W	42.405	61.538	40	650	1451219
YEL024W_3_utr	35.067	50.891	20	393	1451219
YEL024W_5_utr	17.120	24.845	4	161	1451219
YEL025C	27.416	39.787	142	3569	1451219
YEL025C_3_utr	48.569	70.485	16	227	1451219
YEL026W	304.057	441.253	169	383	1451219
YEL026W_3_utr	415.822	603.448	35	58	1451219
YEL026W_5_utr	240.015	348.315	31	89	1451219
YEL027W	1284.381	1863.918	904	485	1451219
YEL027W_3_utr	1498.887	2175.214	509	234	1451219
YEL027W_5_utr	1529.412	2219.512	91	41	1451219
YEL029C	140.598	204.038	192	941	1451219
YEL029C_3_utr	119.440	173.333	13	75	1451219
YEL029C_5_utr	165.378	240.000	12	50	1451219
YEL030W	14.230	20.650	40	1937	1451219
YEL030W_3_utr	32.157	46.667	7	150	1451219
YEL031W	50.784	73.699	269	3650	1451219
YEL031W_3_utr	126.935	184.211	14	76	1451219
YEL032W	32.588	47.293	138	2918	1451219
YEL032W_3_utr	71.095	103.175	13	126	1451219
YEL032W_5_utr	18.624	27.027	1	37	1451219
YEL034W	1071.252	1554.622	740	476	1451219
YEL034W_3_utr	1731.093	2512.195	515	205	1451219
YEL035C	1.370	1.988	1	503	1451219
YEL036C	107.597	156.146	235	1505	1451219
YEL036C_3_utr	112.175	162.791	7	43	1451219
YEL036C_5_utr	65.007	94.340	10	106	1451219
YEL037C	109.195	158.465	190	1199	1451219
YEL037C_3_utr	58.306	84.615	11	130	1451219
YEL037C_5_utr	91.877	133.333	18	135	1451219
YEL038W	158.708	230.321	158	686	1451219
YEL038W_3_utr	201.681	292.683	12	41	1451219
YEL039C_3_utr	40.534	58.824	4	68	1451219
YEL039C_5_utr	9.188	13.333	1	75	1451219
YEL040W	377.865	548.364	771	1406	1451219
YEL040W_3_utr	336.135	487.805	40	82	1451219
YEL040W_5_utr	281.895	409.091	9	22	1451219
YEL041W	12.024	17.450	26	1490	1451219
YEL042W	54.808	79.538	124	1559	1451219
YEL042W_3_utr	82.689	120.000	15	125	1451219
YEL042W_5_utr	51.424	74.627	10	134	1451219
YEL043W	15.830	22.973	66	2873	1451219
YEL043W_3_utr	112.758	163.636	9	55	1451219
YEL044W	230.149	333.996	168	503	1451219
