# Downloaded from http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM346118, 2/14/2009
orf	norm	dens	count	len	total
YAR019C_3_utr	11.485	16.667	1	60	1451219
YAR023C	15.256	22.140	12	542	1451219
YAR023C_3_utr	0.000	0.000	0	26	1451219
YAR023C_5_utr	24.708	35.857	9	251	1451219
YAR027W	189.253	274.648	195	710	1451219
YAR027W_3_utr	205.882	298.780	49	164	1451219
YAR028W	81.870	118.812	84	707	1451219
YAR028W_3_utr	124.260	180.328	33	183	1451219
YAR028W_5_utr	43.067	62.500	2	32	1451219
YAR029W	75.889	110.132	25	227	1451219
YAR035W	1.668	2.420	5	2066	1451219
YAR042W	17.183	24.937	89	3569	1451219
YAR042W_3_utr	36.507	52.980	8	151	1451219
YAR071W_3_utr	242.108	351.351	13	37	1451219
YBL001C	539.088	782.334	248	317	1451219
YBL001C_3_utr	424.047	615.385	16	26	1451219
YBL001C_5_utr	238.526	346.154	18	52	1451219
YBL002W	1108.062	1608.040	640	398	1451219
YBL002W_3_utr	1479.947	2147.727	378	176	1451219
YBL002W_5_utr	918.768	1333.333	44	33	1451219
YBL003C_3_utr	4056.740	5887.218	783	133	1451219
YBL003C_5_utr	2770.366	4020.408	197	49	1451219
YBL004W	27.162	39.417	295	7484	1451219
YBL004W_3_utr	44.940	65.217	3	46	1451219
YBL004W_5_utr	18.375	26.667	2	75	1451219
YBL005W	19.265	27.958	82	2933	1451219
YBL005W_3_utr	21.312	30.928	9	291	1451219
YBL005W_5_utr	0.000	0.000	0	24	1451219
YBL006C	374.250	543.119	296	545	1451219
YBL006C_3_utr	354.243	514.085	73	142	1451219
YBL006C_5_utr	689.076	1000.000	1	1	1451219
YBL007C	31.900	46.294	173	3737	1451219
YBL007C_3_utr	45.938	66.667	3	45	1451219
YBL008W	28.109	40.792	103	2525	1451219
YBL008W-A	5.695	8.264	2	242	1451219
YBL009W	13.897	20.167	41	2033	1451219
YBL009W_3_utr	51.043	74.074	8	108	1451219
YBL009W_5_utr	0.000	0.000	0	18	1451219
YBL010C	70.946	102.959	87	845	1451219
YBL010C_3_utr	51.043	74.074	18	243	1451219
YBL011W	35.933	52.147	119	2282	1451219
YBL011W_3_utr	35.889	52.083	10	192	1451219
YBL013W	2.852	4.139	5	1208	1451219
YBL014C	29.748	43.171	116	2687	1451219
YBL014C_3_utr	17.669	25.641	2	78	1451219
YBL015W	19.588	28.427	45	1583	1451219
YBL015W_3_utr	60.445	87.719	20	228	1451219
YBL015W_5_utr	133.370	193.548	12	62	1451219
YBL016W	80.953	117.481	125	1064	1451219
YBL016W_3_utr	83.164	120.690	14	116	1451219
YBL016W_5_utr	45.938	66.667	14	210	1451219
YBL017C	40.106	58.203	276	4742	1451219
YBL017C_3_utr	125.287	181.818	6	33	1451219
YBL017C_5_utr	28.711	41.667	7	168	1451219
YBL018C	202.248	293.506	113	385	1451219
YBL018C_3_utr	156.608	227.273	5	22	1451219
YBL018C_5_utr	196.879	285.714	4	14	1451219
YBL018C_intron	30.854	44.776	3	67	1451219
YBL019W	38.306	55.591	87	1565	1451219
YBL020W	63.840	92.646	160	1727	1451219
YBL020W_3_utr	75.368	109.375	7	64	1451219
YBL020W_5_utr	24.263	35.211	5	142	1451219
YBL021C	118.262	171.625	75	437	1451219
YBL021C_3_utr	161.576	234.483	34	145	1451219
YBL022C	32.794	47.591	162	3404	1451219
YBL022C_3_utr	112.175	162.791	7	43	1451219
YBL022C_5_utr	42.623	61.856	6	97	1451219
YBL023C	29.845	43.312	113	2609	1451219
YBL023C_3_utr	72.736	105.556	19	180	1451219
YBL023C_5_utr	49.220	71.429	3	42	1451219
YBL024W	113.227	164.317	338	2057	1451219
YBL024W_3_utr	93.118	135.135	10	74	1451219
YBL024W_5_utr	71.779	104.167	10	96	1451219
YBL025W	139.381	202.273	89	440	1451219
YBL025W_3_utr	11.485	16.667	1	60	1451219
YBL025W_5_utr	56.896	82.569	9	109	1451219
YBL026W	378.865	549.815	149	271	1451219
YBL026W_3_utr	507.740	736.842	84	114	1451219
YBL026W_5_utr	393.758	571.429	28	49	1451219
YBL026W_intron	34.454	50.000	6	120	1451219
YBL027W_3_utr	5995.855	8701.299	670	77	1451219
YBL027W_5_utr	4626.652	6714.286	47	7	1451219
YBL027W_intron	362.864	526.596	198	376	1451219
YBL028C	838.411	1216.718	393	323	1451219
YBL028C_3_utr	887.042	1287.293	233	181	1451219
YBL028C_5_utr	932.279	1352.941	23	17	1451219
YBL029C-A	98.439	142.857	41	287	1451219
YBL029C-A_3_utr	115.919	168.224	18	107	1451219
YBL029C-A_5_utr	87.225	126.582	10	79	1451219
YBL029W	17.637	25.596	29	1133	1451219
YBL029W_5_utr	29.014	42.105	4	95	1451219
YBL030C	101.314	147.028	141	959	1451219
YBL030C_3_utr	234.972	340.996	89	261	1451219
YBL030C_5_utr	91.877	133.333	10	75	1451219
YBL031W	20.963	30.422	31	1019	1451219
YBL031W_3_utr	39.004	56.604	12	212	1451219
YBL032W	73.229	106.272	122	1148	1451219
YBL032W_3_utr	107.668	156.250	25	160	1451219
YBL032W_5_utr	35.038	50.847	3	59	1451219
YBL033C	70.895	102.885	107	1040	1451219
YBL033C_3_utr	70.314	102.041	5	49	1451219
YBL033C_5_utr	53.006	76.923	1	13	1451219
YBL034C	8.795	12.764	58	4544	1451219
YBL035C	16.577	24.057	51	2120	1451219
YBL035C_3_utr	30.626	44.444	2	45	1451219
YBL035C_5_utr	16.119	23.392	4	171	1451219
YBL036C	324.114	470.361	365	776	1451219
YBL036C_3_utr	409.721	594.595	66	111	1451219
YBL036C_5_utr	229.692	333.333	3	9	1451219
YBL037W	16.108	23.377	72	3080	1451219
YBL037W_5_utr	31.322	45.455	3	66	1451219
YBL038W	243.781	353.780	248	701	1451219
YBL038W_3_utr	275.630	400.000	20	50	1451219
YBL038W_5_utr	334.097	484.848	16	33	1451219
YBL039C	351.263	509.759	888	1742	1451219
YBL039C_3_utr	908.327	1318.182	87	66	1451219
YBL039C_5_utr	406.378	589.744	23	39	1451219
YBL039W-B	87.081	126.374	23	182	1451219
YBL039W-B_3_utr	40.140	58.252	6	103	1451219
YBL039W-B_5_utr	77.135	111.940	30	268	1451219
YBL040C	459.741	667.185	429	643	1451219
YBL040C_3_utr	376.838	546.875	35	64	1451219
YBL040C_5_utr	590.636	857.143	6	7	1451219
YBL040C_intron	7.742	11.236	1	89	1451219
YBL041W	184.574	267.857	195	728	1451219
YBL041W_3_utr	202.669	294.118	10	34	1451219
YBL041W_5_utr	132.515	192.308	5	26	1451219
YBL042C	36.569	53.070	102	1922	1451219
YBL042C_3_utr	44.172	64.103	10	156	1451219
YBL042C_5_utr	43.067	62.500	2	32	1451219
YBL043W	5.328	7.732	6	776	1451219
YBL043W_3_utr	3.297	4.785	1	209	1451219
YBL043W_5_utr	29.198	42.373	5	118	1451219
YBL044W	7.429	10.782	4	371	1451219
YBL045C	74.617	108.285	149	1376	1451219
YBL045C_3_utr	152.614	221.477	33	149	1451219
YBL045C_5_utr	42.110	61.111	11	180	1451219
YBL046W	63.304	91.867	122	1328	1451219
YBL046W_3_utr	68.908	100.000	30	300	1451219
YBL046W_5_utr	0.000	0.000	0	22	1451219
YBL047C	28.573	41.466	172	4148	1451219
YBL047C_3_utr	55.126	80.000	16	200	1451219
YBL047C_5_utr	20.119	29.197	4	137	1451219
YBL049W	8.223	11.933	5	419	1451219
YBL049W_3_utr	2.734	3.968	1	252	1451219
YBL049W_5_utr	0.000	0.000	0	208	1451219
YBL050W	238.219	345.708	298	862	1451219
YBL050W_3_utr	182.816	265.306	13	49	1451219
YBL050W_5_utr	256.944	372.881	22	59	1451219
YBL050W_intron	12.761	18.519	2	108	1451219
YBL051C	21.609	31.359	63	2009	1451219
YBL051C_3_utr	27.426	39.801	16	402	1451219
YBL051C_5_utr	15.661	22.727	1	44	1451219
YBL052C	55.446	80.464	201	2498	1451219
YBL052C_3_utr	20.267	29.412	1	34	1451219
YBL052C_5_utr	28.711	41.667	1	24	1451219
YBL054W	68.908	100.000	158	1580	1451219
YBL054W_3_utr	53.299	77.348	14	181	1451219
YBL054W_5_utr	40.534	58.824	5	85	1451219
YBL055C	78.814	114.376	144	1259	1451219
YBL055C_3_utr	120.891	175.439	10	57	1451219
YBL055C_5_utr	35.796	51.948	4	77	1451219
YBL056W	268.001	388.928	548	1409	1451219
YBL056W_3_utr	268.377	389.474	148	380	1451219
YBL056W_5_utr	286.232	415.385	27	65	1451219
YBL057C	216.202	313.756	203	647	1451219
YBL057C_3_utr	353.850	513.514	19	37	1451219
YBL058W	169.294	245.683	313	1274	1451219
YBL058W_3_utr	159.018	230.769	24	104	1451219
YBL058W_5_utr	424.047	615.385	8	13	1451219
YBL059C-A	239.966	348.243	109	313	1451219
YBL059C-A_3_utr	161.345	234.146	48	205	1451219
YBL059C-A_intron	0.000	0.000	0	77	1451219
YBL059W	45.125	65.487	37	565	1451219
YBL059W_3_utr	36.267	52.632	1	19	1451219
YBL059W_intron	0.000	0.000	0	61	1451219
YBL060W	46.694	67.764	140	2066	1451219
YBL060W_3_utr	0.000	0.000	0	32	1451219
YBL060W_5_utr	0.000	0.000	0	44	1451219
YBL061C	82.636	119.924	251	2093	1451219
YBL061C_3_utr	180.220	261.538	17	65	1451219
YBL061C_5_utr	24.320	35.294	3	85	1451219
YBL063W	11.767	17.076	57	3338	1451219
YBL064C	57.714	83.756	66	788	1451219
YBL064C_3_utr	39.376	57.143	2	35	1451219
YBL064C_5_utr	81.068	117.647	2	17	1451219
YBL066C	4.995	7.248	25	3449	1451219
YBL067C	38.350	55.654	125	2246	1451219
YBL067C_3_utr	22.717	32.967	3	91	1451219
YBL067C_5_utr	52.161	75.697	19	251	1451219
YBL068W	153.749	223.124	220	986	1451219
YBL068W_3_utr	265.786	385.714	27	70	1451219
YBL068W_5_utr	90.668	131.579	5	38	1451219
YBL069W	46.401	67.337	87	1292	1451219
YBL069W_3_utr	70.934	102.941	7	68	1451219
YBL069W_5_utr	67.227	97.561	4	41	1451219
YBL071C-B	68.225	99.010	10	101	1451219
YBL071W-A	134.521	195.219	49	251	1451219
YBL071W-A_3_utr	164.907	239.316	56	234	1451219
YBL071W-A_5_utr	137.815	200.000	4	20	1451219
YBL072C_3_utr	3920.939	5690.141	404	71	1451219
YBL072C_5_utr	324.949	471.572	141	299	1451219
YBL074C	42.504	61.682	66	1070	1451219
YBL075C	43.420	63.012	123	1952	1451219
YBL075C_3_utr	78.009	113.208	6	53	1451219
YBL075C_5_utr	53.006	76.923	9	117	1451219
YBL076C	224.415	325.675	1049	3221	1451219
YBL076C_3_utr	429.047	622.642	33	53	1451219
YBL078C	46.455	67.416	24	356	1451219
YBL078C_3_utr	48.003	69.663	31	445	1451219
YBL078C_5_utr	0.000	0.000	0	11	1451219
YBL079W	35.592	51.652	233	4511	1451219
YBL079W_3_utr	36.267	52.632	14	266	1451219
YBL080C	25.396	36.855	60	1628	1451219
YBL080C_3_utr	2.831	4.108	5	1217	1451219
YBL081W_3_utr	107.190	155.556	7	45	1451219
YBL081W_5_utr	22.969	33.333	2	60	1451219
YBL082C	38.976	56.563	78	1379	1451219
YBL084C_3_utr	88.202	128.000	16	125	1451219
YBL084C_5_utr	19.320	28.037	3	107	1451219
YBL085W	30.652	44.482	131	2945	1451219
YBL085W_3_utr	81.601	118.421	9	76	1451219
YBL086C	43.221	62.723	88	1403	1451219
YBL086C_3_utr	0.000	0.000	0	7	1451219
YBL087C_3_utr	8441.179	12250.000	686	56	1451219
YBL087C_5_utr	7063.028	10250.000	41	4	1451219
YBL087C_intron	126.423	183.468	91	496	1451219
YBL088C	7.331	10.638	89	8366	1451219
YBL088C_3_utr	52.006	75.472	4	53	1451219
YBL089W	59.833	86.831	120	1382	1451219
YBL089W_3_utr	78.752	114.286	4	35	1451219
YBL089W_5_utr	114.846	166.667	5	30	1451219
YBL090W	228.835	332.090	178	536	1451219
YBL090W_3_utr	396.544	575.472	61	106	1451219
YBL091C	124.447	180.599	229	1268	1451219
YBL091C-A	31.015	45.010	23	511	1451219
YBL091C-A_3_utr	91.877	133.333	4	30	1451219
YBL091C-A_intron	0.000	0.000	0	80	1451219
YBL091C_3_utr	102.085	148.148	8	54	1451219
YBL091C_5_utr	121.602	176.471	3	17	1451219
YBL092W	3515.159	5101.266	2015	395	1451219
YBL092W_3_utr	7370.651	10696.429	599	56	1451219
YBL092W_5_utr	192.855	279.874	89	318	1451219
YBL093C	370.961	538.346	358	665	1451219
YBL093C_3_utr	449.893	652.893	79	121	1451219
YBL093C_5_utr	265.029	384.615	35	91	1451219
YBL095W	122.596	177.914	145	815	1451219
YBL095W_3_utr	91.010	132.075	14	106	1451219
YBL097W	23.405	33.966	77	2267	1451219
YBL098W	78.609	114.079	158	1385	1451219
YBL099W	96.219	139.634	229	1640	1451219
YBL099W_3_utr	168.864	245.059	62	253	1451219
YBL099W_5_utr	107.515	156.028	44	282	1451219
YBL101C	10.061	14.601	49	3356	1451219
YBL101C_3_utr	6.626	9.615	1	104	1451219
YBL101C_5_utr	0.000	0.000	0	49	1451219
YBL102W	232.166	336.923	219	650	1451219
YBL102W_3_utr	336.882	488.889	66	135	1451219
YBL102W_5_utr	242.108	351.351	26	74	1451219
YBL103C	51.810	75.188	110	1463	1451219
YBL103C_3_utr	60.094	87.209	15	172	1451219
YBL103C_5_utr	43.751	63.492	8	126	1451219
YBL104C	19.442	28.214	88	3119	1451219
YBL104C_3_utr	33.889	49.180	3	61	1451219
YBL105C	21.123	30.654	106	3458	1451219
YBL105C_3_utr	34.743	50.420	6	119	1451219
YBL105C_5_utr	26.760	38.835	12	309	1451219
YBL106C	10.671	15.486	47	3035	1451219
YBL107C	142.928	207.420	123	593	1451219
YBL107C_3_utr	123.308	178.947	17	95	1451219
YBL107C_5_utr	0.000	0.000	0	25	1451219
YBR001C	25.859	37.527	88	2345	1451219
YBR001C_3_utr	51.043	74.074	4	54	1451219
YBR002C	170.872	247.972	214	863	1451219
YBR002C_3_utr	187.930	272.727	21	77	1451219
YBR002C_5_utr	43.067	62.500	2	32	1451219
YBR003W	43.551	63.202	90	1424	1451219
YBR003W_3_utr	106.926	155.172	18	116	1451219
YBR004C	30.121	43.712	57	1304	1451219
YBR004C_3_utr	35.796	51.948	4	77	1451219
YBR004C_5_utr	0.000	0.000	0	38	1451219
YBR005W	84.529	122.671	79	644	1451219
YBR005W_3_utr	114.846	166.667	22	132	1451219
YBR005W_5_utr	145.069	210.526	4	19	1451219
YBR006W	20.728	30.080	45	1496	1451219
YBR006W_3_utr	86.134	125.000	13	104	1451219
YBR006W_5_utr	0.000	0.000	0	85	1451219
YBR007C	20.551	29.824	66	2213	1451219
YBR007C_3_utr	73.176	106.195	12	113	1451219
YBR008C	22.565	32.747	54	1649	1451219
YBR008C_5_utr	29.198	42.373	5	118	1451219
YBR009C_3_utr	5683.581	8248.120	1097	133	1451219
YBR009C_5_utr	6584.503	9555.556	86	9	1451219
YBR010W_3_utr	7733.480	11222.973	1661	148	1451219
YBR011C	408.990	593.533	514	866	1451219
YBR011C_3_utr	453.339	657.895	50	76	1451219
YBR013C	22.852	33.163	13	392	1451219
YBR014C	228.944	332.248	204	614	1451219
YBR014C_3_utr	287.115	416.667	30	72	1451219
YBR014C_5_utr	194.739	282.609	13	46	1451219
YBR015C	37.216	54.009	97	1796	1451219
YBR015C_3_utr	41.582	60.345	7	116	1451219
YBR015C_5_utr	30.289	43.956	4	91	1451219
YBR016W	81.485	118.252	46	389	1451219
YBR016W_3_utr	95.902	139.175	27	194	1451219
YBR016W_5_utr	31.322	45.455	1	22	1451219
YBR017C	66.185	96.049	265	2759	1451219
YBR017C_3_utr	142.190	206.349	13	63	1451219
YBR017C_5_utr	62.643	90.909	3	33	1451219
YBR018C	8.746	12.693	14	1103	1451219
YBR019C	0.983	1.427	3	2102	1451219
YBR020W	0.434	0.629	1	1589	1451219
YBR021W	13.029	18.908	36	1904	1451219
YBR021W_3_utr	21.875	31.746	4	126	1451219
YBR021W_5_utr	7.104	10.309	1	97	1451219
YBR022W	141.415	205.224	110	536	1451219
YBR022W_3_utr	182.402	264.706	36	136	1451219
YBR022W_5_utr	99.866	144.928	10	69	1451219
YBR023C	63.001	91.429	320	3500	1451219
YBR023C_3_utr	97.511	141.509	15	106	1451219
YBR023C_5_utr	60.801	88.235	3	34	1451219
YBR024W	31.115	45.154	41	908	1451219
YBR024W_3_utr	33.945	49.261	10	203	1451219
YBR024W_5_utr	30.400	44.118	3	68	1451219
YBR025C	593.290	860.994	1022	1187	1451219
YBR025C_3_utr	685.022	994.118	169	170	1451219
YBR025C_5_utr	509.317	739.130	17	23	1451219
YBR026C	71.014	103.057	118	1145	1451219
YBR026C_3_utr	141.349	205.128	16	78	1451219
YBR028C	54.952	79.747	126	1580	1451219
YBR029C	39.562	57.413	79	1376	1451219
YBR029C_3_utr	51.520	74.766	8	107	1451219
YBR029C_5_utr	3.090	4.484	3	669	1451219
YBR030W	56.006	81.276	135	1661	1451219
YBR030W_5_utr	129.202	187.500	9	48	1451219
YBR031W_3_utr	2798.839	4061.728	329	81	1451219
YBR031W_5_utr	58.549	84.967	13	153	1451219
YBR033W	1.247	1.810	5	2762	1451219
YBR034C	297.570	431.840	453	1049	1451219
YBR034C_3_utr	399.953	580.420	83	143	1451219
YBR035C	212.023	307.692	212	689	1451219
YBR035C_3_utr	226.990	329.412	28	85	1451219
YBR035C_5_utr	0.000	0.000	0	1	1451219
YBR036C	98.758	143.320	177	1235	1451219
YBR036C_3_utr	144.225	209.302	9	43	1451219
YBR036C_5_utr	125.287	181.818	6	33	1451219
YBR037C	28.647	41.573	37	890	1451219
YBR037C_3_utr	78.304	113.636	5	44	1451219
YBR038W	15.239	22.115	64	2894	1451219
YBR038W_3_utr	47.672	69.182	11	159	1451219
YBR038W_5_utr	0.000	0.000	0	77	1451219
YBR039W	136.640	198.294	186	938	1451219
YBR039W_3_utr	174.344	253.012	42	166	1451219
YBR039W_5_utr	126.935	184.211	14	76	1451219
YBR040W	8.431	12.236	11	899	1451219
YBR041W	61.304	88.966	179	2012	1451219
YBR041W_3_utr	65.626	95.238	16	168	1451219
