#gene ID (SGD database)	Initial_Footprint_1_rpkm	5min_Footprint_1_rpkm	30min_Footprint_1_rpkm	Initial_Footprint_2_rpkm	5min_Footprint_2_rpkm	30min_Footprint_2_rpkm	Initial_mRNA_1_rpkm	5min_mRNA_1_rpkm	30min_mRNA_1_rpkm	5min_mRNA_2_rpkm	30min_mRNA_2_rpkm
orf	rdens.init.rpkm1	rdens.5min.rpkm1	rdens.30min.rpkm1	rdens.init.rpkm2	rdens.5min.rpkm2	rdens.30min.rpkm2	mrna.init.rpkm1	mrna.5min.rpkm1	mrna.30min.rpkm1	mrna.5min.rpkm2	mrna.30min.rpkm2
YDR182W	49.92005778	47.16087017	73.61398952	40.92359048	39.46361633	56.11155616	37.62314706	44.8945581	62.31801642	34.46678259	60.92003997
YDR182W-A	0	0.787846704	0	0.120913484	0	0	0	0	1.5805405	0	2.49078798
YDR183W	20.39437846	19.48226657	38.70510134	19.67892441	17.25491939	35.30929248	53.99301802	48.26610841	59.04238306	28.56317324	47.87689327
YDR184C	36.19953358	28.18182861	2.174755233	22.39471755	20.67676931	0.687172274	52.90632107	44.13302677	1.884568036	59.28543475	3.167901553
YDR185C	4.401362558	3.724366239	11.20877634	5.830228359	3.186445648	11.61452659	10.86578949	6.387631227	7.347118567	3.849536757	6.476048748
YDR186C	21.04016204	16.32900904	29.26898612	18.36128993	17.86487301	27.24825181	28.73912224	33.43261264	47.41870993	49.68647022	65.93609223
YDR188W	199.0227962	142.125296	137.2491807	191.064961	136.2721266	113.0852414	149.7973141	131.4290929	197.4790139	154.1432505	180.9763552
YDR189W	51.37293399	46.50657853	46.59853847	51.67591705	47.34346754	43.07197868	34.42198785	35.36241582	40.32304412	34.07024691	49.95517035
YDR190C	141.8769919	133.8119821	94.99030867	129.5264173	129.0409939	68.60441559	103.9108867	112.0529433	76.12365855	105.9402958	65.68277306
YDR191W	7.764032992	5.823688177	10.86065655	7.981961014	7.705396133	9.360923703	9.15314942	7.021156793	8.275603961	8.360297004	10.22870483
YDR192C	24.48204748	27.26623196	27.02999775	19.44750991	20.73583255	24.78566153	20.32085805	19.23162488	20.85129931	26.57014713	21.71349119
YDR194C	65.07124571	39.5195548	60.05920345	48.07698785	32.90957444	49.61319882	82.89982574	72.25029696	94.89581843	63.58918162	103.2340267
YDR194W-A	0	0	0	0	0	0	0	0	0	0	0
YDR195W	17.55091013	9.273721528	14.14443558	15.37967996	9.262657739	14.74369554	24.1140468	11.87645666	20.53790665	14.82111926	20.52329696
YDR196C	38.13347178	49.21398967	82.11688934	30.0514433	30.70937973	79.00516811	58.70689243	59.92386913	143.1946128	58.88215815	122.9828555
YDR197W	7.572056128	10.10799959	27.83257619	8.626216561	8.479244118	22.31484642	35.70026785	22.56808713	40.30033609	22.01105841	37.137416
YDR198C	10.11656469	12.16811597	10.33369392	9.187259175	10.45289533	5.731181405	28.65108671	24.78393133	17.41897172	27.20667627	16.35443953
YDR200C	9.19501649	6.019791962	12.16651211	9.092129975	5.125182371	12.75528606	12.81226878	15.18406871	38.21068019	18.90617969	37.97268001
YDR201W	38.43011058	42.61498456	50.99624953	32.00622456	33.97376772	41.01724215	62.85291964	46.83782512	52.45170584	50.66391999	52.32907732
YDR202C	13.8907318	18.76987086	51.19167566	15.90290568	16.72448098	52.00078956	20.45859945	30.53910617	67.40112459	23.87648521	71.69717568
YDR204W	23.5480613	25.44710149	98.60380678	25.70396955	24.66094055	87.39320119	39.30405497	42.82923104	173.8501714	42.0162361	176.022999
YDR205W	12.34242924	12.67540934	18.74015989	12.35077339	10.55100372	15.91267884	12.94003524	13.84892479	25.85129503	16.98655026	23.51976066
YDR206W	14.24664055	10.64687711	9.948358468	11.8810394	9.286404901	7.861713694	41.77150644	36.65993681	34.54795532	41.60699573	32.99109609
YDR207C	8.556911371	3.772253155	6.766105617	8.06343991	4.95966407	6.105668687	6.750119465	7.160868804	12.27196937	11.03973331	13.81700322
YDR208W	25.24848689	19.89875676	36.83653488	22.71359798	17.96479101	35.03254628	25.97872288	27.91096881	31.67666585	31.03852681	37.44543901
YDR210W	272.3343083	447.4476877	314.1690676	195.698474	270.2542514	191.6396888	415.0127929	349.9753818	396.3863862	389.421888	251.351642
YDR211W	92.82636675	69.47888328	39.44447342	76.67112758	59.88154462	28.98979761	79.05837351	70.88914638	66.21268373	73.69490811	59.04987657
YDR212W	232.7571504	179.481452	215.0186005	230.9900589	192.4130706	191.2892927	126.9050857	161.0026295	200.8233426	153.7587123	186.7397348
YDR213W	19.02821453	9.955137919	4.810381508	24.61216394	17.22643766	7.844616749	16.17667372	12.91756288	7.942983749	20.85113706	15.13856059
YDR214W	128.7278611	102.1406464	98.32672635	135.5276486	76.41656846	113.4004081	70.791689	119.3510503	179.1522478	114.6801486	173.58257
YDR215C	0	0	0.667911916	0	0	0	0	0	0	0	0
YDR216W	3.623570752	3.026047569	17.93012299	3.783542802	2.555562834	17.32646865	2.195108987	3.27380914	12.9480229	3.937026229	18.71899215
YDR217C	11.62970995	7.829920877	7.082307766	10.39818079	7.986593386	6.204522561	12.65941705	12.4600844	11.80246953	13.0356811	14.70384332
YDR218C	0.337222178	0.699113117	0.809244813	0.386262871	0.402593061	1.417130804	0.247230705	0.195762188	0.79476553	0.412919594	0.884102218
YDR219C	21.22275824	19.25307971	42.52612666	18.95938335	15.08057067	30.50180289	22.54637367	20.68081227	31.23739006	18.57968507	31.17284482
YDR220C	0	0	1.95553592	0.259278399	0.625412607	4.317198029	9.459335636	7.09587479	4.518933663	5.820605406	8.812767369
YDR221W	30.8271092	27.61110541	43.33814125	30.95240746	26.81460446	38.38941169	24.92743476	24.01112401	61.50130381	23.68721093	56.1407989
YDR222W	12.53150514	28.62052174	8.592093362	9.32171341	14.67891573	1.792989732	8.960174838	16.73783764	3.579621341	7.728454415	2.030816681
YDR223W	0.545555144	1.193853595	1.454654787	1.215069245	1.209578678	1.088614456	3.33306426	2.199322133	4.790104337	3.58750285	6.714430911
YDR226W	1337.928341	1467.073025	1033.444027	1464.888322	1430.917422	998.1031086	682.798488	700.6989293	546.1873898	784.3145222	501.8767058
YDR227W	6.896799817	6.03652622	8.394495656	6.617923034	7.315124157	8.377398738	10.98934371	8.754463409	14.86563848	14.64277736	19.04547804
YDR228C	14.53520367	10.48928751	19.27756549	14.11422217	9.166553467	20.08576188	19.63149688	12.30257086	24.58105809	11.18600184	25.91873974
YDR229W	21.70289258	25.45081969	70.79442914	18.92228958	22.16586064	43.75643536	25.06459628	23.27057089	60.34942807	26.71522151	49.18102314
YDR231C	18.1589586	16.76683797	53.46389903	23.57206038	18.03554736	50.99977989	35.14716977	34.54786915	118.2577896	39.3942298	102.3165694
YDR232W	77.86968002	49.41586388	20.23164344	70.45903059	40.53920658	20.12333728	34.24483536	28.58646778	18.87794031	33.36810265	23.71062709
YDR233C	355.7019537	452.5199508	362.0421628	434.6514452	511.2901509	297.1333922	298.4568235	275.6547747	223.4098008	362.4445401	252.2042944
YDR234W	32.94201298	23.10911	2.20121122	22.05383862	14.99791182	2.864890515	46.61117903	36.37709877	5.44603326	22.1379347	5.123332208
YDR235W	10.68521975	13.55814889	21.13125362	10.80549061	11.2064523	13.74238521	33.97771305	33.66765304	40.33553085	31.73733174	38.74660046
YDR236C	34.12979049	46.33726757	74.24014823	27.81400878	29.79399291	49.6971066	60.25712103	68.27390838	148.1451677	78.77448219	102.5006208
YDR237W	41.95771155	40.81025702	72.31968462	34.91621318	33.91911138	64.4539133	41.53518161	50.21614258	93.26609205	41.31210178	85.72659139
YDR238C	158.6079465	131.4983711	126.9733215	156.3230536	136.2108669	113.156805	60.87032554	53.23226197	87.79934215	55.53383221	96.38343282
YDR239C	12.32457692	9.626762912	12.14868053	11.04200736	9.18192632	10.38330469	16.31788174	13.07283293	11.15686598	13.11031869	13.50130304
YDR240C	10.91954269	10.21972578	10.17899698	10.40469737	8.876616036	9.913196373	22.69287435	20.42272351	15.65487733	19.59396795	16.86872161
YDR241W	0.840902964	0.871660184	5.044866602	4.749070034	11.68841458	10.11809231	12.8437228	13.11919049	6.411838057	10.72565966	12.67652095
YDR242W	0.509966959	1.004377476	3.181846187	0.576016236	1.043699319	2.564354258	10.6243275	11.1756213	22.41172439	9.158467787	18.08279934
YDR243C	11.52243881	12.68116543	8.875575747	10.07810626	11.58874596	7.246789537	14.28203484	15.31160944	10.71518599	13.06381486	11.15729574
YDR244W	18.97713445	18.28130547	36.21396134	18.81550092	17.73708676	28.66860848	18.13394808	18.43778123	37.77785666	15.81599975	34.82691656
YDR245W	78.57002489	75.499306	72.9295614	74.70620616	75.91537989	54.80105292	148.5370606	103.3191941	92.72114731	110.6237796	85.70888916
YDR246W	21.24331112	23.84924524	66.72917124	22.67991494	26.91408557	52.54881942	24.83609026	32.05920454	67.90303043	44.93744949	64.57545752
YDR246W-A	1.565245121	1.622496183	0	1.369554711	0.533905592	3.654295495	0	0	6.50994899	0	2.051817425
YDR247W	6.208034789	6.562530247	16.07766818	6.111490253	4.643961492	14.89095905	4.39363183	6.110489897	13.71932096	5.142978827	15.02685028
YDR248C	32.96269834	34.84832311	52.73455578	24.83693409	24.19328946	47.29880746	48.7933562	43.43524325	80.02825259	57.39696575	71.15592152
YDR249C	3.867166272	2.886201626	5.011299975	2.891512281	3.653883746	3.291918985	24.24070453	22.7861824	14.90430102	20.67722474	17.79329245
YDR250C	0	0	2.155533912	0	0	0.564595043	0	0	0	0.916556371	0.588731704
YDR251W	26.14459733	14.82587246	48.35313848	26.83683116	15.39652762	46.35348557	20.14033135	30.87234339	92.77788146	27.70581765	82.29155467
YDR252W	12.30841681	8.193605726	29.80795466	12.53907377	9.282711444	23.07787998	9.796457823	9.341212313	11.58460923	5.530763014	11.69389374
YDR253C	1.577576359	1.204942019	3.188016542	1.690756618	0.73636349	3.966398787	4.159639299	2.410013497	6.906563529	2.033368755	8.163086657
YDR254W	8.108754187	6.352129733	7.427054982	6.587843828	3.452094753	8.537328865	12.51745	13.29527258	22.01122338	13.64283751	20.85318125
YDR255C	6.202921434	6.88656399	40.83313297	6.923800604	7.133660976	32.11647919	9.608778963	14.31498411	28.33586502	6.709884374	28.97004311
YDR256C	0.081883507	4.583439667	29.08184427	0.034737576	2.08547654	13.35242767	1.434097446	7.011341751	28.45555051	3.84346014	16.17223223
YDR257C	25.91073999	26.50350444	44.23746997	25.48594338	24.88896328	36.32416403	49.51278322	42.32505725	87.39038563	39.77523762	65.38705104
YDR258C	41.21432454	48.7547601	336.9867228	65.90571648	63.5043676	353.40556	20.15628758	51.784546	222.0767659	42.57278786	238.5492477
YDR259C	2.291700378	1.869263664	5.769946288	2.402638281	2.639838344	6.517530607	7.436662006	8.014898497	10.83341321	11.88386777	21.17643317
YDR260C	23.25412288	28.76689662	43.17330876	23.6885032	23.04520107	38.94319207	47.59081325	38.19258677	65.53821528	50.77677908	64.47823838
YDR261C	38.7762636	25.31819013	14.20563318	32.89759896	17.52799627	14.15086437	34.61613657	40.82584097	32.82696745	40.3538601	33.09346497
YDR262W	47.27301502	52.64876002	116.0810474	41.78258776	48.44951916	111.8465808	64.00925595	66.45268647	123.1487986	71.68261174	107.4357573
YDR263C	0.36441478	0.755487536	7.949999339	0.189731804	0.316405074	4.533527144	7.529242226	5.817566528	18.00376505	7.707370923	14.72174703
YDR264C	80.82743964	63.94372032	108.972796	102.3015111	84.28922041	92.48761289	105.3412302	116.310655	254.8392936	154.221988	269.0259813
YDR265W	8.561753809	13.08825422	21.37610435	7.126751875	8.053270731	17.23965107	36.24571645	40.35164173	80.32973161	40.76971095	68.07645117
YDR266C	23.99576672	17.19756806	24.80522101	24.45216115	20.03649414	20.86431288	37.20106681	38.41746899	30.64743293	39.84099319	29.1493359
YDR267C	37.04398846	36.79323512	36.32303953	29.69840979	29.3927584	26.32452612	53.8625175	45.86096456	76.14441176	43.08328132	45.31058519
YDR268W	17.32906954	17.80533552	33.92478756	15.28346439	16.87732048	32.43133195	30.78640355	33.80831818	61.0088633	30.71168885	54.24936221
YDR270W	26.92678026	33.05550715	103.4656278	34.47664451	41.77527365	80.50303526	26.9045811	35.16271699	84.00197729	60.67949044	81.04502859
YDR272W	84.55076325	80.6928895	200.6757475	69.84763371	70.13899355	187.0285882	72.8715629	77.29528252	189.5427769	63.4130587	158.7837828
YDR273W	2.257293627	2.21670696	3.611275251	2.822445416	3.295984323	3.99693851	5.17764184	4.827754491	10.54115989	5.091571663	11.10921388
YDR274C	0	0	0	0	0	0	0	0	0	0	0.190472022
YDR275W	6.045373117	10.64629691	11.85543651	4.343339625	2.305980404	6.747547521	49.24553715	28.30180323	37.75966712	37.94060977	54.19430268
YDR276C	648.6329744	1386.888263	2970.832915	537.5813502	901.0540169	1903.453902	821.6809435	454.6490461	532.6111575	475.6388413	829.6961279
YDR277C	2.663325776	1.840493799	4.41866519	1.998190888	1.233712797	6.306501128	2.169541994	1.145257662	5.47009025	1.945966604	7.327309732
YDR278C	0	0	1.740247562	0.173050491	0.061839983	0.065117122	0.44304952	0	0.754019321	0.369986058	0.237653165
YDR279W	22.68496778	25.10527673	23.08886692	18.65797829	18.41806222	15.59572144	42.21150818	40.26518037	36.45138804	36.90077107	34.35771508
YDR280W	63.43882983	70.91776106	45.21877986	49.22390893	59.37953751	45.29381397	83.59662001	74.95849069	67.8537501	84.8968742	52.69508615
YDR281C	34.92680682	84.60374285	7.940385386	14.38814222	29.15683272	4.621801279	71.20320966	142.9956287	13.2520357	77.65577139	10.12070874
YDR282C	7.283174404	7.227547409	20.21118959	6.875066784	7.582391997	15.86924157	11.68296434	12.77412394	40.29250961	12.96146791	28.91315389
YDR283C	12.15638963	10.51064997	14.07104268	12.16786087	11.3456853	12.35709469	11.66736412	9.273712181	17.36953552	10.29698493	21.5195915
YDR284C	44.860535	51.18343317	132.5345422	47.73601539	38.30737955	81.3201219	46.47359313	60.78492223	134.5607865	53.10789485	119.0247297
YDR285W	1.641557012	1.782627828	4.652133316	2.089201339	2.591701929	6.530618789	4.565618297	4.1294361	8.236149863	4.722005606	8.689381865
YDR286C	30.81137105	32.10555713	40.26009461	24.63673929	19.75396211	33.95339611	65.04690305	49.16427533	68.88146027	37.85938968	64.70762178
YDR287W	25.72256319	24.1916472	61.36215664	22.51877827	17.91136749	53.46558711	36.88572098	26.72794686	96.78291301	32.6148172	82.33477125
YDR288W	12.02221984	12.41149636	28.73337323	11.75422017	10.65871503	20.75135108	38.65770753	27.61958571	44.60290482	28.3094012	40.51518182
YDR289C	24.16814651	30.52661957	70.50312688	25.94011545	32.79609597	67.79937072	24.74451175	26.59801798	71.86004312	23.41193193	63.22457504
YDR291W	7.049471464	5.542579496	7.020960488	6.066816702	5.080152597	5.743438166	14.91609476	14.25722152	22.86790952	13.56292861	21.55652219
YDR292C	45.7215988	37.44190159	45.86429347	47.04588929	42.19909988	43.91290717	58.51966655	49.6932228	63.75860998	49.23454335	61.92950807
YDR293C	41.46989046	25.70455013	72.9565324	41.6562013	27.28698966	64.88442545	13.25958799	15.21495025	60.11678599	18.43650756	76.44325815
YDR294C	42.10204761	47.24815757	114.4937007	44.78056224	43.48669042	84.93518608	47.13569358	70.82207087	179.1077328	57.37752648	135.8186415
YDR295C	12.13390214	11.79027941	24.83175066	12.34636594	11.9754331	18.54637103	14.92674111	17.75873218	27.18255973	14.74870137	28.5820832
YDR296W	52.03901216	59.08985885	105.7806934	38.30938752	40.6057717	94.65317196	73.47758964	75.22726466	146.1750594	70.10630829	137.1451012
YDR297W	82.83071226	88.57719033	16.3729818	79.91083068	73.13860308	10.25066873	93.22974465	91.22991933	17.64881434	93.64697639	21.75952379
YDR298C	138.0718983	139.7017377	210.8024185	125.330079	120.9048529	206.2171048	144.1604229	130.4662371	186.0287371	115.0745876	193.0078796
YDR299W	51.6811698	58.63464032	2.646795129	46.991238	63.00742285	1.141301949	68.53990799	45.58176224	4.44161636	62.75701056	4.612840039
YDR300C	83.77292104	79.65813823	37.39406429	84.58198712	77.53629346	23.32037774	71.76730377	87.36633931	36.83578129	85.27757842	28.89397992
YDR301W	14.37089199	9.071933869	9.880524845	12.84396943	9.35265158	7.801470303	8.846720065	9.136340546	15.27670214	12.46184545	18.02994548
YDR302W	67.75275309	65.84147459	54.87373472	52.29853653	49.66346916	38.53073107	73.47343367	80.30164971	63.9893111	83.1054755	50.05060533
YDR303C	22.18695185	15.69533544	22.91371311	22.32333293	17.97130815	20.05576797	19.27542536	17.10883467	21.44130678	16.04941085	27.09915004
YDR304C	213.8177642	245.2411403	405.6282223	171.8728694	124.9685478	282.2405874	254.9136772	271.6085211	427.2454368	131.8699443	306.1893775
YDR305C	23.32822681	32.53778447	67.79426512	26.3984255	27.98426649	46.17391619	49.42561283	39.13618307	77.63858389	34.21369268	65.74241545
YDR306C	8.661237633	15.32087832	41.71127402	8.295551285	10.97042216	24.06976229	21.1301815	29.98763391	56.26739942	22.32092403	48.90216018
YDR307W	23.57956013	29.97237457	58.84413592	23.41919441	24.91401624	36.26661718	13.34496115	14.69636182	35.0390796	14.51739895	33.43273022
YDR308C	60.20136265	90.05356139	93.96259281	53.92067569	64.81787451	65.96747456	89.70724034	76.18179505	81.93365366	76.66156938	70.25410159
YDR309C	46.0594207	57.79140161	50.84765167	40.35476037	54.98808901	37.22953819	34.52080141	38.1116602	40.05237865	48.14883201	42.10662874
YDR310C	16.22351992	12.04239883	9.579530443	15.19258943	10.69237122	9.517302625	13.11664671	10.52838075	15.11260738	16.8938341	19.10319074
YDR311W	16.46588231	12.81230857	14.00095291	16.62457937	9.810478769	12.45698724	18.19216076	22.01505823	19.41239026	21.82897513	23.56729386
YDR313C	8.56925425	11.73591359	31.65604073	7.832524456	8.857500792	22.36589155	23.86063278	19.37068141	37.80004875	13.14252709	31.99729736
YDR314C	1.557731311	2.691179243	6.038544723	1.391574287	1.975504649	3.801734323	8.760470329	5.01414329	16.03062603	6.113463413	15.49801257
YDR315C	2.807894481	3.514683422	8.136707098	3.995007447	3.614240269	5.137793265	17.21954128	18.37619138	27.10224407	13.19054852	35.69639739
YDR316W	11.62248025	14.07108582	31.56645102	11.12257046	12.74354754	31.71342367	23.26548644	25.93328353	50.46199821	17.95781874	44.17098295
YDR317W	2.381701582	2.433035762	1.656654884	1.504607267	1.283355167	1.462945708	3.078903959	2.805297806	5.694547082	2.958595936	2.941087641
YDR318W	7.928036483	8.05528269	11.86720954	6.980562374	7.349685002	8.500403275	22.10803907	22.10032635	36.50991005	20.50464937	25.31254009
YDR319C	25.62144341	35.03472793	64.10111881	25.5489358	31.22040567	43.87888046	39.36663042	46.36134653	81.24341513	63.30180772	70.53087023
YDR320C	23.41916959	21.65483632	39.58857877	22.59148297	20.43728734	31.71849187	20.96806781	24.69385512	38.58717929	22.16268871	43.25063286
YDR320C-A	53.47153552	63.34552326	39.85020677	57.80274187	42.70908243	45.09169147	105.1069833	75.19242109	55.7129458	85.40148772	80.1070904
YDR321W	277.8283902	186.1186157	26.47638594	241.6901024	168.2690757	24.06183473	249.8646811	245.6647027	59.663641	258.935061	51.3626199
YDR322C-A	80.2864212	116.2548247	303.896425	102.57515	123.5886622	193.9808368	149.681149	94.59618421	229.4955839	100.504485	175.7687786
YDR322W	42.78973259	43.74275567	74.24998486	36.82321404	40.29564714	64.88376359	36.70029827	42.6759621	71.21877711	33.33928153	63.67684586
YDR323C	4.176058849	2.942455095	5.894968433	4.646150728	2.988562363	4.646880114	11.27267295	10.21992187	10.78435093	12.19880827	13.59612444
YDR324C	68.52209557	60.23089821	2.635722327	47.08721183	51.58596551	1.717971213	56.08498543	42.24102275	2.996249494	48.37248468	3.738749793
YDR325W	13.38875188	7.953899176	8.134847395	12.52901663	8.690121118	8.419158904	15.41246736	9.591501188	12.84189156	11.93229637	14.41609788
YDR326C	20.64688968	14.53359517	16.10337689	18.96538177	15.56546237	15.75747869	14.06285615	11.73825734	13.62980368	16.16199472	20.17296096
YDR328C	134.7022519	145.7954998	235.4465248	162.1527106	165.3312973	221.7137293	182.9136796	155.5179225	272.2657532	210.0407036	254.4486288
YDR329C	21.53424915	22.58922297	60.03144362	22.23703514	18.84717225	47.11388397	29.10936535	34.62084641	78.38930828	26.97337182	69.04968127
YDR330W	22.05707054	23.12664196	94.50548965	20.55201737	17.17088714	80.36715229	13.52737869	23.83456969	88.14376586	21.44336872	87.84900911
YDR331W	41.01844713	37.00105403	36.40119944	41.06800942	36.37290596	36.23859529	35.6241455	30.74931129	25.56320198	27.40632641	40.36128973
YDR332W	2.467644687	2.8698416	5.969844174	2.355419221	2.723596066	4.654981724	16.69397099	16.33401939	23.61343553	14.6165152	20.03959044
YDR333C	21.28718256	16.76683797	26.73194951	23.09867709	15.86243306	22.38262774	37.1748911	33.21910495	45.98620217	30.44099576	50.23313488
YDR334W	5.512691196	3.815694905	8.492173197	5.216716383	4.779806331	8.756839172	14.49315153	14.91703472	26.28047124	14.53458391	35.00125875
YDR335W	31.3636812	18.49577572	44.41063099	34.49595748	19.45805863	38.99304312	29.38068952	33.67695559	95.26923392	33.39085363	103.0660894
YDR336W	9.307651385	6.787602377	11.89752682	6.964616683	8.599197201	13.65795021	38.74821971	26.20155265	28.79015311	29.01741542	29.85879991
YDR337W	54.06420409	48.45101941	105.9355694	36.40306198	41.93140875	71.53727614	49.81541683	52.98672775	83.37610753	42.28926056	82.51217958
YDR338C	8.170886596	12.15851956	20.41902144	7.432408327	8.964806652	11.86769367	14.45371058	18.23463733	23.5098774	18.74422324	19.80602434
YDR339C	108.3083017	105.6452143	71.03172175	74.32629045	95.57250893	53.39936481	137.7874582	120.9406305	44.64970865	107.5998177	43.65132433
YDR341C	283.649154	286.015773	142.8153744	280.122036	285.6995717	106.4664938	126.8935973	143.4956145	109.774833	153.6412173	77.74263625
YDR346C	169.6293699	128.9305864	85.96512658	150.8159456	140.1996023	73.89903138	172.5394804	120.980887	92.48706133	130.5132691	96.18808809
YDR347W	49.79097145	48.25333626	103.1669395	47.49749731	38.18611784	67.338623	99.09421564	108.0932797	141.9785295	89.78442268	153.1518226
YDR348C	33.22707933	31.31127903	36.31150841	32.06625598	26.23040039	33.14656839	38.9443693	40.56052715	61.36711915	39.98280762	53.02958775
YDR349C	24.79793501	21.27139511	21.98619096	19.60986468	16.44680232	15.77374664	54.5181474	51.93115895	62.05015691	62.38870757	62.59286856
YDR350C	4.097948775	6.560548364	13.00273682	3.33932954	3.983763026	10.74477518	15.91201123	23.16139584	53.30864479	24.20638046	44.85484456
YDR351W	16.52180529	13.03752094	25.84912811	14.49527324	11.34142802	21.59769193	18.31046423	23.03528572	26.37486047	20.43094153	32.95387371
YDR352W	29.47985226	41.73557952	35.98277687	23.08852889	25.38364737	20.31257695	47.89655839	57.2239926	44.71905533	58.08434518	40.03927095
YDR353W	519.3064699	2525.631328	7085.691126	577.3680727	2376.266191	6222.776736	372.8622336	1740.95844	4475.938768	2127.655592	4069.247822
YDR354W	44.22117609	56.01189725	60.19788282	45.82702196	59.12044633	46.8193977	56.1173404	57.24833403	73.12613842	66.96925014	59.80565824
YDR356W	16.15579054	12.73229409	14.91140827	15.6049572	13.43675421	15.24397768	14.16106142	14.21899151	20.27406783	12.56302202	23.98150703
YDR357C	48.6317004	56.04548155	72.63107575	39.73513752	30.72090793	70.76657652	83.65894921	57.57154918	117.7316611	61.46720047	78.00147935
YDR358W	15.09084245	16.13734292	124.3691027	18.25532424	19.28810273	108.8564659	8.774857527	16.94512031	88.21036027	14.24563853	88.67331806
YDR359C	8.059858629	5.780676557	9.321227726	7.313716702	5.422730492	8.958781129	11.88240463	13.40843873	23.86695672	15.57084182	22.78550813
YDR361C	122.929502	103.7275619	34.55733622	107.6734576	108.6377184	26.67325455	167.9316756	147.590893	31.98632849	142.1149905	35.48047984
YDR362C	12.66612828	9.734977101	14.03624375	10.53049962	7.460628145	10.58562116	23.45415043	22.17815234	36.40432001	21.4777003	31.18222534
YDR363W	5.845962697	9.025214805	12.98408153	6.500217577	8.0080588	11.76073621	23.55726718	18.32217027	25.9087604	15.23026794	29.02248125
YDR363W-A	330.3610956	450.648315	726.389569	332.7937385	372.4753107	877.3674117	520.4216037	364.7314426	663.950974	358.6862484	626.5767636
YDR364C	11.59491121	9.111186178	8.676533979	9.302328232	7.250884268	6.291710777	33.47714321	30.35286557	25.84042449	31.16869929	19.97973399
YDR365C	82.82682439	74.46231505	8.598011037	67.56161024	71.75092122	5.004580568	135.770009	97.03089258	61.44561254	111.2136267	41.02343135
YDR367W	65.56814576	85.26561436	72.72451516	55.63216585	53.6386461	43.8907807	131.6522433	153.6311218	127.1059873	141.2209328	112.2210002
YDR368W	172.3159511	228.5224958	604.1044361	143.9905215	160.3594037	547.2978425	108.8449632	193.7467012	710.7948714	131.8005876	571.5595443
YDR369C	4.761932849	5.451323891	7.233499601	4.499453171	4.123635545	8.246654175	8.228319287	8.586296361	25.05097916	8.376544389	19.18907102
YDR370C	10.3227852	7.00023272	10.49529286	8.584562219	6.25242981	6.572219685	46.09193045	24.36211853	22.06840926	24.87305783	22.13133014
YDR371W	15.60530855	14.66404367	37.38260205	12.25099462	10.84309834	30.7635774	21.18677616	14.97867023	34.72199464	13.87344657	31.74887409
YDR372C	111.3201329	104.210785	137.9174022	114.7971696	94.39655782	131.9215957	144.6712554	133.0003717	177.0519895	136.2053578	147.4164103
YDR373W	109.7102808	112.7703452	243.0239164	101.3178307	85.44690567	173.6776883	189.3919615	191.5986206	273.381156	166.0885405	246.1172353
YDR374C	0.433254511	0.798402507	2.772525957	0.398233935	0.361247937	1.642601203	0.705857214	0.838367667	0.800858524	0.589454036	0.567936066
YDR374W-A	26.03831295	34.22035333	46.86384316	36.24559499	37.42992264	39.58048474	62.21197118	44.19964753	40.61059355	48.39417637	53.02741093
YDR375C	13.21560716	9.412009725	19.40150114	10.55666995	9.408143253	13.52540508	30.89041648	30.46173629	46.34262468	26.97026614	42.63695981
YDR376W	21.30551178	17.60854487	36.09817428	19.57223592	16.32951413	36.92687362	33.40631854	25.77389108	76.51859362	29.47305725	66.87855842
YDR377W	145.8109411	218.3635701	386.7404533	149.8622852	164.7837408	308.5116457	152.1444957	113.8813271	171.557697	114.7208226	191.6407435
YDR378C	272.9748603	429.0192315	301.6140867	252.5935253	235.4589986	211.6104224	344.3457924	250.8090568	210.3198737	196.382165	170.8711496
YDR379C-A	22.58425103	53.84369477	142.2652382	21.28768254	27.44370085	139.2176152	15.17761071	20.89481702	85.31908147	21.8926036	86.96408319
YDR379W	7.297487939	7.019095691	13.14213577	7.081485962	6.110212396	12.2866452	12.06485841	14.03614891	39.70087578	13.213427	32.74714616
YDR380W	3.32268295	5.710145584	13.53408239	5.466787523	4.27995614	20.41392948	2.110121361	2.157281993	10.15229185	3.836558968	24.2135451
YDR381C-A	24.03609574	25.08246651	42.58279238	13.19092083	14.14141577	31.2301715	60.90755467	58.9971304	122.5553254	44.44363136	91.98632508
YDR381W	294.1394622	336.4878359	252.045356	306.5183876	317.1890852	255.0064935	311.7810393	269.6137268	259.3428474	290.2817636	261.3603977
YDR382W	2933.480967	3239.111689	980.9992103	2683.926466	2105.02133	765.3402544	4702.394504	2644.390929	1389.79029	2922.689779	870.5143639
YDR383C	11.72221457	13.14695246	14.44941371	10.82224675	13.26262162	16.70333322	24.65495183	27.05230385	34.45595368	23.26894488	25.02252871
YDR384C	186.7000944	263.1407993	98.75187778	154.2856057	187.5875098	44.90702109	150.7147357	138.6684689	58.17894317	152.3397265	38.92745786
YDR386W	4.657452547	5.602076178	7.697137214	5.081726906	5.140659098	8.35634737	14.92527689	10.2345865	19.88839474	11.56725728	19.12216284
YDR387C	4.31016398	3.919135392	12.33933188	5.589781016	4.444985381	11.84168145	22.97584738	22.53362619	72.50863943	22.42757323	63.10843423
