Threshold +/-1.5 for log2(TE change) was used in the manuscript. Refer to the fig. S2b if you like to select a different threshold.
gene_name 5 min	5 min log2(TE change)	gene_name 30 min	30 min log2(TE change)
YDR204W	-0.085300472	YLL010C	-0.133634891
YOR362C	-0.086415882	YNL137C	-0.13364663
YGR220C	-0.087297581	YPL134C	-0.134661088
YER072W	-0.087310306	YPL152W	-0.134951056
YFL013C	-0.087879352	YKL181W	-0.134963708
YPL125W	-0.088248836	YHR009C	-0.135419111
YJR043C	-0.088342133	YOL086W-A	-0.135771552
YBR023C	-0.088505538	YOR320C	-0.135924239
YNL036W	-0.08864733	YBL045C	-0.136186829
YBR152W	-0.089041312	YOL040C	-0.136826492
YER113C	-0.08963449	YPL065W	-0.137044066
YKL005C	-0.089684769	YOR149C	-0.138053709
YGL064C	-0.089761835	YKL096W	-0.138621908
YER129W	-0.089933139	YJR142W	-0.14076902
YBR103W	-0.09059012	YGR093W	-0.140856655
YPR011C	-0.09139376	YJR032W	-0.14116899
YBL050W	-0.091492581	YOL133W	-0.141307084
YMR033W	-0.091533987	YCL016C	-0.14160507
YDL233W	-0.091918228	YBR041W	-0.141987692
YIL083C	-0.092669281	YLR426W	-0.142031312
YOR270C	-0.094502957	YBR159W	-0.144167946
YJR025C	-0.095092257	YIL144W	-0.144198962
YEL001C	-0.095201155	YIL043C	-0.144283565
YJR030C	-0.095244804	YPR066W	-0.144567846
YLR216C	-0.095276276	YCR060W	-0.14470578
YHR190W	-0.095854554	YDL015C	-0.146456567
YHL008C	-0.096286317	YDL225W	-0.146558508
YDL072C	-0.096303933	YDR105C	-0.146665189
YGR251W	-0.096416013	YGR191W	-0.146908845
YBL036C	-0.096799451	YNL090W	-0.147171253
YLR154C	-0.09732074	YKL008C	-0.14745416
YKR007W	-0.097829602	YMR043W	-0.14763985
YKL151C	-0.097993421	YHR207C	-0.149078023
YLR129W	-0.098302451	YOL018C	-0.149493562
YMR105C	-0.099323129	YNR055C	-0.149976372
YGL017W	-0.099818091	YDR292C	-0.150124982
YDL127W	-0.100335651	YPL089C	-0.150202802
YGR140W	-0.100417648	YDR072C	-0.150303845
YIL033C	-0.100873279	YLR340W	-0.150396063
YER004W	-0.101237628	YIR037W	-0.150680195
YGR065C	-0.10152665	YOR212W	-0.150919766
YML028W	-0.101658412	YDL089W	-0.151115886
YFR045W	-0.102098861	YBL036C	-0.151441285
YPL019C	-0.102817868	YNL181W	-0.151831816
YJL158C	-0.102952231	YGL248W	-0.152189773
YLR245C	-0.103203404	YKL204W	-0.152510612
YOL030W	-0.103327815	YKL065C	-0.153178567
YGR199W	-0.103407131	YNL229C	-0.153247355
YGL241W	-0.103562182	YMR010W	-0.153260782
YBL056W	-0.103594132	YPR138C	-0.154202802
YKL072W	-0.103818094	YMR062C	-0.154661772
YCL038C	-0.103868358	YGR136W	-0.155493819
YDL014W	-0.104018949	YBR036C	-0.155646834
YBR276C	-0.10451119	YGL117W	-0.156710942
YMR295C	-0.104706175	YDL075W	-0.15718965
YMR274C	-0.104719039	YMR198W	-0.158312118
YKL117W	-0.10481209	YKL079W	-0.159130843
YKL214C	-0.105099356	YDL234C	-0.159382022
YDR319C	-0.105310423	YMR236W	-0.159441762
YOR222W	-0.105924637	YOR281C	-0.160029588
YNL189W	-0.106241649	YDR165W	-0.160101524
YML125C	-0.106250359	YER171W	-0.1604664
YKR099W	-0.106398457	YGL226W	-0.160922995
YOR341W	-0.106954875	YIR017C	-0.161018349
YLR413W	-0.107427557	YPR063C	-0.161054241
YDR227W	-0.107747017	YML112W	-0.161601238
YGR227W	-0.10828616	YNR003C	-0.161863834
YMR003W	-0.109012745	YMR197C	-0.162637916
YOL102C	-0.109106245	YPR183W	-0.162985002
YOR254C	-0.109438896	YLR201C	-0.163499352
YMR221C	-0.111578934	YPL246C	-0.163811573
YKL204W	-0.111753998	YAL012W	-0.16402317
YKL155C	-0.112342934	YOR221C	-0.164047509
YMR259C	-0.112588957	YLL032C	-0.164197106
YNR003C	-0.112619131	YMR038C	-0.165151739
YIL149C	-0.113480959	YNL233W	-0.165740864
YNR023W	-0.11349085	YGL111W	-0.16610444
YOR076C	-0.113700436	YKL114C	-0.16696468
YEL036C	-0.114134388	YLR047C	-0.1673724
YDR411C	-0.114342322	YGL030W	-0.167646387
YLR304C	-0.114540917	YNL304W	-0.16774417
YGL048C	-0.114752017	YAL040C	-0.168657177
YDR190C	-0.115119353	YGR187C	-0.16912233
YMR229C	-0.115530528	YJL094C	-0.169243876
YBL037W	-0.116106364	YOR160W	-0.169249996
YPL065W	-0.11624209	YHR110W	-0.169301796
YKL159C	-0.116277327	YBR034C	-0.169424366
YER064C	-0.116516296	YMR183C	-0.170008384
YPL259C	-0.11690201	YLR427W	-0.170304593
YOR047C	-0.11704573	YLR096W	-0.170596365
YLR247C	-0.117134785	YGR086C	-0.170666536
YFR037C	-0.117212189	YOL038W	-0.17070662
YER005W	-0.117246074	YBL040C	-0.170981394
YGR193C	-0.117649485	YLR001C	-0.171068126
YGR106C	-0.11786093	YER022W	-0.171341677
YKL059C	-0.117981429	YDL052C	-0.17157036
YNL098C	-0.11799291	YCL051W	-0.171971408
YGL140C	-0.1183741	YJL178C	-0.172316279
YIL039W	-0.118732482	YGR024C	-0.172434462
YFL018C	-0.118883276	YNR026C	-0.173345558
YDR221W	-0.119044745	YDR500C	-0.173570917
YJL029C	-0.119158341	YER063W	-0.17359222
YML110C	-0.119211503	YJL196C	-0.173811197
YAL012W	-0.119417178	YNL224C	-0.174513519
YGR056W	-0.120043502	YGL010W	-0.174791786
YGR099W	-0.120182905	YNL165W	-0.175003251
YHL011C	-0.120385274	YBR279W	-0.175194306
YMR009W	-0.120523513	YHR206W	-0.175507093
YBR295W	-0.12063841	YBR150C	-0.17613341
YDR325W	-0.12077236	YPL150W	-0.176268668
YJR132W	-0.120791013	YOR352W	-0.176638442
YLR172C	-0.121519602	YKR036C	-0.177183361
YPL030W	-0.12193006	YBL056W	-0.178048414
YGR283C	-0.121984061	YMR083W	-0.17820068
YPR010C	-0.122079987	YOR265W	-0.178200834
YOR385W	-0.122162824	YDR190C	-0.178888773
YNR019W	-0.122578839	YKR090W	-0.179259436
YKL033W	-0.122734692	YDR153C	-0.179321525
YLR118C	-0.122801607	YDL017W	-0.179361212
YGR277C	-0.122982733	YML082W	-0.17960893
YBR001C	-0.123704889	YJR118C	-0.179816749
YLL032C	-0.123731376	YLR443W	-0.180268007
YEL044W	-0.124212453	YKL087C	-0.180835071
YDR061W	-0.124959995	YMR091C	-0.181035327
YPL039W	-0.125072982	YNL236W	-0.181442947
YPL242C	-0.125389885	YPL228W	-0.181902786
YGL160W	-0.125609462	YOR308C	-0.181965602
YBR065C	-0.126200494	YBR268W	-0.183825931
YBR279W	-0.126279309	YFR013W	-0.184458745
YKR029C	-0.126324256	YDR109C	-0.184515136
YPL084W	-0.126378629	YMR288W	-0.185018417
YOL022C	-0.126392551	YGR167W	-0.186126175
YKL001C	-0.127133209	YOR036W	-0.186220509
YMR139W	-0.127260514	YEL015W	-0.186297349
YDR099W	-0.127322856	YCR023C	-0.186526459
YGL157W	-0.127449653	YIL068C	-0.186872218
YDL116W	-0.127853994	YOL049W	-0.187817524
YOR330C	-0.127892858	YNR019W	-0.187981902
YOR317W	-0.128060146	YJL201W	-0.187988121
YER087W	-0.128327579	YOR299W	-0.188401282
YKL084W	-0.128678468	YDR074W	-0.18861177
YBR234C	-0.128698206	YHR024C	-0.189123796
YBR024W	-0.128824598	YER137C	-0.189325366
YPL057C	-0.128869015	YOL017W	-0.189498015
YER154W	-0.129141616	YAL036C	-0.191037698
YGL163C	-0.1293595	YIR026C	-0.191086906
YHR123W	-0.129466135	YBR001C	-0.191617894
YPR051W	-0.129730123	YGL209W	-0.191994931
YOL127W	-0.12996773	YDL180W	-0.19244307
YEL063C	-0.13013628	YNL152W	-0.192722723
YIL077C	-0.1302381	YMR181C	-0.193511667
YHR127W	-0.131462315	YJR113C	-0.193755132
YDL097C	-0.131586608	YPR174C	-0.19380551
YJL125C	-0.131731817	YNL323W	-0.193835849
YKR001C	-0.13293257	YKR023W	-0.193866639
YNL182C	-0.133003531	YGR117C	-0.193903648
YLR195C	-0.133601012	YBR179C	-0.194529894
YNR067C	-0.133680774	YKL022C	-0.194755313
YOR099W	-0.133726447	YOR340C	-0.194773092
YML008C	-0.133803345	YDR162C	-0.194789618
YDR031W	-0.134416567	YNL118C	-0.195283653
YOL123W	-0.134540214	YHR063C	-0.195361886
YIL146C	-0.135273706	YML038C	-0.19657867
YIL125W	-0.135560504	YPL206C	-0.197560953
YNL223W	-0.135785316	YDR182W	-0.197750345
YKL029C	-0.135875145	YAR008W	-0.198929128
YDR086C	-0.136042861	YLR440C	-0.198989159
YLR058C	-0.136430652	YLR015W	-0.200151169
YDR158W	-0.136693567	YBL009W	-0.201026282
YBL009W	-0.136890236	YOL103W	-0.201047103
YLL036C	-0.136956953	YDR139C	-0.201099743
YER176W	-0.137372027	YDR429C	-0.201206641
YKR078W	-0.137659371	YFR046C	-0.201855359
YIL124W	-0.137986621	YOR259C	-0.201906147
YJR118C	-0.13800911	YBR151W	-0.201972121
YLR175W	-0.138189538	YML048W	-0.202224344
YKR100C	-0.13839385	YLR143W	-0.202511354
YAL026C	-0.138488304	YLR166C	-0.202937449
YPL092W	-0.139287779	YPR048W	-0.204215006
YNL041C	-0.139377771	YML014W	-0.204667992
YOR136W	-0.139610671	YER055C	-0.204872869
YNL070W	-0.139677275	YPR128C	-0.205229144
YGL236C	-0.140022761	YML114C	-0.205395114
YPL126W	-0.140400108	YMR311C	-0.205433754
YER011W	-0.140505958	YJL159W	-0.205451173
YGR258C	-0.140529538	YGR202C	-0.205627502
YMR220W	-0.140822389	YJL060W	-0.205880038
YMR013C	-0.140970938	YOL092W	-0.206328113
YHR040W	-0.141058218	YIL067C	-0.207072439
YDL175C	-0.141199973	YNR023W	-0.207295249
YMR035W	-0.141499527	YNL094W	-0.207510398
YER063W	-0.141654452	YOL022C	-0.207668224
YBL104C	-0.141691568	YMR029C	-0.207671092
YLR201C	-0.142181364	YDR099W	-0.20771385
YNL122C	-0.142678114	YMR224C	-0.209284228
YDL006W	-0.142710488	YEL036C	-0.210009335
YPR183W	-0.143308433	YJL168C	-0.210089123
YGR093W	-0.143375905	YDR479C	-0.210287366
YKL022C	-0.143577523	YHR081W	-0.21104712
YHL039W	-0.144536184	YIL145C	-0.211433526
YJL217W	-0.14455309	YLL041C	-0.211735342
YGL190C	-0.145045036	YPL100W	-0.211741646
YGR017W	-0.145052362	YDR436W	-0.211938246
YDR520C	-0.145163783	YAL008W	-0.213478422
YDR182W	-0.145426618	YBR234C	-0.214957505
YNL165W	-0.145535245	YDR516C	-0.215000124
YJL123C	-0.145552548	YHL027W	-0.21501036
YGR191W	-0.145703149	YBR082C	-0.215703174
YEL055C	-0.146049262	YLR026C	-0.216069504
YDL070W	-0.146151179	YNL221C	-0.216262517
YOL139C	-0.146292522	YDR057W	-0.21634071
YER168C	-0.146359257	YLR034C	-0.216418886
YLR398C	-0.146575145	YBL074C	-0.216433092
YDR189W	-0.147183146	YDR282C	-0.216909207
YGR234W	-0.147388329	YLR260W	-0.216954921
YLR319C	-0.147519493	YDR394W	-0.216955653
YLR288C	-0.149462246	YEL063C	-0.217123077
YBR192W	-0.14978225	YKL016C	-0.218120125
YDR485C	-0.149844276	YOR362C	-0.218345173
YJL204C	-0.149930223	YNL042W	-0.219160501
YJR141W	-0.150035322	YDR145W	-0.219624202
YAR015W	-0.150156132	YMR222C	-0.219832073
YNL023C	-0.150229003	YHR029C	-0.219885924
YGL013C	-0.150325506	YOR168W	-0.220841643
YPL243W	-0.150582451	YHR077C	-0.220965663
YBR230C	-0.150667749	YIL135C	-0.221592479
YNL058C	-0.151049388	YDR244W	-0.221645501
YMR079W	-0.151786666	YDR046C	-0.221803625
YBR165W	-0.1518442	YBR072W	-0.221939786
YHR006W	-0.15210451	YIR034C	-0.223372055
YGR100W	-0.152380239	YDR309C	-0.223452441
YBR053C	-0.152463761	YOR058C	-0.224097703
YLR387C	-0.153226901	YCR036W	-0.224391654
YML012W	-0.153615697	YNL037C	-0.224394379
YDL015C	-0.154119476	YDL113C	-0.224500357
YKR088C	-0.154163413	YBR172C	-0.224800699
YBR094W	-0.154264509	YBR026C	-0.225026594
YLR332W	-0.15472527	YNL327W	-0.225262473
YER169W	-0.155068088	YJL066C	-0.22543961
YMR198W	-0.155301197	YIL062C	-0.225817437
YPR186C	-0.15577858	YDR333C	-0.225947201
YAL001C	-0.155908028	YGR015C	-0.226351263
YHR114W	-0.155910506	YBR166C	-0.226430014
YLR238W	-0.156492285	YDL174C	-0.226858062
YOR109W	-0.157241519	YNL207W	-0.227233702
YHR068W	-0.157379897	YJL054W	-0.227461158
YJL068C	-0.157713071	YGL082W	-0.228681065
YGR111W	-0.157787005	YDL106C	-0.228711758
YDL003W	-0.15780202	YNL008C	-0.229010647
YPR148C	-0.157852398	YMR134W	-0.229215576
YBR271W	-0.15786696	YKL089W	-0.229492182
YGL128C	-0.158202281	YMR061W	-0.229762909
YDL168W	-0.158490666	YCR005C	-0.23042811
YNR046W	-0.158607608	YOR355W	-0.23072808
YDR202C	-0.158727496	YMR166C	-0.231267247
YML069W	-0.159050966	YMR086W	-0.231475761
YKR053C	-0.159057933	YKL159C	-0.231848533
YGL186C	-0.159318912	YML019W	-0.23220015
YOL148C	-0.159436552	YBR057C	-0.232403823
YHR004C	-0.159488563	YLR362W	-0.232485007
YER050C	-0.15960844	YNL239W	-0.232997964
YDR329C	-0.160397762	YJL123C	-0.233615775
YDR156W	-0.160633201	YMR146C	-0.234229706
YMR092C	-0.16075612	YPR187W	-0.235209094
YBR049C	-0.161013235	YOR249C	-0.235232471
YDR515W	-0.161059664	YKL194C	-0.235523508
YML095C	-0.161394599	YJL156C	-0.235553515
YJL212C	-0.161411085	YER142C	-0.235607024
YMR116C	-0.161573694	YGR012W	-0.235686437
YOR195W	-0.162150284	YOR164C	-0.236224405
YOR207C	-0.162302557	YDR204W	-0.237057675
YLL038C	-0.162670948	YLR168C	-0.237113243
YBL058W	-0.162676235	YDR485C	-0.237577814
YMR087W	-0.162963179	YGR013W	-0.238092463
YJR001W	-0.163282967	YDR505C	-0.238888753
YHR029C	-0.163899892	YPL180W	-0.239730398
YLR086W	-0.16409057	YDR284C	-0.240388931
YFL047W	-0.164407751	YPL022W	-0.241018908
YAR007C	-0.165015265	YOL045W	-0.24151688
YEL046C	-0.16541824	YNL200C	-0.24227145
YLR186W	-0.165441352	YGL073W	-0.242431846
YDR295C	-0.16560814	YLR210W	-0.242521885
YNL061W	-0.16701124	YGR173W	-0.242622413
YPL018W	-0.167036572	YMR157C	-0.243216143
YNL191W	-0.167108492	YJR013W	-0.243407002
YPR046W	-0.167299796	YNR035C	-0.24490105
YDL146W	-0.167615343	YBR207W	-0.245009528
YOL062C	-0.167740004	YPL194W	-0.245158999
YLR082C	-0.167798358	YJR116W	-0.245641582
YML051W	-0.167832036	YBR135W	-0.245691383
YOL019W	-0.168039836	YNL201C	-0.245719036
YGR231C	-0.168143121	YER004W	-0.246057785
YNL026W	-0.168243852	YDR206W	-0.246088405
YDR347W	-0.168315158	YCL032W	-0.246635233
YPL241C	-0.168475149	YJL177W	-0.247003823
YPL127C	-0.168741522	YHR013C	-0.247298569
YFL024C	-0.16876032	YDL213C	-0.247659585
YMR089C	-0.168892978	YPL208W	-0.24869106
YNL190W	-0.169282837	YML007W	-0.248856148
YJL178C	-0.169624349	YIL124W	-0.249053559
YJR072C	-0.169894669	YBR200W	-0.249599723
YNL124W	-0.170051664	YLR214W	-0.249905103
YPR016C	-0.170377714	YPL055C	-0.249910944
YOR229W	-0.170452822	YKR014C	-0.250223849
YGR133W	-0.170511226	YJL127C	-0.250373183
YGL252C	-0.171431758	YGR004W	-0.250646492
YBR202W	-0.172332776	YJR016C	-0.25077199
YJL115W	-0.172359491	YMR070W	-0.251571242
YBR272C	-0.172498883	YLR195C	-0.25160401
YKL193C	-0.173796659	YKR038C	-0.251947331
YNL181W	-0.174492667	YPL143W	-0.252783715
YPR182W	-0.174694208	YIL038C	-0.25281494
YOR292C	-0.174847339	YLR345W	-0.253093781
YEL005C	-0.174984018	YHR199C	-0.253683878
YDR500C	-0.175281792	YPR058W	-0.253756125
YHR117W	-0.175670285	YBL085W	-0.253984532
YJL012C	-0.17570852	YBL061C	-0.254052077
YLR283W	-0.17614211	YCR092C	-0.255236199
YMR031C	-0.176153716	YGR233C	-0.256251053
YEL060C	-0.176886748	YMR221C	-0.256509586
YKL020C	-0.176899942	YNL240C	-0.256875449
YBR072W	-0.17697729	YKL140W	-0.256881748
YOL021C	-0.177081319	YJL125C	-0.257309843
YLR052W	-0.177108418	YOR229W	-0.258293602
YOR377W	-0.177193563	YBR143C	-0.258312437
YBR205W	-0.17766427	YDL086W	-0.258500064
YHR075C	-0.177771287	YMR108W	-0.259214581
YOR179C	-0.178118818	YNL192W	-0.259493785
YIR012W	-0.178658221	YOR187W	-0.25950631
YHR021C	-0.17985446	YER095W	-0.259896798
YDR073W	-0.179963613	YML096W	-0.260467373
YDR137W	-0.179979832	YER144C	-0.260670936
YKR043C	-0.180030912	YGR205W	-0.260877949
YHL044W	-0.180313382	YBL067C	-0.261461187
YER046W	-0.180355939	YJR077C	-0.261602053
YDR237W	-0.180702143	YER143W	-0.261940392
YGL091C	-0.182482275	YBR004C	-0.262140827
YCR044C	-0.182489234	YKR030W	-0.262553091
YOL045W	-0.18255342	YOR236W	-0.262813722
YER049W	-0.183048911	YGL219C	-0.262890362
YHR131C	-0.183244236	YKL209C	-0.262906885
YKR062W	-0.184400089	YLR298C	-0.262999562
YDL201W	-0.184505177	YGR277C	-0.263343658
YML078W	-0.184530484	YER163C	-0.263347009
YPL255W	-0.184633629	YIL022W	-0.263539328
YBR200W	-0.184711173	YGL083W	-0.264089608
YGL050W	-0.184737197	YAL062W	-0.264293002
YIR004W	-0.185197403	YDR267C	-0.264413357
YDR303C	-0.185423808	YDR376W	-0.264747773
YPL235W	-0.185575975	YML021C	-0.265139253
YHR027C	-0.186063819	YGR112W	-0.265375877
YGL185C	-0.186195306	YJL099W	-0.265675174
YBR264C	-0.186534149	YOR128C	-0.266137982
YOR361C	-0.18681677	YDR411C	-0.266322879
YBR207W	-0.186976806	YJL072C	-0.267729922
YJL156C	-0.1872747	YBL046W	-0.267939236
YJR041C	-0.187517822	YNL136W	-0.268097713
YHR070W	-0.18752946	YGR223C	-0.268232175
YBL102W	-0.187927084	YNL096C	-0.269075143
YDR155C	-0.1883564	YGR194C	-0.269780923
YOR370C	-0.188587743	YDL159W	-0.270368293
YDR394W	-0.188860511	YLR150W	-0.270640659
YAL051W	-0.188906099	YMR235C	-0.270863308
YJL049W	-0.189226787	YPR104C	-0.27095089
YOR357C	-0.189550603	YER087W	-0.271477313
YCL054W	-0.189555821	YMR253C	-0.271501107
YGL035C	-0.189892854	YAR002C-A	-0.271580339
YOR160W	-0.1900488	YPR148C	-0.271610094
YGL010W	-0.190141446	YLR244C	-0.272153554
YOR304W	-0.190315355	YDR387C	-0.272966554
YOR253W	-0.190689547	YNR027W	-0.27436346
YCR094W	-0.190728171	YLR097C	-0.274395114
YER075C	-0.192241763	YLR115W	-0.27442267
YLR345W	-0.192462421	YKR077W	-0.275450753
YGL103W	-0.192512065	YDL022W	-0.27547441
YMR196W	-0.192641865	YCR051W	-0.275499984
YAL056W	-0.192909571	YPL196W	-0.275997247
YHR010W	-0.193296744	YDR237W	-0.276271314
YLR260W	-0.19330254	YHR017W	-0.277586897
YOR319W	-0.193531014	YNL310C	-0.277785442
YLR268W	-0.193945641	YOR064C	-0.278755546
YHL034C	-0.194058614	YDR528W	-0.278996019
YDL225W	-0.194498109	YIL107C	-0.279055582
YPL150W	-0.194980862	YGL252C	-0.281326622
YML111W	-0.195347887	YNL251C	-0.281485103
YBR290W	-0.195381217	YLR204W	-0.281597222
YNL251C	-0.195620447	YJL141C	-0.282250286
YGR205W	-0.196226218	YLR180W	-0.282390718
YGR128C	-0.196316247	YGL242C	-0.282786926
YML070W	-0.196611917	YBR056W	-0.283055577
YCR046C	-0.196792341	YNL151C	-0.283248697
YPL160W	-0.196799045	YHR078W	-0.283788421
YOR375C	-0.196972585	YOL122C	-0.284011245
YPR189W	-0.197334638	YBL005W	-0.284509221
YLR060W	-0.197363957	YHR025W	-0.284522969
YER030W	-0.197518678	YOR066W	-0.284587919
YNR015W	-0.19766588	YJR110W	-0.284730961
YPL007C	-0.197675186	YNL097C	-0.2849095
YDL190C	-0.198027123	YDR531W	-0.285293039
YGL142C	-0.198033137	YMR243C	-0.285304116
YOR359W	-0.198072189	YER052C	-0.285604158
YLL029W	-0.19813851	YAL044C	-0.285703917
YDR356W	-0.198718446	YKL033W	-0.285733584
YNL134C	-0.199413139	YGL017W	-0.286598323
YPL091W	-0.199932263	YNL026W	-0.286741723
YNL055C	-0.200066796	YGR005C	-0.287055262
YMR281W	-0.200212171	YBR248C	-0.287070455
YPR024W	-0.200308704	YCR094W	-0.287180407
YGR196C	-0.200767992	YNL264C	-0.287207593
YPL196W	-0.200817277	YGR234W	-0.287453116
YML098W	-0.200872614	YDL077C	-0.287736929
YDL029W	-0.20090066	YLR216C	-0.287923847
YGL092W	-0.201041898	YHR079C	-0.288276768
YGL003C	-0.201670546	YDR173C	-0.289255648
YDR108W	-0.201874479	YPL169C	-0.289440131
YOR211C	-0.201914264	YJR122W	-0.289690758
YDR139C	-0.202152601	YIL023C	-0.289813172
YLR383W	-0.202522038	YJR126C	-0.289858879
YOR337W	-0.202702227	YDR508C	-0.290582743
YOR367W	-0.202897292	YPR110C	-0.291390506
YMR278W	-0.203384128	YDL203C	-0.29192215
YDR291W	-0.203464975	YHR094C	-0.292385204
YLR323C	-0.203472158	YMR318C	-0.292413911
YML018C	-0.203532392	YOR219C	-0.29298518
YOR276W	-0.204081979	YHR076W	-0.29344954
YNL199C	-0.20446637	YCR035C	-0.293787157
YNL186W	-0.204779128	YBR037C	-0.293878591
YML001W	-0.205052022	YJL171C	-0.294212889
YMR310C	-0.20515638	YLR194C	-0.294452693
YLR027C	-0.205909615	YLR404W	-0.294654005
YCL008C	-0.205910471	YER082C	-0.295205835
YLR429W	-0.206144853	YOR231W	-0.29563731
YKR049C	-0.206153272	YER113C	-0.295650193
YNL132W	-0.206601922	YIL114C	-0.295805331
YCR036W	-0.207293383	YDR055W	-0.296711308
YOL101C	-0.207314398	YGR193C	-0.296945211
YDR341C	-0.207320913	YER021W	-0.297071831
YMR078C	-0.207381437	YNL087W	-0.297943528
YIL049W	-0.207552883	YPL015C	-0.29844206
YGR104C	-0.207972598	YMR073C	-0.298623204
YLR300W	-0.207984824	YGL198W	-0.299071237
YPR004C	-0.20799165	YOR211C	-0.299898945
YDR302W	-0.208872588	YNL081C	-0.300175774
YMR223W	-0.20908975	YLR209C	-0.300214399
YHR016C	-0.209465387	YGL105W	-0.301169292
YLR120C	-0.209835137	YGL141W	-0.301276507
YPL265W	-0.209905918	YHR152W	-0.30154539
YML016C	-0.210049283	YOR370C	-0.301672701
YGL222C	-0.21021948	YLR118C	-0.301760344
YKL010C	-0.21033121	YKL117W	-0.301873277
YFR046C	-0.210438277	YDR194C	-0.302018769
YJL129C	-0.210620048	YER030W	-0.302665376
YPL143W	-0.210810536	YMR033W	-0.302666262
YMR197C	-0.21130576	YEL046C	-0.302728023
YMR146C	-0.211582313	YLR182W	-0.303510242
YPL144W	-0.21175179	YGL013C	-0.303575597
YPR084W	-0.213761629	YML076C	-0.304213474
YLR178C	-0.213908275	YOR194C	-0.304224848
YFL010C	-0.213918879	YNR008W	-0.304272595
YDR391C	-0.214501021	YJL183W	-0.304592784
YHL014C	-0.214731228	YAL041W	-0.305047236
YJL088W	-0.214818501	YBR123C	-0.305574775
YGL254W	-0.214843318	YER007W	-0.305791073
YDR353W	-0.214897339	YNL238W	-0.307648218
YNL329C	-0.214925015	YDR435C	-0.308049806
YAL046C	-0.216579526	YER011W	-0.308222684
YMR048W	-0.217261836	YAL011W	-0.308578806
YNL211C	-0.217606923	YKL128C	-0.30861652
YPR072W	-0.217804807	YDR390C	-0.30874116
YDR483W	-0.217936126	YGL097W	-0.308812879
YMR108W	-0.217949012	YML081W	-0.308883038
YNL330C	-0.218534486	YJR124C	-0.308988907
YFR031C	-0.21864862	YDR159W	-0.309564912
YNL035C	-0.219201892	YGR260W	-0.309922666
YKL181W	-0.219604023	YOR223W	-0.310726942
YLR347C	-0.219756043	YML012W	-0.311358876
YNL064C	-0.219791742	YAL046C	-0.311365386
YNR037C	-0.219803637	YDR108W	-0.312777125
YDR333C	-0.219994305	YNR017W	-0.312929712
YJL201W	-0.220134361	YER014W	-0.312981656
YDR395W	-0.220610512	YMR004W	-0.313796328
YOR131C	-0.220632969	YDR227W	-0.314139331
YOR261C	-0.220838454	YGR180C	-0.314179356
YKR071C	-0.221009902	YJL203W	-0.315127856
YBL067C	-0.221042008	YGR163W	-0.315558387
YLR061W	-0.221225058	YBL024W	-0.315952549
YKR082W	-0.221865411	YGL181W	-0.316283554
YDR435C	-0.221998814	YDR460W	-0.318192465
YNL220W	-0.222028092	YOR209C	-0.31916126
YOR054C	-0.222284811	YHR113W	-0.319369111
YDR052C	-0.222480095	YER059W	-0.319907676
YDL202W	-0.222673673	YBL069W	-0.320196297
YDL183C	-0.222730257	YMR110C	-0.321576033
YBR260C	-0.222889775	YLR172C	-0.322616866
YGR255C	-0.223041742	YGL213C	-0.323014465
YDR088C	-0.223088676	YGL095C	-0.323070823
YLL043W	-0.223487863	YDR036C	-0.323675572
YNL263C	-0.223748787	YOR250C	-0.323954405
YER163C	-0.223970071	YGL225W	-0.324346813
YNL071W	-0.2242263	YIL112W	-0.324483083
YGL247W	-0.224350173	YPL116W	-0.325083255
YIL153W	-0.224452158	YCL049C	-0.325394646
YDR503C	-0.224590085	YDR231C	-0.325975303
YNL137C	-0.224782822	YER031C	-0.328186748
YIL068C	-0.225711249	YBR273C	-0.328659956
YPL245W	-0.227298069	YLR396C	-0.329200082
YHR132C	-0.228529006	YJR103W	-0.330144064
YDR410C	-0.228933452	YJR030C	-0.330522562
YDR184C	-0.229128402	YJL063C	-0.330697431
YLR034C	-0.229500461	YNL305C	-0.331846043
YLL058W	-0.229604157	YPR024W	-0.332315964
YDR348C	-0.230678863	YDR320C	-0.332496432
YIR025W	-0.230783104	YKL088W	-0.332909599
YDR364C	-0.230872835	YIL046W	-0.333380351
YOR223W	-0.23087407	YNL292W	-0.33350948
YBR047W	-0.230987963	YNL058C	-0.333607541
YER140W	-0.231030202	YKL060C	-0.333776134
YJR134C	-0.231083471	YMR019W	-0.334055393
YMR172W	-0.231357158	YOR382W	-0.334136961
YDR375C	-0.23169729	YDL168W	-0.334473895
YDR486C	-0.232579041	YMR184W	-0.334578307
YPL232W	-0.232869472	YKL028W	-0.335231687
YDL216C	-0.232968767	YGL060W	-0.335876464
YHR121W	-0.232977516	YGL133W	-0.336041977
YGR257C	-0.233149662	YNR011C	-0.336250812
YLR270W	-0.233291172	YGL001C	-0.337177158
YHR039C	-0.233811741	YHR086W	-0.337551447
YCL025C	-0.23458444	YAL056W	-0.338157518
YER016W	-0.234901494	YJR017C	-0.339771873
YJL171C	-0.235632432	YKL151C	-0.339874955
YHR031C	-0.236591638	YNL232W	-0.34080767
YGL002W	-0.236661131	YLL006W	-0.340874176
YLR390W-A	-0.237707787	YDL007W	-0.341481371
YDL159W	-0.237773812	YGL043W	-0.341774091
YOR373W	-0.238194968	YDR307W	-0.342229107
YER103W	-0.238203673	YML119W	-0.342443652
YGR127W	-0.238723502	YBR272C	-0.342500009
