# Lee et al. "A dynamic model of proteome changes reveals new roles for transcript alteration in yeast" Molecular Systems Biology 7:514 (2011).
#Protein	Metrics	NA	NA	Quantitation	NA	NA	NA	NA	NA	NA	NA
#Protein	Probability Score	PSMs	Unique Peptides	"TMT-130 Intensity
#0 min"	"TMT-126 Intensity
#30 min"	"TMT-127 Intensity
#60 min"	"TMT-128 Intensity
#90 min"	"TMT-129 Intensity
#120 min"	"TMT-131 Intensity
#240 min"	Quantified PSMs	Quantified Unique Peptides
orf	probability.score	psms	unique.peptides	tmt.130.intensity.nacl.0min	tmt.126.intensity.nacl.30min	tmt.127.intensity.nacl.60min	tmt.128.intensity.nacl.90min	tmt.129.intensity.nacl.120min	tmt.131.intensity.nacl.240min	quantified.psms	quantified.unique.peptides
YDR210C-D	1.32E-164	569	48	194188.8076	113011.2396	106924.4011	103676.0749	190815.6275	185448.5223	3	1
YKL196C	7.84E-164	75	12	27989098.28	28568371.68	29449501.29	28398694.96	29044790.69	28919341.62	43	9
YER120W	2.34E-163	74	11	27865800.7	28108130.89	29199892.86	28209886.89	28543870.86	26873217.53	32	10
YMR315W	2.39E-163	72	11	17588363.6	19901110.71	24073762.16	25859630.35	26198309.91	26159115.84	27	7
YIL043C	2.42E-163	96	12	45455226.93	44663236.42	45209180.55	45083320.55	45290314.65	42651260.59	44	8
YOR239W	2.73E-163	40	12	3785242.703	4009608.327	3926841.396	4131778.096	3431093.159	3966749.434	21	10
YDL226C	3.50E-163	42	13	20866359.14	21385557	20991539.81	20704867.32	20817720.94	21782870.61	20	7
YBR221C	4.11E-163	130	11	58865476.65	57587835.88	59349633.07	61564535.59	54128393.49	61237291.51	84	13
YLR029C	5.58E-163	259	13	47663054.99	44804597.28	44679734.18	45736438.21	44877632.22	44980065.33	27	2
YHR087W	6.77E-163	143	10	10673718.9	58113931.43	84079570.19	78614799.41	77045565.13	67489045.32	76	10
YPR133C	1.80E-162	32	13	18569134.72	19980511.02	18904949.12	18853162.23	18851735.08	19723416.25	16	7
YPR112C	2.20E-162	38	15	6789542.286	7094557.924	6427236.192	5913320.695	5673126.387	5354192.32	14	8
YIL033C	1.61E-161	41	12	4918216.127	5805593.531	6066128.901	5882497.138	6157706.202	5960293.491	12	6
YGR148C	5.02E-161	223	13	23063913.88	22444349.38	21831553.08	22801159.73	22779068.06	22279364.89	14	2
YMR183C	7.99E-161	40	12	11464925.26	11939306.71	11740489	11768170.16	12124638.03	11253611.03	15	6
YGR244C	1.54E-160	37	12	20722523.46	26269571.26	24324270.06	24406583.6	26466546.97	27483364.07	18	8
YPR108W	1.88E-160	40	12	20992063.85	22651158.99	23778913.55	22771638.27	22010770.48	20795798.91	22	7
YML017W	3.92E-160	29	13	2942765.677	2812606.462	3037121.43	3689158.59	3423544.971	3547625.821	8	6
YDR483W	4.10E-160	47	10	24840205.92	22548437.39	23556990.08	24467640.77	25231429.71	26607776.72	21	9
YPR183W	5.12E-160	94	11	39440307.17	39927623.86	39799255.5	41185698.2	42687549.79	40344156.42	36	10
YOR187W	8.16E-160	60	12	26257318.56	26355263.31	27808388.47	26991922.16	28055387.83	27647992.63	25	9
YGR218W	9.16E-160	40	12	9390767.314	9234882.665	10043703.66	10295440.67	10133909.11	9422060.707	13	5
YOL120C	1.09E-159	312	11	176025557.3	176612008.1	167414228.6	163420483.9	159685358	156470667.1	145	11
YHR137W	1.33E-159	56	12	7268786.637	12218823.19	15257922.41	15522437.99	17224667.67	17933998.9	20	8
YOL059W	2.80E-159	122	11	20172773.26	19677388.03	16307599.88	15478161.48	14491196.89	15604600.74	45	7
YIL137C	3.57E-159	50	12	10463057.56	10516096.34	11330990.7	12044205.13	12164252.13	12062086.85	18	6
YGR209C	4.60E-159	139	10	34350562.87	35196803.85	35940318.31	42791776.55	44048025.53	47655200.8	42	7
YGR135W	9.09E-159	62	11	63227856.58	66530292.43	66136192.26	65799459.76	62219948.18	61034261.71	37	8
YHL011C	2.39E-158	53	11	18942262.91	18488187.21	19020919.77	17947466.15	17753053.45	16176662.74	18	8
YHR074W	2.44E-158	34	11	7835429.816	8174772.164	9270657.449	8962702.797	9046760.957	8787871.71	10	6
YLR398C	2.49E-158	27	14	489096.4083	507892.9757	579767.1715	412138.1524	559347.5581	420703.507	4	3
YMR189W	2.58E-158	40	12	7255595.683	6734302.512	7141871.608	7737041.895	7442304.492	7287232.139	8	4
YDR382W	3.07E-158	294	9	214149919.7	182450486.7	197149767.3	198247561.6	210557042.9	196998336.9	186	9
YHR063C	3.84E-158	42	11	20534406.99	20091879.3	21187323.01	20239594.56	20462278.1	19972275.13	17	6
YKL006W	4.52E-158	332	10	35752303.51	34717176.41	34501561.45	33941737.81	33806699.75	34814719.3	12	2
YMR109W	5.11E-158	49	13	2055224.558	1885921.436	2036781.335	2363393.783	2195402.036	1959782.935	5	4
YDR427W	7.27E-157	49	14	30822321.08	31763882.42	33858218	33255098.48	31319457.92	30903905.01	19	9
YOL098C	8.57E-157	26	12	3893404.329	3641455.46	4030856.194	3736827.521	3961463.398	3623133.93	7	6
YDR388W	2.02E-156	58	11	35753568.85	37518816.44	40558795.81	41155823.93	41052741.61	41434967.98	31	5
YNL243W	3.68E-156	42	12	3398738.062	3619854.363	3855726.765	4012730.974	3998181.191	3690612	5	4
YPR148C	7.06E-156	30	12	15767600.91	17396352.07	18373234.39	18781903.11	18748344.49	19360434.03	13	6
YPL063W	1.96E-155	34	14	5061820.988	5194180.27	5396157.68	5600088.107	5078182.63	5141220.075	10	8
YML048W	2.52E-155	55	11	6765600.478	6692077.456	7152688.694	7132295.394	7145573.993	6583433.162	14	6
YDR516C	4.43E-155	45	15	15302193.45	24235239.18	26916278.2	26659822.93	27318706.13	25113806.81	16	10
YDL192W	5.92E-155	106	10	31192917.8	25991914.61	28976433.62	25911699.96	27187872.97	29102230.66	21	3
YER156C	1.16E-154	36	12	18637411.53	17621942.74	17138640.37	18080928.36	17162834.83	18235327.44	16	6
YBR218C	1.52E-154	199	37	5917863.518	6039448.049	6747400.911	6599745.426	7267442.829	7504448.2	7	5
YJR065C	2.89E-154	54	11	25539602.36	24373556.4	29881949.7	29593477.96	29873415.76	28068039.84	25	7
YOR095C	3.00E-154	56	11	34667919.52	33300088.69	32410224.48	31252166.73	30981102.32	28961528.36	22	7
YMR314W	4.26E-154	48	11	28736064.52	29873556.77	30905682.34	29846864.05	29497714.18	26733467.63	21	7
YLR420W	9.19E-154	73	11	18356419.52	17857544.49	17446377.4	20047988.74	19260084.51	17096394.11	34	8
YOR243C	1.12E-153	28	13	1502502.587	1438231.534	1627704.855	1478812.07	1455243.115	1395483.301	9	5
YIL074C	2.32E-153	56	10	5154556.332	5060758.55	5439001.85	5586422.605	5262264.741	5563088.818	5	2
YML073C	2.61E-153	304	25	130456176.2	121140296	118069875.5	118703794.7	120423740.5	121176340.3	69	7
YPL117C	2.85E-153	65	11	42556990.03	44261488.81	41638679.26	42745096.68	42183882.21	44070101.57	32	10
YPL218W	8.48E-153	56	10	30749583.97	28591315.08	32267594.93	33555218.57	33173286.64	33376957.64	25	7
YGL157W	1.10E-152	32	12	8114952.404	10171930.5	11988098.03	12364115.67	12326565.52	11583220.86	10	5
YPR060C	2.29E-152	30	15	10361801.28	10633312.55	10591345.66	10392729.42	10821411.07	9759198.095	12	7
YOR369C	2.32E-152	754	10	298590635.1	287289465.6	258929165.8	259964312.1	257839371.8	273186962.8	224	6
YCL059C	2.61E-152	50	12	6313168.978	6509821.45	6350497.964	6112851.004	6308997.257	5458184.58	13	8
YER133W	9.16E-152	61	10	20109101.5	18875352.16	20391276.37	21243419.82	21543496.01	21783947.1	22	3
YDL029W	4.22E-151	46	10	20128371.7	21001125.14	23022379.04	24238338.63	25227233.33	25808346.74	30	8
YNR001C	4.75E-151	60	11	18200873.49	21099274.53	22675456.18	22236663.11	24359728.6	24395504.86	19	9
YIL051C	5.08E-151	141	9	135094485.4	132774120.5	123453899.5	120496816.5	118562117.8	114494233.4	101	10
YPR043W	1.69E-150	274	10	260638153.5	256746612.9	207628938	202051169	200708955.5	222939682.7	136	8
YOL041C	4.36E-150	20	12	3418295.207	3690956.919	3645576.507	3400339.866	3119152.643	3055919.742	6	5
YLR347C	1.26E-149	41	11	14363050.1	14563907.35	14272986.34	14250218.1	13712388.58	14414588.2	13	7
YOL139C	9.47E-149	57	11	51856132.9	50058175.43	51264386.59	51762359.62	52258530.35	50853997.76	32	7
YLR333C	1.52E-148	199	10	183949848.6	182477451.7	172839192.7	170672393.5	171485536.4	175922823.8	121	10
YMR307W	3.23E-148	70	10	46030653.65	45271861.59	46804179.18	50382814.32	51787360.11	53566538.31	40	8
YER055C	6.52E-148	68	11	35139753.61	31899182.71	33836904.02	33573093.31	34396431.62	36129759.36	32	6
YOR176W	1.30E-147	41	10	7808303.715	8295932.242	9374878.421	10416543.72	10037092.94	11280967.77	9	4
YBL092W	1.93E-147	142	11	147347196.7	147130243.8	122724703.3	120803622	118819212	133412458.4	81	11
YBL017C	2.01E-147	35	12	6753138.292	6549208.348	7297360.296	7149295.26	7960765.952	7951137.926	15	5
YOL021C	2.04E-147	27	11	9467533.949	10233811.77	10065207.18	9272005.083	9359794.613	9384676.7	12	4
YDR071C	2.08E-147	78	10	41453465.1	43338608.41	43390668.7	43714761.44	42449607.49	45014730.47	35	11
YDR298C	2.77E-147	50	9	16207853.19	16750932.8	17697380.86	18189881.64	18457483.16	21802043.06	16	6
YPL143W	9.15E-147	121	11	65372606.99	59078659.66	58299830.42	58746249.55	60189607.51	58535934.61	54	3
YPL009C	2.08E-146	45	11	16105420.29	17239994.49	17829770.42	17943377.62	17439106.93	17268095.06	19	6
YJR069C	1.06E-145	67	10	30293889.63	29893673.2	28093339.33	27372309.85	26494638.58	26019823.19	26	9
YKL067W	1.11E-145	108	9	46821624.7	50357384.2	55145735.06	56930309.28	59399337.98	63497017.03	66	8
YCR002C	1.71E-145	46	10	9127790.404	8526137.915	9459627.77	10057874.17	9516752.016	8672767.409	11	7
YCR073W-A	3.23E-145	38	10	2320181.638	2681615.747	2659823.371	2512955.593	2667776.615	2576116.978	6	4
YLR186W	6.44E-145	44	11	15259188.76	14724680.95	13930312.65	13842986.58	13829322.31	13456791.81	13	7
YJR002W	6.59E-145	45	10	15541746.43	14766120.83	13993660.85	13394825.03	13354732.21	12675415.66	18	6
YBR049C	1.01E-144	38	12	4968175.569	5679005.154	5374816.128	4989689.95	5045313.224	4598494.281	14	8
YLR449W	1.16E-144	68	11	15197346.78	16070816.09	14175363.67	13731466.29	12834508.35	11833835.92	21	8
YKL150W	6.08E-144	55	10	14591761.71	20709382.3	25174319.21	23876585.02	25169872.44	23913886.03	16	7
YML056C	1.14E-143	208	19	37081069.85	33154198.45	32162147.48	31230572.46	29347475.94	27158073.93	35	8
YPR159W	2.97E-143	24	10	1644288.033	1908223.046	1938688.923	1883148.028	1810075.468	1711827.452	2	2
YHR039C-A	4.01E-143	87	8	97763101.17	101449663.9	94443728.5	94881183.14	99323072.57	106468035.4	64	8
YMR250W	6.51E-143	33	10	5520068.433	9375345.742	14373459.3	15233469.39	15183963.66	18112810.21	13	5
YEL054C	1.23E-142	550	9	199921631.4	190882779.3	176918733.6	179698350	180272783.7	185281235.7	224	8
YOR091W	1.80E-142	35	11	3420316.818	3242801.781	3380412.774	3566862.125	3339731.576	3159263.549	14	7
YLR113W	1.95E-142	38	10	10307614.01	10837553.24	10798943.7	11356564.45	12171256.14	12707819.85	11	4
YBR112C	2.90E-142	21	11	3558185.422	3136330.781	3789554.909	3687880.403	3734918.803	3551875.079	7	6
YPL043W	7.92E-142	31	11	4039595.566	4161140.791	3930708.186	3619955.118	3522140.521	3498786.07	6	5
YGL092W	1.07E-141	30	11	75842.83767	88145.40039	183675.1928	44834.05781	105601.645	83257.21597	9	3
YFR024C-A	1.37E-141	46	12	6043580.347	6505523.069	6687449.936	6092806.424	6215122.362	6084898.286	15	4
YMR196W	1.76E-141	23	12	750460.8602	1079203.351	1810725.549	2000753.866	1984491.381	2182466.714	5	3
YMR129W	5.74E-141	19	12	1985241.908	1872995.733	2310555.014	2247897.132	2505297.663	2106310.72	4	4
YPR004C	1.14E-140	44	9	9868726.803	9919899.612	10535863.98	10662916.73	10802574.44	10625475.71	14	4
YLR276C	3.36E-140	29	11	2337360.538	2400532.868	2426919.869	2120542.217	2314578.943	2075177.679	5	3
YEL058W	2.90E-139	29	9	3617304.183	3693989.246	3568059.459	3665774.452	3670057.641	3481164.929	6	4
YCR004C	1.75E-138	54	10	23985202.62	25903336.91	28024869.33	28513893.14	29890416.61	32863064.08	33	5
YHR098C	2.92E-138	20	11	1035725.4	958838.0403	1174163.965	1018536.4	967543.6907	1051234.833	2	2
YDR304C	3.93E-138	57	10	11422441.17	11455970.64	12437649.78	12470298.74	12789196.49	11632422.41	22	8
YML092C	6.42E-138	47	10	25944819.03	27054754.15	27885104.79	27485395.98	28087720.12	26803883.1	19	6
YNL123W	1.19E-137	42	11	14347549.25	14743577.82	14132053.17	13247639.49	13276361.82	12972787.97	17	8
YLR389C	1.38E-137	23	11	10864766.08	11440023.06	12311742.03	12086513.96	11247820.32	12928512.65	12	7
YOR116C	1.49E-137	26	11	1927505.875	1855872.944	2107162.211	1919339.252	1874334.643	1610383.197	2	2
YDR194C	1.67E-137	31	10	1870835.921	1719796.074	1850226.825	1684709.031	1469137.717	1844019.368	11	6
YIL076W	2.18E-137	35	9	8510510.601	7795775.858	9256820.461	9207414.582	9894118.983	9522579.476	9	5
YER117W	2.33E-137	213	10	152237808.3	142228692.2	119338659.5	115861280.5	112875090	125683300.1	106	14
YLR179C	2.78E-137	68	9	45850095.84	44858473.41	42946572.04	40762376.22	39783864.22	39482954.42	35	10
YDR518W	2.94E-137	35	11	11536791.44	10525110.08	11792352.48	11966543.66	11561388.39	11266520.53	9	2
YBR015C	3.50E-137	23	11	2755427.079	2722492.481	2846247.833	2979242.868	3286425.96	2810988.156	4	4
YGL137W	1.80E-136	59	10	28835459.82	28206489.71	31145827.48	31296451.22	32180193.55	30984259.78	32	7
YBR106W	1.88E-136	84	9	59151497.27	55399181.15	54090677.15	52033751.21	49575435.32	45704189.59	41	9
YBR142W	2.13E-136	26	10	5117487.965	5182124.938	4774567.528	4686044.927	4684408.19	4662099.959	6	4
YLR195C	2.16E-136	24	10	1437919.228	1613038.647	1568369.601	1497881.498	1673067.489	1300194.055	8	4
YBL022C	3.58E-136	23	11	3518820.381	3756082.197	3850478.484	3455885.098	3555053.001	3466811.648	4	4
YBR169C	6.90E-136	109	19	9749215.519	10563813.43	13144537	12983286.37	12350323.71	11650212.46	15	5
YKL096W	1.09E-135	54	10	21058177.09	42595264.09	68630014.83	68182801.25	66087010.02	66795656.39	30	5
YPL037C	1.53E-135	132	9	39835225.61	38433853.12	29233057.39	30653198.44	28838103.91	32625318.39	68	7
YDR394W	2.59E-135	52	11	22926483.46	22607883.47	23862684.55	23290134.07	22641280.9	22088284.7	23	6
YOR021C	3.07E-135	46	11	6929858.166	6812726.108	6316122.925	6366251.659	6464510.726	6560310.95	16	6
YKL033W-A	3.26E-135	38	9	10251722.32	10161886.59	10534069.49	9855370.565	10385958.21	11295426.95	16	5
YPL217C	9.39E-135	24	11	0	0	0	0	0	0	2	1
YGR200C	1.71E-134	30	10	7044283.23	7199985.671	7094233.828	6654771.728	6914958.006	6784670.762	12	8
YDL051W	1.94E-134	35	9	23284571.79	22649427.85	22036113.36	22243322.51	21770750.94	20853818.17	17	5
YMR027W	4.68E-134	40	10	21511588.48	23398062.26	24020887.18	25122448.26	26109676.43	26803972.04	14	4
YOR362C	1.48E-133	46	10	15885177.38	17132688.42	17154507.93	16698770.34	17713144.63	16547927.69	16	7
YER122C	1.69E-133	35	11	17048405.09	16187331.28	18769640.11	18985280.07	18799302.39	17618694.04	14	5
YKL172W	2.45E-133	31	10	10922242.03	10837104.54	10454626.24	10107846.54	9686772.994	8960232.854	12	5
YNL248C	2.57E-133	54	9	35908766.91	34638744.09	34393518.14	34283532.38	33029428.07	30112841.14	31	7
YDR321W	2.93E-133	41	9	20353239.38	18829957.37	20145478.44	19091095.62	18712084.18	17076545.91	20	7
YKR066C	5.76E-133	28	11	2556394.137	2939545.873	2847040.409	3205480.758	3425881.889	3660402.88	4	2
YJL060W	1.37E-132	26	9	9371640.201	10281159.67	11039144.93	11304286.17	11378628.72	10979505.44	7	4
YDL132W	1.53E-132	36	10	1642398.636	1603119.06	1769442.545	1851131.143	1587692.896	1814878.843	9	4
YFL005W	1.98E-132	32	9	8988498.345	8658069.873	9552322.791	9666926.39	10028101.37	8859287.597	14	4
YPR132W	5.57E-132	580	8	144706761.4	134895012.6	102446733.4	107323477.8	103464449.9	137654490.3	291	7
YMR058W	2.66E-131	72	9	4073505.942	3316576.069	3370772.591	3489590.221	3422986.156	3139480.015	11	4
YJL121C	3.29E-131	111	9	13178943.42	12895065.85	11044468.48	11318470.47	11131534.07	11754081.72	56	8
YNL175C	6.47E-131	30	11	20820165.02	20189091.27	19828136.8	18587773.28	17551222.78	17345020	14	5
YJL117W	6.72E-131	45	10	20455500	16701700.75	20202776.98	18361255.25	18154194.89	15176229.23	17	6
YPL263C	8.46E-131	33	10	4598560.965	4514417.325	4444212.801	4118589.962	4272407.56	4276934.397	8	3
YBL064C	1.55E-130	33	10	8286654.162	11152493.26	13818445.91	14580457.66	15082252.16	15804881.12	8	6
YDL135C	1.79E-130	40	9	5637276.51	5511303.325	5884384.787	5639787.639	5788217.634	5906942.743	11	6
YNL244C	2.28E-130	93	8	36056128.7	35085786.74	36601714.22	38500309.28	40764529.08	41203170.61	52	10
YDR019C	3.20E-130	43	8	1208424.257	1159752.654	1461447.785	1538703.244	1528872.699	1654486.675	4	3
YMR080C	4.84E-130	27	9	12819641.77	13018529.09	13600015.74	13405693.6	13328190.15	13364253.01	11	7
YER048C	7.83E-130	25	10	5701628.506	5941048.903	6028444.435	5887555.142	5745779.79	5877052.896	9	6
YJL076W	7.88E-130	18	10	571638.4857	627428.3784	443996.25	663362.6498	593943.1197	670236.6604	3	3
YOL058W	1.39E-129	50	10	15912498.48	17905748.73	28848587.09	33957854.8	36571184.46	43770441.97	27	9
YLR447C	1.61E-129	70	9	31643134.95	28318456.1	30939946.39	30659350.32	30236920.17	32565494.14	48	6
YFL007W	2.56E-129	22	12	983443.5748	1152069.708	1082818.653	1207135.156	1051595.812	812341.8692	4	4
YOL077C	2.62E-129	66	9	8921903.994	8338998.97	8055177.382	7865025.096	7838288.885	7281191.882	25	8
YDR381W	5.50E-129	69	10	47367960.83	47900115.47	48784722.71	49562521.76	48763181.57	46506097.69	35	3
YKL215C	5.66E-129	24	11	1865219.967	2083650.571	2522013.713	2559309.146	2362221.846	2339935.308	6	5
YAL023C	8.33E-129	35	9	12378674.01	12283435.52	12714948.71	12961778.28	13225774.34	12966161.68	16	6
YKR043C	1.01E-128	48	10	21370968.96	20273574.74	20642343.33	21269683.63	21101731.56	20094987.82	14	6
YDR481C	1.06E-128	33	10	3636525.865	3049001.764	3367153.527	3396214.345	3322709.344	3138552.662	11	4
YFL038C	1.08E-128	40	10	19683377.05	19915357.13	21346276.85	21186194.6	21016480.66	20918556.18	17	6
YOR206W	2.29E-128	46	9	33372110.55	33891058.34	33498826.27	31190234.34	31284466.57	29427339.89	24	6
YMR092C	2.38E-128	47	9	13140975	13966512.75	15243610.96	15133382.26	15965700.56	15869964.43	28	7
YJR076C	2.51E-128	33	10	9854873.261	8114379.433	9148932.252	8724163.83	8833282.302	8470454.316	16	7
YDR299W	2.82E-128	30	10	11776525.98	11365876.65	10393563.5	9986699.824	9511537.653	9468707.986	14	6
YCR093W	2.82E-128	30	9	3670641.388	3474662.597	3791668.389	3745125.452	3616967.763	3595472.084	7	5
YDR211W	2.87E-128	26	10	13892866.71	13175041.55	13216834.05	13068049.74	12787078.68	12895384.76	9	4
YHR037W	5.09E-128	41	9	15095622.41	15804686.93	18104084.43	19241778.42	20496392.94	22653421.72	23	5
YHL021C	6.97E-128	31	10	6708572.895	11088059.38	12072505.2	11249897.83	11117502.06	9968000.92	8	3
YGR123C	2.68E-127	37	10	8390379.003	7810438.394	7712323.746	7846269.874	7866805.035	7837347.558	10	4
YBR160W	2.70E-127	29	9	12206951.37	12228608.46	13596332.04	13424426.66	13371968.33	13314545.43	11	4
YKR095W	2.97E-127	24	11	4502957.999	4386023.863	4337978.063	4583101.934	4491218.976	4413205.641	11	4
YML106W	3.77E-127	41	11	19279528.58	17792758.18	18518785.29	17963916.09	17533434.98	16626511.13	16	6
YLR100W	5.24E-127	43	9	8160806.597	6361596.445	7217088.665	6860851.79	6724418.698	6115617.55	16	5
YBL041W	5.41E-127	45	10	15895194.29	15742289.16	17324794.59	17236638.02	17170267.84	17158262.74	22	7
YPL126W	7.02E-127	23	11	19066588.34	19361591.66	18554845.07	18081562.11	17842300.96	16670413.77	11	8
YJR125C	1.24E-126	48	10	21949098.87	23136097.51	24213263.92	22986453.11	24069797.83	23845058.86	18	8
YFR037C	1.96E-126	32	9	13117032.1	13261359.72	12944006.06	13321121.04	13559116.59	13856390.06	11	7
YMR296C	1.97E-126	31	9	7719291.257	8264729.175	7903586.659	7718141.014	7798765.445	8234396.679	12	4
YHR094C	4.70E-126	53	9	10623863.24	16360275.53	16489766.44	16567841.37	17002098.39	16955658.97	15	9
YPL260W	4.82E-126	34	11	2498335.84	2726598.101	2916461.971	3090927.543	2773809.266	2816336.745	10	3
YOL010W	5.04E-126	23	10	10643064.03	10461737.79	10224657.57	10306190.88	9443045.256	9651159.606	7	5
YEL034W	1.25E-125	242	8	84119700.03	81025295.76	75787374.31	79375899.65	77823247.11	76820698.08	125	11
YLL048C	1.36E-125	22	11	9334208.079	8980441.96	8964554.393	9423303.676	9289130.378	9097848.817	8	4
YNR053C	4.10E-125	31	10	5454327.833	5786352.784	5560275.206	5261760.298	5271914.33	4960182.242	6	5
YOR020C	4.67E-125	87	8	68456692.95	66949736.74	64695432.39	64442548.94	63437036.36	58428993.28	41	8
YGR211W	8.34E-125	31	10	16278461.52	14520833.92	14704740.45	14637488.3	13087706.37	11901886.2	13	6
YPR118W	1.05E-124	37	9	9696576.635	8874503.236	9159201.503	9100390.24	8529926.64	7858435.83	14	6
YGR292W	1.61E-124	46	10	12670419.6	16614522.41	14613111.53	12209542.98	12471283.76	10953169.6	12	5
YKR080W	1.96E-124	49	8	12816024.62	12481029.47	12822773.98	12821670.91	12838148.93	12845643.34	26	8
YIR037W	2.90E-124	52	10	26879655.62	27460425	31848302.49	32216780.48	33740431.05	33101165.89	21	5
YGR253C	3.59E-124	29	9	15421421.41	16175680.41	16233497.21	16198566.45	15838393.29	14908602.37	12	6
YPL235W	4.82E-124	24	9	6569385.234	6672147.309	7108728.336	6927409.899	6932361.27	6423040.659	5	4
YGR128C	5.01E-124	28	10	7475175.066	7521249.273	7659412.791	7179173.819	7285857.799	6561192.687	9	4
YBL002W	1.15E-123	84	9	1821457.265	1721682.394	1241779.121	942861.5613	554472.9306	531173.79	2	1
YDR032C	1.49E-123	95	8	26641417.22	29790638.21	33897697.44	34683343.7	37232281.27	40270457.8	58	9
YLR309C	1.99E-123	24	11	5199275.089	5666634.846	5370230.431	5242204.305	5431023.095	4941493.809	9	4
YML022W	3.55E-123	56	8	54727096.04	53564636.75	41302760.83	41752257.06	41087861.04	44758068.53	29	6
YML074C	3.61E-123	78	10	40201771.54	44054789.94	42213575	39056331.92	39242858.34	37896422.94	29	8
YEL042W	7.35E-123	29	11	4888348.742	4346005.985	4473294.303	4203445.359	4224256.858	4218346.747	10	5
YNL016W	7.78E-123	63	8	26951200.16	24740630.25	29546659.04	29066547.14	29192946.47	26718063.19	28	10
YBL058W	8.11E-123	43	8	13927763.4	15820246.31	15713396.73	15599094	15974051.94	16018126.3	30	8
YDR258C	1.29E-122	14	10	6129167.725	6799743.385	7614146.133	8425498.092	8659470.135	8281025.075	7	6
YOL049W	1.78E-122	32	9	3153573.96	2952762.355	3302381.931	3266139.012	3437647.383	3523428.601	5	4
YDR002W	3.57E-122	75	9	40511129.08	41192808.2	39867794.79	40313616.59	40201299.66	38691060.18	43	9
YLR196W	4.87E-122	31	10	0	0	0	0	0	0	9	4
YLR262C-A	6.23E-122	48	8	31251353.03	31202470.44	29733846.15	29074515.67	29430416.03	27228022.04	32	8
YGL049C	8.02E-122	45	12	4824863.846	5289855.213	5123813.746	5319094.679	5285084.375	5344537.562	15	5
YPL190C	1.15E-121	32	9	2465512.086	2501832.689	2533580.502	2716204.878	2762707.532	2871264.241	4	4
YML131W	1.40E-121	43	9	4330281.599	6427274.588	8034854.29	7188691.835	7141962.015	6778265.102	14	5
YOR285W	2.37E-121	72	8	12288456.53	13390724.11	15425815.06	16666614.05	16730125.19	17010264.02	31	8
YDR035W	3.87E-121	53	9	16344018.03	17037438.91	19113653.62	20628854.88	22453968.54	28124910	23	5
YFL016C	6.62E-121	29	10	1469270.927	1732369.31	1876492.269	1713636.412	1667317.645	1591282.728	4	3
YOR260W	1.24E-120	15	9	2292451.574	1913340.574	2179495.976	2317457.515	2107273.281	1981048.699	3	3
YMR308C	1.74E-120	30	9	18105970.26	17798862.61	17691409.42	17322047.01	16631106.43	16561723.74	11	6
YER057C	8.37E-120	95	8	35026305.91	32208704.61	36396191.8	39470701.2	39921734.58	43560626.14	56	7
YNR021W	8.76E-120	37	9	16421544.09	15305609.06	17407625.87	16716372.9	16303934.55	15472577.74	17	6
YHR132C	1.04E-119	29	9	-9295.969836	73581.8954	57050.64724	129925.2319	146174.9088	220.3792795	6	3
YLL034C	2.55E-119	24	9	6065650.642	5878160.017	5799089.699	5468952.47	5566909.549	5672834.318	7	4
YAR007C	2.62E-119	33	10	8477104.532	8256451.355	9291617.871	9368863.444	9381103.394	8969511.394	10	5
YGR193C	7.88E-119	36	8	4359646.195	4814941.985	4962141.905	5393008.351	5372525.838	5898134.128	19	5
YCL045C	3.17E-118	41	9	15057463.3	14341517.77	15142976.04	14749192.41	14793187.87	14321469.55	11	8
YBR086C	3.53E-118	30	9	4617851.084	4893975.374	4969003.473	4753777.523	4800189.373	5013643.182	16	5
YIR004W	3.57E-118	23	9	2120334.53	2169808.611	2075722.755	1855821.088	1756282.17	1808671.175	6	3
YDR044W	4.06E-118	41	10	2695126.075	2702846.688	2862094.036	3000956.519	3076903.115	2843173.337	12	4
YNL087W	1.27E-117	32	12	5315991.015	5396362.852	5147653.746	5020693.016	5006542.663	4313237.041	9	5
YHR170W	1.57E-117	31	9	6616418.695	6368604.381	6539486.293	6426179.368	6198236.352	5834220.325	11	4
YNL163C	1.97E-117	19	9	2375124.847	2222691.984	2211300.285	2303886.836	2052746.191	2190486.649	5	2
YBR117C	4.29E-117	18	10	1392835.821	3001297.33	4357720.247	4409323.965	4215497.437	3193717.6	8	5
YGL228W	5.09E-117	30	9	13426835.53	14189610.83	15112107.31	14893499.08	14450223.78	13592462.4	11	4
YAL060W	6.02E-117	15	9	9344192.94	10125997.46	10672863.33	10748061.84	11119667.43	12019468.86	7	6
YBR177C	1.12E-116	24	9	3216710.847	3157270.758	4327950.902	4322550.474	4283300.568	4087136.222	11	5
YEL002C	1.30E-116	37	8	7941919.31	7202704.004	7769440.409	8495568.126	8600141.852	8700825.334	12	6
YKL014C	1.35E-116	22	11	5064320.351	5626288.739	5189790.52	5011360.401	4519907.744	4309375.976	4	4
YML078W	2.44E-116	37	8	20383213.75	20561367.81	21256594.31	22668708	24403443.73	27087622.27	14	5
YPL239W	3.68E-116	20	9	6992955.535	7045721.273	6715162.281	6427143.966	6496776.619	5910788.084	6	4
YDR430C	4.30E-116	17	10	2374920.622	2425733.684	2940570.573	2578961.84	2648122.418	2530554.146	5	4
