orf sd.mrna sd.prot mean.mrna mean.prot
YBL016W 0.262293514541484 0.248962880561918 0.576013004567516 0.82692650016283
YBL017C 0.263586462734817 0.219505531213717 0.713872793474243 0.861476192462033
YBL018C 0.227614616536937 0.312833607894958 0.0282748959429827 0.0960197921328899
YBL019W 0.279829527597806 0.34659639559663 -0.906106249111795 -0.819443257333831
YBL020W 0.26665864916291 0.38838943091503 0.00797245383646009 -0.383903779338702
YBL021C 0.227602716710281 0.270512791455798 -0.0931223564082977 -0.00854540991729959
YBL022C 0.244686234263926 0.206819542031603 0.54559291875961 0.618460489067992
YBL023C 0.228507014437101 0.215840534137694 -0.118818943975316 0.242566167827409
YBL024W 0.264567881545619 0.258319424156402 0.617302068378329 1.12910844657465
YBL025W 0.284132013992173 0.358549997482284 -0.334597072137561 -0.539714514631146
YBL026W 0.25479114420468 0.231924896990175 0.590027699676359 0.617344068089397
YBL027W 0.262383282680032 0.222784998543901 2.62000608972304 2.33223334150405
YBL028C 0.241750385790074 0.222396836795057 0.821472672181546 0.989532354489224
YBL029C-A 0.289547310434987 0.196001339955783 -0.454427848412681 0.0963659398503895
YBL029W 0.304832649364399 0.374052559619584 -0.841109578233094 -0.93563410107885
YBL030C 0.232225791408753 0.359602534874453 1.41787274534598 0.95861942198026
YBL031W 0.294203140829462 0.316385595818885 -0.649014693106636 -0.72087097124218
YBL032W 0.268079586616436 0.252195184140755 0.883411552460979 1.20194970295063
YBL033C 0.258008631169681 0.228906582081748 0.409797530017068 0.719371546378138
YBL034C 0.288978871362158 0.316817327719413 -0.457941912232442 -0.352488842815202
YBL035C 0.247351052004634 0.22289879038694 0.039619203581295 0.312824757307783
YBL036C 0.25760233105359 0.239497179844318 0.62973052607458 0.805241340688052
YBL037W 0.255036918568543 0.248422383449471 -0.152178406834974 0.137866593297444
YBL038W 0.274488358501559 0.265538434513433 0.391805764761068 0.257760426975171
YBL039C 0.265787111900891 0.230668363267255 1.38023295126233 1.63853606917535
YBL039W-B 0.353281529427593 0.412365907458881 -1.4725354125746 -1.37503038639707
YBL040C 0.265629953709562 0.266085519936506 0.917070329624364 1.15426170341552
YBL041W 0.274301107175357 0.373386149123836 1.05605172081426 0.60293613577559
YBL042C 0.280735686942045 0.262358429893043 0.506639349070468 0.684695007916307
YBL043W 0.266063232318418 0.430783734946956 -0.964447490834444 -1.07709884935645
YBL044W 0.324903931862221 0.475500913216429 -1.96253232950927 -1.92749733050222
YBL045C 0.250516459694326 0.220993409892496 0.96918198727955 1.12279395792145
YBL046W 0.239921333238786 0.266950082103056 -0.056444957068996 0.19753746579547
YBL047C 0.272468965670181 0.251219846700426 0.861826438888549 1.04943410676011
YBL049W 0.305142721002758 0.415170456812907 -1.1839671022621 -1.39331688469001
YBL050W 0.275697401462794 0.355235308583283 0.704287663005987 0.393425100134834
YBL051C 0.257440849720094 0.216133065943627 0.819848888622036 0.664210230858351
YBL052C 0.279118963031613 0.419690401876772 -0.201620349120681 -0.44539390865376
YBL054W 0.279790203655893 0.275129273775039 -0.159385344953477 -0.137435780574011
YBL055C 0.243397541787121 0.210598896770989 0.0650708806717898 0.0789705059097075
YBL056W 0.234916422736615 0.268429505581446 0.916465914883419 1.09115954047618
YBL057C 0.23908440891692 0.243994591007625 0.331551033052576 0.266439748158259
YBL058W 0.254611709319364 0.235693914939631 0.897881095847633 0.846664885011553
YBL059C-A 0.297642471909673 0.316045164718887 -0.995528499941635 -0.680241822392692
YBL059W 0.244721012364229 0.291114385382856 -0.460822576170725 -0.409007804343588
YBL060W 0.252507966457381 0.379220898251188 -0.390409134776487 -0.565154069456705
YBL061C 0.245881082910586 0.218827563984564 0.374450447237108 0.503857829606519
YBL063W 0.284681372009272 0.312280074677424 -0.632796519872772 -0.766496615870411
YBL064C 0.289082161099881 0.264748184939872 0.608410834738609 0.776772232818859
YBL066C 0.27168676609388 0.337764132549783 -0.635058633478447 -0.728906892776144
YBL067C 0.236745408034763 0.314203109664675 0.0168463234273656 -0.299637933991762
YBL068W 0.230937328662192 0.221905519818355 0.780129490841846 0.873592101669281
YBL069W 0.247776704997619 0.279750272520813 -0.0763288671527477 0.0097328935149104
YBL071C-B 0.40175452547148 0.585862001374847 -2.1754271027695 -2.15525261183792
YBL071W-A 0.266964388465862 0.23723748608002 -0.0972670764043332 0.679826913812027
YBL072C 0.304076161294008 0.237166555900375 2.27600760636629 2.01351681068545
YBL074C 0.272176545776237 0.29803406526647 -0.689928524149102 -0.200823209720204
YBL075C 0.251347521521312 0.293043253272313 -0.210868615230059 0.19780562520742
YBL076C 0.234277074726474 0.190519857293069 1.58846092368884 1.81752664963246
YBL078C 0.240230621697826 0.315739316005327 0.068176574361438 0.100102903572403
YBL079W 0.249777887808419 0.241827352002624 0.36223567648743 0.443121197281605
YBL080C 0.331074080419839 0.336690670394345 -0.792865890547386 -0.477393641398088
YBL081W 0.294598057056506 0.366305469423833 0.192856326128025 -0.140504857631064
YBL082C 0.294277167579213 0.373930453932792 -0.115814730992701 -0.337901882356698
YBL084C 0.286714939408153 0.206702397355227 -0.585665294173589 -0.222963355141392
YBL085W 0.261718059360196 0.233826554462503 0.368587064804523 0.32035968900908
YBL086C 0.275140349564699 0.31617895171192 -0.414452043806895 -0.39330786208093
YBL087C 0.303430235973861 0.277340445225331 1.77436913363009 1.3153882495443
YBL088C 0.288112937310417 0.336554730025995 -0.67876836179887 -0.651276307927563
YBL089W 0.307182663622443 0.381398038920098 -0.693518880005698 -0.817896604349695
YBL090W 0.261517144593755 0.295804493967427 -0.0136379638464062 -0.123524485161891
YBL091C 0.261738525015942 0.234539197582743 1.02209538382912 0.595929379712514
YBL091C-A 0.264092797998754 0.28126898135011 -0.417207592751436 -0.471260972912538
YBL092W 0.267819848190646 0.299599802543585 2.50596492469673 1.80177555333461
YBL093C 0.244375652993019 0.247289636750314 0.477813838382116 0.231894277280922
YBL095W 0.265659989423641 0.31600012371931 -0.438421045976122 -0.360681340055029
YBL097W 0.330949082812693 0.335809429711548 -1.10902272339061 -0.637511291286189
YBL098W 0.308880501353759 0.302965648843509 -0.447985267223195 -0.321527653734351
YBL099W 0.266170920317281 0.240021850901664 1.54359092254068 1.73922963070151
YBL100W-B 0.433059477446351 0.44062320930291 -2.66090563754298 -2.54332851327528
YBL100W-C 0.412039763360245 0.457816705747301 -2.80902672352855 -2.67227453978666
YBL101C 0.244016022607913 0.224299886915186 0.0943379573238191 0.0680000978759513
YBL102W 0.252318925120273 0.221905812420626 0.415918111897069 0.235954183229829
YBL103C 0.221127110072707 0.283031910808796 -0.289613132140808 -0.187617973034095
YBL104C 0.257096363609472 0.238272157949475 -0.17994021901965 -0.0895564960678712
YBL105C 0.26865857895091 0.253759346756865 0.00808535456959839 0.220324218515541
YBL106C 0.282841238733473 0.428274982189904 -0.997018034187822 -1.10541908200426
YBL107C 0.225313957275347 0.295916267028753 0.07564263363955 -0.173619309548674
YBL108C-A 0.396438419328128 0.451601018705824 -2.99940849153288 -2.8794131643168
YBL111C 0.31654276562746 0.335773325486493 -1.35200797624663 -1.06312336241039
YBL112C 0.340141051677726 0.436302349248536 -1.50105993012016 -1.64073769272486
YBL113C 0.293882428321079 0.354052451079289 -0.278700012931023 -0.621245181216956
YBR001C 0.25012802371741 0.324993710315534 -0.207315164388626 -0.014287061116533
YBR002C 0.251309406685511 0.23367846255649 0.28813557790822 0.687886352056842
YBR003W 0.283627717238592 0.219577416044512 0.0683669682306536 0.231199765639105
YBR004C 0.274621611277417 0.337657070272443 -0.0436582740828878 -0.45831250457246
YBR005W 0.249346423074807 0.248888099108139 0.000799424129917662 -0.135203704980954
YBR006W 0.279459635582884 0.371298903133427 -0.587771015135947 -0.460173272648331
YBR007C 0.266725963790052 0.347319807441086 -0.346607326195832 -0.350182883553147
YBR008C 0.316065614185667 0.411516657527351 -0.485710836992071 -0.751361273572349
YBR009C 0.25403524168132 0.244777700941456 1.91655890839093 1.98863548572732
YBR010W 0.313733545465402 0.334041308212793 2.14381982534801 1.58546364550867
YBR011C 0.254043543253815 0.221951559197654 2.26926694700572 2.1144446291716
YBR012W-A 0.339985122560922 0.479429768352789 -1.52124094353815 -1.49460649638076
YBR012W-B 0.349981162153883 0.463753075207206 -2.01745498546643 -1.98855176834746
YBR013C 0.310576883857324 0.42782785594417 -0.46914686748834 -0.712803466755845
YBR014C 0.285470471323125 0.330357453245447 0.215379413582651 0.112922363755719
YBR015C 0.269007167805648 0.231387149472945 0.457902098336486 0.639106595525622
YBR016W 0.27191996417863 0.218177203030702 0.814004993063745 0.379485767936333
YBR017C 0.248967748405893 0.235725965837069 0.409042885799294 0.683600256698094
YBR018C 0.336694992838625 0.429909278563525 -1.58826667322674 -1.51070964194985
YBR019C 0.26315073627882 0.403843780160878 -1.32327458748667 -1.34444566013303
YBR020W 0.299216901780469 0.43287456031201 -1.24458825241283 -1.30952991381484
YBR021W 0.273699779459055 0.350101150568496 -0.618721061752739 -0.690214224931858
YBR022W 0.263588261741488 0.284605965088399 -0.0987499615847649 0.0130372682426391
YBR023C 0.239639873504384 0.233126713109858 0.433521023522284 0.474552402024549
YBR024W 0.261232412965195 0.317253024690991 0.00156662266327619 -0.0359353045444415
YBR025C 0.255565882142375 0.250179248522348 2.02690214945198 2.01066741960325
YBR026C 0.25872837518137 0.296014095311745 0.23899834722103 0.318109483998308
YBR028C 0.26677959768113 0.235518875467646 0.1305881710677 0.341481910916876
YBR029C 0.25498768416216 0.332220156018663 0.389362974754775 0.27678720605416
YBR030W 0.264345977412563 0.290226974417281 -0.415104564339531 0.0117394870177981
YBR031W 0.257038664742017 0.386412448961119 1.89717300209575 1.3911816984974
YBR033W 0.298246556779363 0.385296302007065 -1.07019829692376 -1.26023419031799
YBR034C 0.260493731889781 0.228801000940174 1.04676031635143 1.22639494783939
YBR035C 0.28373973579273 0.395316282401086 0.694451394289652 0.499614211635338
YBR036C 0.243747580299592 0.272905699007047 0.825899514949894 0.796906594866775
YBR037C 0.249170750366147 0.271514450566754 -0.180357907871292 -0.0200376243967025
YBR038W 0.286220133254902 0.344402503393565 0.00262861635543406 -0.27323185492619
YBR039W 0.21776386091521 0.20791546856892 1.06871910755841 1.36905333218208
YBR040W 0.313848262128341 0.462888878001747 -1.51449439597409 -1.53131322791857
YBR041W 0.269630360331053 0.284888281382444 0.515868651987131 0.609051653033878
YBR042C 0.270741685359655 0.289754824741819 0.16364183862778 0.0125425415937095
YBR043C 0.249197123753431 0.34018757621653 -0.129585792623989 -0.340332450474247
YBR044C 0.276344176953109 0.391716111791427 -0.594854968471313 -0.624694050830719
YBR045C 0.351192702758284 0.45381206786569 -1.75722587447331 -1.84382597775325
YBR046C 0.261589301774208 0.269431724790815 0.343182758218525 0.345059697083558
YBR047W 0.26020418085453 0.346100112875058 -0.842222362132213 -0.560331266061179
YBR048W 0.226946444861015 0.297116863675565 1.63770338682587 0.89877568977019
YBR049C 0.268070933997683 0.259190938128267 0.511450457828607 0.918642614036276
YBR050C 0.312833106873516 0.385631927838729 -0.988564330410921 -1.1444705895578
YBR052C 0.227348758388714 0.21517442207404 0.704099322214999 0.866070393107575
YBR053C 0.272341703332308 0.231396488285644 0.399710160928589 0.424048349682997
YBR054W 0.25693850791463 0.234589293997047 0.4996389123956 0.696519365924739
YBR055C 0.290966607976269 0.319835551014452 -0.120568460071925 0.013586928414655
YBR056W 0.255564906168828 0.283787893104883 0.379335808423798 0.386427555450679
YBR057C 0.275481344367754 0.274522274458602 -0.00469888902284112 0.136708870233306
YBR058C 0.259793833348629 0.298828486661325 0.104165383900844 0.230147120517725
YBR058C-A 0.291709994225119 0.273900864918867 -0.363407063157783 0.12538907814706
YBR059C 0.260752558343305 0.220070377926988 0.38337240063733 0.504276229146968
YBR060C 0.290182091753938 0.306049715436292 -0.321221972524781 -0.124443294127867
YBR061C 0.282013610966771 0.23461582248616 0.136659124462108 0.385772132664867
YBR062C 0.287613830173657 0.324078839021839 0.0565372904049712 -0.392375603705696
YBR063C 0.262317747077294 0.406281424578617 -0.376309716375409 -0.660656360024924
YBR065C 0.243916358783388 0.301781999644949 -0.446821220573928 -0.102537606214595
YBR066C 0.240209072824181 0.297310955468452 -0.301111190970494 -0.44862206178736
YBR067C 0.236447633178645 0.231686828122895 1.57692426051802 1.28870632920848
YBR068C 0.23907968392399 0.240439846148148 1.22415290468532 1.38943775199711
YBR069C 0.24623136734903 0.224162091267696 0.748766101219584 0.795275014187526
YBR070C 0.254598400948466 0.217733275693603 0.0439278863599932 0.0921723082200528
YBR071W 0.253463999913615 0.284771412900566 0.178202513986706 -0.0258359308163402
YBR072C-A 0.397040316602832 0.540583083048231 -2.59988510693159 -2.51833455656548
YBR072W 0.254101053174791 0.240050524468692 0.104506335042764 0.515330930223917
YBR073W 0.230181405271015 0.207645629413705 0.423789687420856 0.206940086978132
YBR074W 0.259640986138501 0.365517585748963 -0.098465967229888 -0.184559906384543
YBR076W 0.281466740723412 0.414091498488564 -1.32172464296031 -1.49276434870542
YBR077C 0.266112878077983 0.238318803538886 0.416072864402635 0.583322929091638
YBR078W 0.293415744193514 0.310836293261063 1.73902748924402 1.1517647878199
YBR079C 0.250870354152059 0.220578508026521 1.29857785833667 1.7474669716932
YBR080C 0.264161204572171 0.267964991454503 0.426266993841293 0.821511522748695
YBR081C 0.25252971178212 0.224736816742652 -0.10783790745322 0.140856902206925
YBR082C 0.251981092683119 0.25290651933546 1.92491839510726 1.59054680393763
YBR083W 0.267941957379529 0.259231176711415 0.177751557046308 -0.0857140356381335
YBR084C-A 0.25341415153093 0.19684914837216 2.199695179767 1.97599819661872
YBR084W 0.239202811665472 0.229074525899088 1.04779886293519 1.00919939482315
YBR085C-A 0.281594582379584 0.269902388990738 -0.320354341443962 0.540887225151935
YBR085W 0.23450308273966 0.283047673514222 -0.142615114920458 -0.014548562389728
YBR086C 0.250732952475489 0.242975358914258 0.926320920601741 0.656717066055363
YBR087W 0.241932377435372 0.234978795541673 0.355575966227122 0.434488862635411
YBR088C 0.302540651642618 0.349873089256775 0.792427183662708 0.520098488507217
YBR089C-A 0.287102558349036 0.246408748410415 -0.251901926458163 0.636993908712816
YBR090C 0.255586158174397 0.246824168487063 0.230457942318351 0.612986614567783
YBR091C 0.274155321873388 0.349623656115438 -0.0394163041212064 -0.253376401918678
YBR092C 0.259100309702659 0.256291435242505 0.894198421742718 0.485033626084989
YBR093C 0.238517289639053 0.277323726569683 0.500658711509015 0.274255004588187
YBR094W 0.226986447953276 0.236476744336571 -0.0618195405140961 0.104630934795595
YBR095C 0.247859436129034 0.212912608637306 -0.0134618749137468 0.131686230903295
YBR096W 0.302266146166479 0.310730993087841 0.599779044659864 0.396504080439494
YBR097W 0.249428876031152 0.310298430553435 -0.621455586659531 -0.621298342031638
YBR098W 0.283543462521988 0.351400564913988 -0.884869318961039 -0.833945896660117
YBR101C 0.254454726994232 0.223916379058369 1.02867337586851 1.24143675690207
YBR102C 0.250425842267753 0.248325335084839 -0.352412002150475 -0.0900861587672982
YBR103W 0.287248305724488 0.30496707586311 -0.0155340021947107 0.000443147097286333
YBR104W 0.270546554484423 0.316120872232585 -0.0108864918025664 -0.159979706589644
YBR105C 0.258877056816254 0.253231842829789 0.650959049839686 0.691419356562329
YBR106W 0.257261841104816 0.224325428107131 2.02548390620732 1.97179859334647
YBR107C 0.285707110146289 0.329266657460723 -0.614844443301977 -0.837566324768451
YBR108W 0.277176004693122 0.35386508185257 -0.47225517139958 -0.522015401565138
YBR109C 0.253315315434559 0.26374251427812 1.50532698612591 1.54840201195399
YBR110W 0.291976776029911 0.221860316122808 0.120769159216308 0.352522892088254
YBR111C 0.249386944128069 0.275906977809645 1.04534117478622 0.871837106551619
YBR111W-A 0.293962873611706 0.352059082505004 -1.09868621359303 -0.913550169079387
YBR112C 0.274036943993432 0.29230863932105 0.656040404173358 0.536215792229398
YBR114W 0.26450757370058 0.284858067421591 -0.759194603773016 -0.681145642873774
YBR115C 0.285526390434215 0.236288066382125 0.537989047938304 0.98236376070044
YBR117C 0.274969143956155 0.310746846323061 -0.951163672346702 -0.759236642866987
YBR118W 0.276384442152995 0.231984898052296 2.57951208100264 2.28129708839682
YBR119W 0.297706674192045 0.324653652600018 -0.189415727842039 -0.0536768733939175
YBR120C 0.269811647030696 0.249111754964218 0.163340134982253 0.488459125931722
YBR121C 0.240680753088335 0.222034138472504 1.87105557319304 2.06903735042962
YBR122C 0.276869960354687 0.25388646334217 0.403019158128059 0.394337485474971
YBR123C 0.285577280961792 0.282819144591048 0.0315659211590824 0.337245883687268
YBR125C 0.28707316758966 0.336336969941658 -0.237534884277293 -0.494454831904831
YBR126C 0.257510886437009 0.226120268577937 1.13262363496688 1.35519202875337
YBR127C 0.261425005590313 0.220618121703449 1.92326542843661 2.02894586553075
YBR128C 0.267686823660534 0.382490536115877 -1.05928899817113 -1.24011559747831
YBR129C 0.242598300237047 0.308198788266347 0.137086301419382 0.102448783481539
YBR130C 0.26220171898646 0.243314786946551 0.18139291865413 0.39979005715719
YBR131W 0.252680803459983 0.311366048440327 -0.62687932979827 -0.29452861994098
YBR132C 0.247069821656861 0.257290710235138 -0.47054542434545 0.0131106369120414
